Position,Name,Bib,Time,Category,Category Position,Gender,Gender Position,Run
1,JEFF BROWNING,112,16:18:54,40-49,1,Male,1,16:18:54
2,CAMILLE HERRON,52,17:20:52,30-39,1,Female,1,17:20:52
3,GRANT GUISE,116,19:24:08,30-39,1,Male,2,19:24:08
4,AKIO UENO,86,19:51:12,40-49,2,Male,3,19:51:12
5,PHILLIP FOWLER,37,20:54:01,30-39,2,Male,4,20:54:01
6,NIGEL PAYNE,117,20:54:48,30-39,3,Male,5,20:54:48
7,MIKELIS ZUMBERGS,14,21:38:11,30-39,4,Male,6,21:38:11
8,SIMON LAUER,34,21:38:51,40-49,3,Male,7,21:38:51
9,PAUL WAINWRIGHT,101,22:34:16,30-39,5,Male,8,22:34:16
10,HERNAN DE LAHITTE,93,22:51:28,50-59,1,Male,9,22:51:28
11,THOMAS WATSON,13,22:59:33,30-39,6,Male,10,22:59:33
12,DIEGO ESPINOSA,85,23:27:47,50-59,2,Male,11,23:27:47
13,MASAHIRO NAKA,78,23:29:07,30-39,7,Male,12,23:29:07
14,GARETH MORRIS,5,23:33:49,40-49,4,Male,13,23:33:49
15,KATIE WRIGHT,38,23:43:26,30-39,2,Female,2,23:43:26
16,LESLEY PARK,91,24:07:38,40-49,1,Female,3,24:07:38
17,NICHOLAS GIBB,7,24:16:23,40-49,5,Male,14,24:16:23
18,CURLY JACOBS,126,24:18:13,50-59,3,Male,15,24:18:13
19,HAYDEN KANA,12,24:54:18,40-49,6,Male,16,24:54:18
20,STEFFAN MCKINLEY,60,25:33:19,40-49,7,Male,17,25:33:19
21,MATTHEW PILLEY,125,25:41:22,30-39,8,Male,18,25:41:22
22,TOM REEVE,121,25:49:51,50-59,4,Male,19,25:49:51
23,LAU BRnNICHE-OLSEN,71,25:49:54,40-49,8,Male,20,25:49:54
24,MICHAEL SHERIDAN,89,26:03:07,30-39,9,Male,21,26:03:07
25,MATT DUGUID,21,26:08:44,40-49,9,Male,22,26:08:44
26,PATRICK FONTEIN,109,26:18:05,50-59,5,Male,23,26:18:05
27,SIMON CLENDON,8,26:22:19,50-59,6,Male,24,26:22:19
28,NICK ROLLEY,40,26:29:25,40-49,10,Male,25,26:29:25
29,MARK BEATTIE,10,26:34:18,30-39,10,Male,26,26:34:18
30,DAVID TINLINE,26,26:42:58,30-39,11,Male,27,26:42:58
31,RICHARD NEWBURY,96,26:45:45,40-49,11,Male,28,26:45:45
32,MICHAEL COURTNEY,113,26:53:42,30-39,12,Male,29,26:53:42
33,ALLEN MILLS,15,27:06:47,40-49,12,Male,30,27:06:47
34,JADAN HALKETT,58,27:13:18,30-39,13,Male,31,27:13:18
35,MORGAN SHEEHY,124,27:20:50,30-39,14,Male,32,27:20:50
36,STU MACLEAN,19,27:29:37,40-49,13,Male,33,27:29:37
37,PHIL CALDER,6,27:54:23,40-49,14,Male,34,27:54:23
38,AKEMI BAN,100,28:05:37,40-49,2,Female,4,28:05:37
39,ANNA LONGDILL,22,28:08:13,30-39,3,Female,5,28:08:13
40,PAUL STEVENS,81,28:18:37,50-59,7,Male,35,28:18:37
41,GREG SHAR,17,28:25:04,30-39,15,Male,36,28:25:04
42,STEPHEN COASE,53,28:30:46,30-39,16,Male,37,28:30:46
43,SOPHIA KENNELLY,27,28:34:35,50-59,1,Female,6,28:34:35
44,THOMAS GODFREY,106,28:34:45,20-29,1,Male,38,28:34:45
