Position,Name,Bib,Time,Nationality,Category,Category Position,Gender,Gender Position,Run
32,JOE MURPHY,5984,4:20:52,NZL,40-49,3,Male,26,4:20:52
33,RICKY MULLINS,5529,4:22:00,AUS,18-29,7,Male,27,4:22:00
34,CONNOR MCKAY,5492,4:22:45,AUS,18-29,8,Male,28,4:22:45
35,NICHOLAS COX,6124,4:26:24,NZL,30-39,16,Male,29,4:26:24
36,PHILLIPA MEO,4644,4:28:05,NZL,30-39,5,Female,7,4:28:05
37,THOMAS DRISCOLL,5232,4:29:29,AUS,18-29,9,Male,30,4:29:29
38,JARED SCHNELL,4818,4:31:21,NZL,18-29,10,Male,31,4:31:21
39,MIKE RIDDLE,4784,4:31:22,NZL,50-59,3,Male,32,4:31:22
40,TOM IWAN,5371,4:32:01,NZL,30-39,17,Male,33,4:32:01
41,TOM BARR,5080,4:32:31,NZL,30-39,18,Male,34,4:32:31
42,FRANCIS MCKEEFRY,4628,4:32:53,NZL,18-29,11,Male,35,4:32:53
43,CAMPBELL ATTWOOD,4037,4:33:54,NZL,18-29,12,Male,36,4:33:54
44,GRETA TRUSCOTT,5916,4:35:24,AUS,40-49,1,Female,8,4:35:24
45,DAMIN WHITTLE,5004,4:37:17,NZL,40-49,4,Male,37,4:37:17
46,STEPHEN WILLIS,5014,4:37:19,IRL,30-39,19,Male,38,4:37:19
47,JULIAN GRAY,4336,4:38:32,NZL,40-49,5,Male,39,4:38:32
48,KEITH BURROWS,4128,4:39:12,GBR,40-49,6,Male,40,4:39:12
49,BILLY BRAGG,5113,4:39:43,AUS,30-39,20,Male,41,4:39:43
50,NATHAN JONES,4474,4:41:55,NZL,40-49,7,Male,42,4:41:55
51,ANDRES SAUMA,5668,4:41:59,CHL,50-59,4,Male,43,4:41:59
52,THOMAS CURRIE,5193,4:42:28,NZL,18-29,13,Male,44,4:42:28
53,WERNER MALAN,5977,4:44:11,NZL,18-29,14,Male,45,4:44:11
54,SAM STURGISS,5736,4:44:11,NZL,30-39,21,Male,46,4:44:11
55,LIONEL GRENIER,5318,4:45:51,FRA,40-49,8,Male,47,4:45:51
56,TOM MCKENZIE,5495,4:46:58,GBR,30-39,22,Male,48,4:46:58
57,JULIA BICKEL,5095,4:47:08,ZAF,30-39,6,Female,9,4:47:08
58,BRIDGET DOUGLAS,5223,4:48:42,NZL,50-59,1,Female,10,4:48:42
59,ALEXANDER LEIGHTON,5968,4:48:44,NZL,18-29,15,Male,49,4:48:44
60,JORDAN STUBBS,4894,4:49:10,NZL,30-39,23,Male,50,4:49:10
61,JUSTIN LESTER,5969,4:49:15,NZL,40-49,9,Male,51,4:49:15
62,SEBASTIEN FERNANDES,5267,4:51:01,FRA,40-49,10,Male,52,4:51:01
63,CRAIG STEWART,6001,4:51:03,AUS,40-49,11,Male,53,4:51:03
64,CHARLOTTE MILNE,5981,4:51:41,NZL,30-39,7,Female,11,4:51:41
65,GREER LOGUE,5446,4:51:42,NZL,40-49,2,Female,12,4:51:42
66,JOHN CHARLTON,4159,4:52:06,NZL,40-49,12,Male,54,4:52:06
67,MALCOLM KERR,4496,4:52:07,GBR,30-39,24,Male,55,4:52:07
68,DENIS MCCARTHY,4613,4:52:13,IRL,30-39,25,Male,56,4:52:13
69,JORDAN HANNA,4373,4:54:16,AUS,18-29,16,Male,57,4:54:16
70,PETER ROBINSON,5642,4:54:19,NZL,30-39,26,Male,58,4:54:19
71,KELSEY DUBAR,5234,4:54:31,AUS,18-29,3,Female,13,4:54:31
72,LOUISE CLIFTON,6104,4:54:32,AUS,50-59,2,Female,14,4:54:32
73,NICHOLAS CRAIG,5184,4:54:35,NZL,30-39,27,Male,59,4:54:35
74,MATT MERRICK,5508,4:55:01,NZL,40-49,13,Male,60,4:55:01
75,BEN DANDY,5195,4:55:46,NZL,40-49,14,Male,61,4:55:46
76,THOMAS TURFREY,6011,4:55:52,NZL,30-39,28,Male,62,4:55:52
77,ALI BROWNLEE,5123,4:56:14,NZL,30-39,29,Male,63,4:56:14
78,OWEN KING,5404,4:56:14,NZL,30-39,30,Male,64,4:56:14
79,JODIE DE HOOG,5205,4:57:11,AUS,18-29,4,Female,15,4:57:11
80,WAYNE MCINDOE,4623,4:58:25,NZL,50-59,5,Male,65,4:58:25
81,JOSH SPEIGHT,4870,4:58:33,NZL,18-29,17,Male,66,4:58:33
82,JOSHUA BRETT,5932,4:59:13,NZL,30-39,31,Male,67,4:59:13
83,ALEKSANDRA WESTFAL,5815,4:59:44,DEU,30-39,8,Female,16,4:59:44
84,BELINDA JAMES,5376,4:59:55,AUS,40-49,3,Female,17,4:59:55
85,LAURA BUNGARD,4122,5:01:08,NZL,18-29,5,Female,18,5:01:08
86,DEAN HICKEY,5344,5:01:16,NZL,40-49,15,Male,68,5:01:16
87,ZAC WOODS,5842,5:01:26,NZL,30-39,32,Male,69,5:01:26
88,LINDA STANBOROUGH,4874,5:02:32,AUS,40-49,4,Female,19,5:02:32
89,STEVE BROWN,5122,5:02:55,NZL,30-39,33,Male,70,5:02:55
90,TOM JOHNSTON,4471,5:03:11,NZL,60-69,1,Male,71,5:03:11
91,MICHELE DEAN,5209,5:03:22,NZL,50-59,3,Female,20,5:03:22
92,PABLO URE±A VEGA,5771,5:03:28,CRI,18-29,18,Male,72,5:03:28
93,ANNA BERGIN,5090,5:03:38,NZL,18-29,6,Female,21,5:03:38
94,ANNA WILLIAMS,5827,5:04:45,NZL,30-39,9,Female,22,5:04:45
95,ALAN SHRIMPTON,4839,5:04:47,NZL,50-59,6,Male,73,5:04:47
96,KEITH WAKELIN,5791,5:05:08,CAN,60-69,2,Male,74,5:05:08
97,RICHARD COOK,4188,5:05:26,NZL,40-49,16,Male,75,5:05:26
98,JAMES MCDAID,5979,5:05:41,NZL,30-39,34,Male,76,5:05:41
99,ZHI TAN,5743,5:06:11,AUS,40-49,17,Male,77,5:06:11
100,MAT DARBY,5196,5:06:11,NZL,30-39,35,Male,78,5:06:11
101,PAUL DIVERS,5218,5:07:17,NZL,50-59,7,Male,79,5:07:17
102,ASHLEY HARDING,4375,5:07:22,AUS,30-39,36,Male,80,5:07:22
103,RALPH BURTON,5138,5:07:27,CAN,18-29,19,Male,81,5:07:27
104,SAM BODNAR,5107,5:08:13,NZL,18-29,20,Male,82,5:08:13
105,JONO TWYMAN,5770,5:08:37,NZL,30-39,37,Male,83,5:08:37
106,STEVE TRASS,5763,5:08:47,NZL,60-69,3,Male,84,5:08:47
107,MATHEW MARTELLI,4599,5:09:00,NZL,40-49,18,Male,85,5:09:00
108,TODD ROWAN,5654,5:09:07,NZL,30-39,38,Male,86,5:09:07
109,BLAIR MUGGERIDGE,4678,5:09:11,NZL,30-39,39,Male,87,5:09:11
110,KRISTY EYLES,4263,5:10:22,NZL,30-39,10,Female,23,5:10:22
111,CRAIG DODD,4228,5:10:31,AUS,40-49,19,Male,88,5:10:31
112,SAM HARRISON,5954,5:11:19,GBR,18-29,21,Male,89,5:11:19
113,VENN HARDY,4377,5:11:20,AUS,40-49,20,Male,90,5:11:20
114,DAVID PIRIE,6121,5:12:25,NZL,40-49,21,Male,91,5:12:25
115,ADRIAN HEGYVARY,5342,5:12:34,USA,30-39,40,Male,92,5:12:34
116,ANDREW TREASURE,5764,5:12:39,AUS,30-39,41,Male,93,5:12:39
117,STEVE TURNER,4940,5:12:44,NZL,30-39,42,Male,94,5:12:44
118,BEN GREEN,4339,5:12:45,NZL,30-39,43,Male,95,5:12:45
119,SHAMINI MAHADEVAN,5461,5:12:49,NZL,18-29,7,Female,24,5:12:49
120,LUKE MCCONNELL,5481,5:13:30,AUS,40-49,22,Male,96,5:13:30
121,ROSS BARNETT,4049,5:13:50,NZL,40-49,23,Male,97,5:13:50
122,KIRSTEN PODMORE,5600,5:13:55,NZL,40-49,5,Female,25,5:13:55
123,JESS WINTER,5834,5:13:55,NZL,30-39,11,Female,26,5:13:55
124,BENJAMIN CLOSE,4170,5:14:41,NZL,30-39,44,Male,98,5:14:41
125,JEAN-NOÙL ROYER,5993,5:15:34,NCL,30-39,45,Male,99,5:15:34
126,ROB TAYLOR,4911,5:15:35,NZL,30-39,46,Male,100,5:15:35
127,JOAQUIN ESCANELLAS LOPEZ,5253,5:15:44,ESP,30-39,47,Male,101,5:15:44
128,ANTHONY SEXTON,5689,5:15:52,NZL,40-49,24,Male,102,5:15:52
129,KAYLA DE WAAL,5208,5:16:25,AUS,18-29,8,Female,27,5:16:25
130,MARC KEMP,5962,5:16:29,ZAF,40-49,25,Male,103,5:16:29
131,DAVE MUDFORD,4677,5:16:31,NZL,50-59,8,Male,104,5:16:31
132,MAXIME DE RAEYMAEKER,5206,5:16:56,BEL,18-29,22,Male,105,5:16:56
133,SCOTT IMHOFF,4447,5:17:12,AUS,40-49,26,Male,106,5:17:12
134,JAMIE MACREDIE,4585,5:17:26,NZL,50-59,9,Male,107,5:17:26
135,JEREMY BARTAK,5082,5:17:48,AUS,40-49,27,Male,108,5:17:48
136,LUCY RUSS,5659,5:18:09,NZL,18-29,9,Female,28,5:18:09
137,BRODEN RACE,4766,5:19:09,NZL,18-29,23,Male,109,5:19:09
138,ADRIAN ROYCE,5656,5:19:34,AUS,50-59,10,Male,110,5:19:34
139,JO NOESGAARD,4699,5:19:36,AUS,30-39,12,Female,29,5:19:36
140,ANNA RUSSELL,5660,5:20:03,NZL,40-49,6,Female,30,5:20:03
141,CLINTON PARKES,4727,5:20:53,NZL,40-49,28,Male,111,5:20:53
142,ASHLEY HAWKS,5335,5:21:05,USA,30-39,13,Female,31,5:21:05
143,DANIEL WOODS,5840,5:21:07,AUS,40-49,29,Male,112,5:21:07
144,OZNI AINSLIE,5048,5:21:08,AUS,18-29,24,Male,113,5:21:08
145,GILES PEARSON,5585,5:21:14,NZL,50-59,11,Male,114,5:21:14
146,MARTIN RAUDNIC,5990,5:21:57,NZL,30-39,48,Male,115,5:21:57
147,MARK MATHIESON,5474,5:22:03,AUS,50-59,12,Male,116,5:22:03
148,GIOIA MURRAY,5985,5:22:05,AUS,40-49,7,Female,32,5:22:05
149,CALLUM WALSH,5796,5:22:23,NZL,30-39,49,Male,117,5:22:23
150,GEORGE HULLEY,5361,5:22:26,NZL,18-29,25,Male,118,5:22:26
151,HELEN ROLFE,5647,5:22:53,NZL,50-59,4,Female,33,5:22:53
152,BRYCE STEEL,4878,5:23:52,NZL,30-39,50,Male,119,5:23:52
153,CAIN SOOLE,5719,5:24:14,NZL,30-39,51,Male,120,5:24:14
154,MATT FISK,5273,5:24:24,NZL,18-29,26,Male,121,5:24:24
155,ALEXANDER BISSELL,5101,5:25:15,NZL,18-29,27,Male,122,5:25:15
156,THOMAS O'CONNOR,4705,5:25:55,NZL,30-39,52,Male,123,5:25:55
157,YASMIN CAMPBELL,5934,5:26:41,NZL,18-29,10,Female,34,5:26:41
158,SERENA HAMMOND,4370,5:27:31,NZL,40-49,8,Female,35,5:27:31
159,JAMES ALDEN,5052,5:27:31,NZL,40-49,30,Male,124,5:27:31
160,SANDRA STURGESS,4895,5:28:14,NZL,18-29,11,Female,36,5:28:14
161,JAKE PILGRIM,4753,5:28:26,GBR,30-39,53,Male,125,5:28:26
162,LISA ALGIE,5053,5:28:34,AUS,30-39,14,Female,37,5:28:34
163,JIWAN RAI,5617,5:28:45,NZL,30-39,54,Male,126,5:28:45
164,GLEN STRONG,4890,5:29:20,NZL,40-49,31,Male,127,5:29:20
165,SHIGEKA KODA,5422,5:29:34,JPN,50-59,13,Male,128,5:29:34
166,BEN MEDWIN,5502,5:29:35,NZL,40-49,32,Male,129,5:29:35
167,KUNIHIRO HOSOI,5357,5:29:45,JPN,50-59,14,Male,130,5:29:45
168,CIAN FURLONG,5289,5:30:01,AUS,18-29,28,Male,131,5:30:01
169,KATHLEEN PEARCE,4734,5:30:30,NZL,50-59,5,Female,38,5:30:30
170,ERIC GOMEZ FONT,4328,5:30:47,ESP,30-39,55,Male,132,5:30:47
171,SIMON YOCK,5925,5:31:04,NZL,50-59,15,Male,133,5:31:04
172,BLAIRE SMITH,5708,5:31:23,USA,30-39,15,Female,39,5:31:23
173,MICHAEL WOOD,5839,5:31:47,NZL,40-49,33,Male,134,5:31:47
174,AIMEE ELLIOTT,4253,5:32:03,NZL,40-49,9,Female,40,5:32:03
175,GUY THOMPSON,6007,5:32:22,NZL,18-29,29,Male,135,5:32:22
176,BRIAN DUNBAR,4240,5:32:35,NZL,40-49,34,Male,136,5:32:35
177,RYAN FROST,4300,5:33:05,NZL,40-49,35,Male,137,5:33:05
178,GRAEME KIRKPATRICK,4507,5:33:30,AUS,60-69,4,Male,138,5:33:30
179,RICHARD SINCLAIR,4849,5:33:46,NZL,40-49,36,Male,139,5:33:46
180,EVAN SUTTER,5739,5:33:50,AUS,30-39,56,Male,140,5:33:50
181,CHRIS CHAPMAN,5863,5:34:01,AUS,30-39,57,Male,141,5:34:01
182,HAYDEN POWER,5988,5:34:06,NZL,40-49,37,Male,142,5:34:06
183,RYAN GWYNN,5323,5:34:11,NZL,18-29,30,Male,143,5:34:11
184,LACHLAN BROMLEY,5119,5:34:17,AUS,30-39,58,Male,144,5:34:17
185,GRAHAM JAGO,4455,5:34:18,GBR,30-39,59,Male,145,5:34:18
186,MARTY LOWRY,5448,5:34:29,NZL,40-49,38,Male,146,5:34:29
187,PENNY GRIMES,4350,5:34:33,AUS,40-49,10,Female,41,5:34:33
188,VERONIKA KUBACKA,4523,5:34:33,POL,30-39,16,Female,42,5:34:33
189,SAM HALSTEAD,4362,5:34:34,NZL,40-49,39,Male,147,5:34:34
190,JUSTYNA BLAJERSKA,5104,5:35:32,NZL,30-39,17,Female,43,5:35:32
191,RICHARD BROWN,4110,5:35:32,NZL,40-49,40,Male,148,5:35:32
192,SHAUN VAN BUNNIK,4943,5:36:07,NZL,30-39,60,Male,149,5:36:07
193,GRAEME WILSON,5830,5:36:12,NZL,40-49,41,Male,150,5:36:12
194,SOTA KAMIYA,4483,5:36:14,NZL,18-29,31,Male,151,5:36:14
195,XANTHE PATTERSON,5580,5:36:16,NZL,30-39,18,Female,44,5:36:16
196,CHARLOTTE VAN DER LEE,4947,5:36:30,NZL,18-29,12,Female,45,5:36:30
197,TYLER LEWIS,6125,5:36:47,NZL,18-29,32,Male,152,5:36:47
198,LOCHLAN KITCHEN,4508,5:36:48,NZL,18-29,33,Male,153,5:36:48
199,SARAH THOM,4921,5:37:13,NZL,30-39,19,Female,46,5:37:13
200,JOY CLEMENTS,5164,5:37:17,AUS,30-39,20,Female,47,5:37:17
201,MATTHEW FUSCIC,4303,5:37:46,NZL,30-39,61,Male,154,5:37:46
202,AMANDA WILSON,5829,5:37:54,AUS,40-49,11,Female,48,5:37:54
203,KAREL VAN WYK,4953,5:38:01,NZL,40-49,42,Male,155,5:38:01
204,SARAH BAILEY,5069,5:38:31,CAN,30-39,21,Female,49,5:38:31
205,ALEX BUCKMAN,5127,5:38:38,NZL,30-39,62,Male,156,5:38:38
206,ISABELLE HEAL,5337,5:38:40,GBR,18-29,13,Female,50,5:38:40
207,DAVID JARMAN,4460,5:38:49,AUS,50-59,16,Male,157,5:38:49
208,AARON EYLES,4264,5:38:54,NZL,30-39,63,Male,158,5:38:54
209,JULIE ROMANET-PERROUX,5650,5:39:08,FRA,40-49,12,Female,51,5:39:08
210,MARION BRYAN,5124,5:39:21,CAN,40-49,13,Female,52,5:39:21
211,GLENN ELLERY,4252,5:39:32,NZL,50-59,17,Male,159,5:39:32
212,MIKE FISHER,5271,5:39:40,NZL,40-49,43,Male,160,5:39:40
213,KIP MATHER,4605,5:39:48,NZL,30-39,64,Male,161,5:39:48
214,KATRINA BAKER,5073,5:40:01,AUS,40-49,14,Female,53,5:40:01
215,SAM KLYEN,5417,5:40:04,NZL,18-29,34,Male,162,5:40:04
216,JEREMY GRANT,5313,5:40:11,NZL,30-39,65,Male,163,5:40:11
217,MATT GREEN,5948,5:40:22,NZL,30-39,66,Male,164,5:40:22
218,SIMON TOLSTRUP,5759,5:40:47,AUS,40-49,44,Male,165,5:40:47
219,DARREN COX,5183,5:40:47,AUS,40-49,45,Male,166,5:40:47
220,MATTHEW SARGENT,6118,5:41:01,GBR,18-29,35,Male,167,5:41:01
221,STEFFAN LEVET,4540,5:41:28,NZL,30-39,67,Male,168,5:41:28
222,JOHANNA MILIUS,5510,5:41:40,NZL,30-39,22,Female,54,5:41:40
223,RUPERT WOCKNER,5836,5:42:01,NZL,18-29,36,Male,169,5:42:01
224,HAYDEN COULTON,5181,5:42:21,NZL,40-49,46,Male,170,5:42:21
225,JASON WOLMARANS,5837,5:42:25,ZAF,30-39,68,Male,171,5:42:25
226,KENNETH KNIPE,5420,5:42:26,ZAF,30-39,69,Male,172,5:42:26
227,KIERAN VAN DORSTEN,4949,5:42:35,NZL,30-39,70,Male,173,5:42:35
228,DAWN ASHKETTLE,5061,5:43:24,NZL,50-59,6,Female,55,5:43:24
229,SHAUN BRANNIGAN,5115,5:43:25,NZL,30-39,71,Male,174,5:43:25
230,HENRY BARFOOT,6202,5:43:27,NZL,40-49,47,Male,175,5:43:27
231,ERIN MCHUGH,4622,5:43:49,NZL,30-39,23,Female,56,5:43:49
232,SIMONE KOLB,5423,5:44:11,AUS,40-49,15,Female,57,5:44:11
233,CLÚMENT RIPOCHE,5640,5:44:11,PYF,30-39,72,Male,176,5:44:11
234,DAVID TOKIOS,6009,5:44:14,NZL,50-59,18,Male,177,5:44:14
235,MESSY ERCEG,5251,5:44:31,NZL,18-29,14,Female,58,5:44:31
236,JOSHUA BUCKLER,5126,5:45:15,NZL,30-39,73,Male,178,5:45:15
237,DARRYL FERENCZ,6136,5:45:16,NZL,30-39,74,Male,179,5:45:16
238,RILEY SAMSOM,5667,5:45:17,NZL,30-39,75,Male,180,5:45:17
239,PHILIP HULCOME,5360,5:45:32,AUS,40-49,48,Male,181,5:45:32
240,ROB RAND,5618,5:45:35,AUS,40-49,49,Male,182,5:45:35
241,MURRAY INWOOD,4451,5:46:03,NZL,50-59,19,Male,183,5:46:03
242,MATTHEW COLLISON,5940,5:46:30,NZL,30-39,76,Male,184,5:46:30
243,JAMES WOOD,5838,5:46:59,NZL,30-39,77,Male,185,5:46:59
244,ANDREW DAVIES,5199,5:47:20,AUS,30-39,78,Male,186,5:47:20
245,DYLAN BROOME,5121,5:47:20,NZL,18-29,37,Male,187,5:47:20
246,EMMA BURNS,4127,5:47:25,NZL,40-49,16,Female,59,5:47:25
247,IAN WELSH,4995,5:47:25,NZL,40-49,50,Male,188,5:47:25
248,WAYNE CATHCART,4150,5:47:26,NZL,40-49,51,Male,189,5:47:26
249,FRANCESCO CHERUSEO,5157,5:47:29,NZL,18-29,38,Male,190,5:47:29
250,PETER DOWZALL,5225,5:47:45,NZL,30-39,79,Male,191,5:47:45
251,KRISTY HALLETT,4357,5:47:55,AUS,40-49,17,Female,60,5:47:55
252,RENALD GALLIS,4306,5:47:57,AUS,50-59,20,Male,192,5:47:57
253,JOEL HJELTE,6103,5:48:18,CAN,30-39,80,Male,193,5:48:18
254,CHIHARU ALANSON,5051,5:48:22,NZL,40-49,18,Female,61,5:48:22
255,ALLI COOKE,4190,5:48:42,AUS,40-49,19,Female,62,5:48:42
256,EMILY TREASURE,5765,5:49:06,AUS,30-39,24,Female,63,5:49:06
257,LUCAS HILL,5346,5:49:21,NZL,30-39,81,Male,194,5:49:21
258,ILJA KORNYSHEV,4517,5:49:24,NZL,30-39,82,Male,195,5:49:24
259,TRENT GREEN,5317,5:49:30,AUS,30-39,83,Male,196,5:49:30
260,BRAD ALLEN,4012,5:49:38,NZL,40-49,52,Male,197,5:49:38
261,EMMANUEL MAILLAR,5463,5:49:39,PYF,60-69,5,Male,198,5:49:39
262,REBECCA MEHEW,5504,5:49:48,GBR,40-49,20,Female,64,5:49:48
263,DAVID CHAMPY,5155,5:49:51,FRA,40-49,53,Male,199,5:49:51
264,LEE BRETT,4101,5:49:55,NZL,40-49,21,Female,65,5:49:55
265,RICHARD ELLIS,5244,5:50:15,GBR,30-39,84,Male,200,5:50:15
266,CLAIRE BURLEY,5933,5:51:08,GBR,30-39,25,Female,66,5:51:08
267,PAUL EWART,5868,5:51:20,NZL,50-59,21,Male,201,5:51:20
268,JO ROWAN,4805,5:51:20,AUS,30-39,26,Female,67,5:51:20
269,MARK PILGRIM,5597,5:51:32,GBR,50-59,22,Male,202,5:51:32
270,BRENDAN HEAL,5955,5:51:32,NZL,40-49,54,Male,203,5:51:32
271,LUKE KELLY,5961,5:51:36,NZL,30-39,85,Male,204,5:51:36
272,CAMPBELL JACKSON,5372,5:51:46,NZL,18-29,39,Male,205,5:51:46
273,EVA DETHLEFSEN,5212,5:51:54,DNK,30-39,27,Female,68,5:51:54
274,JESSE PERCIVAL,5588,5:52:38,AUS,30-39,86,Male,206,5:52:38
275,NIC GRGEC,4348,5:52:39,NZL,30-39,87,Male,207,5:52:39
276,NICHOLAS HALPIN,4361,5:52:46,NZL,50-59,23,Male,208,5:52:46
277,MARK BAKER,5074,5:53:03,NZL,40-49,55,Male,209,5:53:03
278,JOHN CAPPER,4141,5:53:17,NZL,40-49,56,Male,210,5:53:17
279,COREY ROFF,5646,5:53:39,GBR,18-29,40,Male,211,5:53:39
280,GEMMA MITCHELL,5515,5:53:47,NZL,30-39,28,Female,69,5:53:47
281,SARAH-JANE CONNELL,5174,5:53:47,NZL,30-39,29,Female,70,5:53:47
282,LYNN MUSCAT,4685,5:53:49,NZL,40-49,22,Female,71,5:53:49
283,KATE GILES,4319,5:53:53,NZL,40-49,23,Female,72,5:53:53
284,MITCHELL SNOWDEN,5715,5:54:25,NZL,30-39,88,Male,212,5:54:25
285,JOANNA BYNGE,4133,5:54:29,AUS,40-49,24,Female,73,5:54:29
286,LISA SHERMAN,5908,5:54:34,AUS,40-49,25,Female,74,5:54:34
287,LEROY GOLABOSKI,4324,5:54:35,NZL,40-49,57,Male,213,5:54:35
288,EMMA MCEWEN,4616,5:55:04,NZL,30-39,30,Female,75,5:55:04
289,JASON TAYLOR,4913,5:55:20,AUS,40-49,58,Male,214,5:55:20
290,MARK BRASHER,5116,5:55:31,AUS,40-49,59,Male,215,5:55:31
291,MICHAEL BAKER,5076,5:55:37,AUS,40-49,60,Male,216,5:55:37
292,CHRISTOPHER FAIRBAIRN,5257,5:55:42,NZL,40-49,61,Male,217,5:55:42
293,HEMI BARSDELL,4053,5:55:50,NZL,40-49,62,Male,218,5:55:50
294,KAHORI KODA,5421,5:55:59,JPN,50-59,7,Female,76,5:55:59
295,ERIN WHEELER,5818,5:56:03,NZL,40-49,26,Female,77,5:56:03
296,NATHANAEL STERLING,4882,5:56:29,NZL,50-59,24,Male,219,5:56:29
297,BRETT ARENHOLD,4028,5:56:32,NZL,40-49,63,Male,220,5:56:32
298,DON SUTHERLAND,4900,5:56:44,NZL,50-59,25,Male,221,5:56:44
299,LYDIA WOODS,5841,5:57:03,NZL,30-39,31,Female,78,5:57:03
300,DAVID TRAUTVETTER,4937,5:57:21,NZL,40-49,64,Male,222,5:57:21
301,JAMES DAVIES,5200,5:57:24,GBR,30-39,89,Male,223,5:57:24
302,NICK LUXFORD,4570,5:57:25,NZL,40-49,65,Male,224,5:57:25
303,WILL WRIGHT,5845,5:57:31,NZL,40-49,66,Male,225,5:57:31
304,JOSEPH KONLECHNER,4516,5:57:46,NZL,30-39,90,Male,226,5:57:46
305,SAMANTHA TEAGUE,4917,5:57:51,AUS,30-39,32,Female,79,5:57:51
306,MARIA ELENA PARRA,5575,5:58:06,CHL,50-59,8,Female,80,5:58:06
307,BRAD WALLACE,4970,5:58:27,NZL,30-39,91,Male,227,5:58:27
308,MATTHEW KELLY,5388,5:58:30,GBR,30-39,92,Male,228,5:58:30
309,DAVID BRENTNALL,4100,5:58:39,AUS,50-59,26,Male,229,5:58:39
310,MICHAEL TEW,4920,5:58:41,AUS,30-39,93,Male,230,5:58:41
311,HUDSON NORTHROP,5544,5:58:51,USA,18-29,41,Male,231,5:58:51
312,TARA VAN HOORN,5778,5:58:52,USA,18-29,15,Female,81,5:58:52
313,NEENA KALSI,5385,5:58:53,NZL,30-39,33,Female,82,5:58:53
314,TOM ELLIS,5945,5:58:56,NZL,30-39,94,Male,232,5:58:56
315,KRISTY STAPLES,5726,5:59:08,NZL,40-49,27,Female,83,5:59:08
316,ADAM HOLLIDAY,4429,5:59:34,AUS,18-29,42,Male,233,5:59:34
317,ALISON COLLIER,5939,5:59:51,IRL,18-29,16,Female,84,5:59:51
318,TANYA MAXWELL,5476,5:59:55,AUS,40-49,28,Female,85,5:59:55
319,JAMES EVANS,4261,5:59:57,AUS,40-49,67,Male,234,5:59:57
320,DAVID MARETT,6132,5:59:57,NZL,30-39,95,Male,235,5:59:57
321,RACHAEL HEARNE,4401,6:00:29,USA,30-39,34,Female,86,6:00:29
322,ANNE TRAUTVETTER,4938,6:00:31,GBR,40-49,29,Female,87,6:00:31
323,BRENDON KINNAIRD,5408,6:00:42,NZL,30-39,96,Male,236,6:00:42
