Position,Name,Bib,Time,Category,Category Position,Gender,Gender Position,col9
1,ADRIAN BAILEY,0946,01:12:27,MOPEN,1,M,1,view
2,GRANT MCLEAN,0997,01:15:12,MOPEN,2,M,2,view
3,JOSEPH BULBULIA,1035,01:16:26,MOPEN,3,M,3,view
4,QUENTIN REW,0678,01:17:37,MOPEN,4,M,4,view
5,PAUL BILLINGHURST,0072,01:17:47,MOPEN,5,M,5,view
6,BENJAMIN MILSOM,0975,01:18:41,MOPEN,6,M,6,view
7,TIM PANCKHURST,0619,01:18:51,MOPEN,7,M,7,view
8,NIGEL BALL,0039,01:19:03,M4044,1,M,8,view
9,ROSS MCINTYRE,0537,01:19:04,MOPEN,8,M,9,view
10,TONY PRICE,0654,01:19:21,M4549,1,M,10,view
11,SIMON KNOWLES,0455,01:20:21,MOPEN,9,M,11,view
12,TRISTAN RODWAY,0708,01:21:31,MOPEN,10,M,12,view
13,CHRIS MARTIN,0513,01:21:45,MOPEN,11,M,13,view
14,MURRAY HART,0340,01:21:47,M4549,2,M,14,view
15,MIKE RICHARDSON,0685,01:21:55,M4044,2,M,15,view
16,BRIAN DE MONTALK,0216,01:21:59,M5054,1,M,16,view
17,DANNY BIRD,0073,01:22:30,M5054,2,M,17,view
18,NICK LOVELL,0487,01:22:39,M4044,3,M,18,view
19,BRENDAN QUIRKE,0660,01:22:53,MOPEN,12,M,19,view
20,TIM CRANFIELD,0184,01:23:01,MOPEN,13,M,20,view
21,TIM GRAMMER,0307,01:24:09,MOPEN,14,M,21,view
22,GEOFF BARNES,0045,01:24:16,MOPEN,15,M,22,view
23,AL CROSS,0188,01:24:24,MOPEN,16,M,23,view
24,JASON BROWN,0986,01:24:46,MOPEN,17,M,24,view
25,LUKE WALTON,0871,01:25:02,MOPEN,18,M,25,view
26,CHRIS SPEAKMAN,0781,01:25:37,M4044,4,M,26,view
27,SALLY ANDERSON,0014,01:25:39,FOPEN,1,F,1,view
28,GORDON CLARKE,0155,01:26:01,M4044,5,M,27,view
29,MARK BROCKLEHURST,0102,01:26:05,MOPEN,19,M,28,view
30,DESMOND YOUNG,0932,01:26:13,M4549,3,M,29,view
31,DAVID MOORMAN,0570,01:26:25,M4044,6,M,30,view
32,BARRIE NEUMANN,1070,01:26:57,M4549,4,M,31,view
33,DAVID KETTLES,0445,01:27:00,MOPEN,20,M,32,view
34,ANDREW ROWAN,1052,01:27:13,MOPEN,21,M,33,view
35,ADAM NASH,0590,01:27:21,MOPEN,22,M,34,view
36,TERRY DAVIS,0208,01:27:29,MOPEN,23,M,35,view
37,IAN MACFARLANE,0498,01:27:30,MOPEN,24,M,36,view
38,PAUL CARLSON,0140,01:27:36,MOPEN,25,M,37,view
39,MARK TANNER,0806,01:27:37,MOPEN,26,M,38,view
40,DOMINIC BARRINGTON PROWSE,0051,01:27:44,MOPEN,27,M,39,view
41,NEVILLE HENDERSON,0357,01:27:46,MOPEN,28,M,40,view
42,MIKE SCHUSTER,0730,01:27:52,MOPEN,29,M,41,view
43,TODD STEVENS,0791,01:27:54,MOPEN,30,M,42,view
43,KARL WOODHEAD,0922,01:27:54,MOPEN,30,M,42,view
45,DAMIAN WALSH,0870,01:28:28,MOPEN,32,M,44,view
46,DAVID CHITTENDEN,0151,01:28:34,MOPEN,33,M,45,view
47,NEIL PRICE,0653,01:28:39,M4044,7,M,46,view
48,BRUCE CLULOW,0160,01:28:40,MOPEN,34,M,47,view
49,DAVID EASTGATE,0985,01:28:41,M4044,8,M,48,view
50,NIGEL JEFFCOAT,0416,01:28:46,M4549,5,M,49,view
51,STEVE URLICH,0845,01:28:48,MOPEN,35,M,50,view
52,TIM ARMSTRONG,0960,01:28:50,MOPEN,36,M,51,view
53,MICHELE ALLISON,0011,01:29:03,F4549,1,F,2,view
54,JEFF ANNAN,0022,01:29:07,M5559,1,M,52,view
55,SIMON SPRAGUE,0783,01:29:15,MOPEN,37,M,53,view
56,CRAIG BRAMLEY,0092,01:29:17,MOPEN,38,M,54,view
57,FRASER WILSON,0904,01:29:19,MOPEN,39,M,55,view
58,HELEN ANDERSON,0013,01:29:26,FOPEN,2,F,3,view
59,RICHARD BRENT,0097,01:29:36,M5054,3,M,56,view
59,ALASTAIR MOONEY,0566,01:29:36,MOPEN,40,M,56,view
61,ANDREW MCNEILL,0550,01:29:45,M4044,9,M,58,view
62,CRAIG JACOBSON,1071,01:29:58,MOPEN,41,M,59,view
63,CHRIS SCOTT,0731,01:29:59,MOPEN,42,M,60,view
64,CHARLOTTE WOOD,1066,01:30:09,FOPEN,3,F,4,view
65,MARK HEARFIELD,0352,01:30:16,M4549,6,M,61,view
66,ROB HANRATTY,0332,01:30:23,MOPEN,43,M,62,view
67,VICTOR ARMSTRONG,0027,01:30:27,M5054,4,M,63,view
68,MATYAS JAMES,0413,01:30:30,MOPEN,44,M,64,view
69,BRENT BURSON,0125,01:30:31,MOPEN,45,M,65,view
70,JULIAN KNOX,0958,01:30:32,MOPEN,46,M,66,view
71,SAM BISHELL,0074,01:30:43,MOPEN,47,M,67,view
72,STEWART TAYLOR,0813,01:31:01,MOPEN,48,M,68,view
73,GEORGE PREDDEY,0651,01:31:09,M6099,1,M,69,view
74,TRENT STALLARD,0784,01:31:20,MOPEN,49,M,70,view
75,NEIL LESLIE,0479,01:31:30,MOPEN,50,M,71,view
76,PAUL VERIC,0856,01:31:45,MOPEN,51,M,72,view
77,LYN MOORE,0569,01:31:49,F4549,2,F,5,view
78,MIKE O'NEIL,0612,01:32:05,MOPEN,52,M,73,view
79,CONAL MCKENNA,0540,01:32:08,MOPEN,53,M,74,view
80,MICHAEL WIECHERN,0892,01:32:12,M5054,5,M,75,view
81,ANTON DESI,0223,01:32:13,MOPEN,54,M,76,view
82,JOHN THOMSON,0826,01:32:14,M4044,10,M,77,view
83,HOWARD HARMAN,0334,01:32:16,M5054,6,M,78,view
84,SIMON BIDWELL,0071,01:32:18,MOPEN,55,M,79,view
85,DANIEL IRVING,0989,01:32:20,MOPEN,56,M,80,view
86,TOBY BEAGLEHOLE,0056,01:32:21,MOPEN,57,M,81,view
87,LAURENCE LOUW,1006,01:32:25,MOPEN,58,M,82,view
88,TREVOR MACDONALD,0496,01:32:28,M4549,7,M,83,view
89,CRAIG WELLINGTON,0882,01:32:29,MOPEN,59,M,84,view
90,GEOFF MCDONNELL,0527,01:32:32,MOPEN,60,M,85,view
90,BENOIT RUPPRECHT,0719,01:32:32,MOPEN,60,M,85,view
92,DAVE MCILWRAITH,0536,01:32:33,M4549,8,M,87,view
93,JOHN LAND,0464,01:32:34,MOPEN,62,M,88,view
94,BRIAN STALLARD,0785,01:32:37,M5054,7,M,89,view
95,MARK GROWCOTT,1000,01:32:48,MOPEN,63,M,90,view
96,NIGEL SEIDELIN,0741,01:32:53,M4549,9,M,91,view
97,JOHN HEAP,0350,01:33:04,M6099,2,M,92,view
97,ROBYN STANSFIELD,0788,01:33:04,FOPEN,4,F,6,view
99,RICHARD BRANDON,0093,01:33:17,MOPEN,64,M,93,view
100,RICHARD SWEETMAN,0803,01:33:18,M5559,2,M,94,view
101,PETER ROBINSON,0703,01:33:28,M4549,10,M,95,view
102,RICHARD KINGSFORD,0452,01:33:29,MOPEN,65,M,96,view
103,JOHN LACEY,0460,01:33:30,M4549,11,M,97,view
104,IAN MURRAY,0586,01:33:32,MOPEN,66,M,98,view
105,JONATHAN EASTHOPE,0246,01:33:34,MOPEN,67,M,99,view
106,GLEN WARNER,0872,01:33:35,MOPEN,68,M,100,view
107,BRIAN HAYES,0349,01:33:36,M5559,3,M,101,view
107,MIKE WINSBOROUGH,0913,01:33:36,M5054,8,M,101,view
109,KIRSTY FERGUSON,0275,01:33:37,FOPEN,5,F,7,view
110,ALLAN WILKIE,0893,01:33:38,M4044,11,M,103,view
111,VAUGHAN HARRISON,0339,01:33:42,MOPEN,69,M,104,view
112,BRENT CONNELL,0172,01:33:43,M4044,12,M,105,view
113,NICOLE LEWIS,0480,01:33:48,FOPEN,6,F,8,view
114,BRUCE BRADEY,0091,01:33:54,M5054,9,M,106,view
115,NICK WYATT,0927,01:33:56,M5054,10,M,107,view
116,GLEN WALLIS,0869,01:34:00,MOPEN,70,M,108,view
117,GRANT POLLARD,0646,01:34:09,MOPEN,71,M,109,view
118,ANDREW BURNS,0944,01:34:14,MOPEN,72,M,110,view
119,IAN EWING,0261,01:34:15,M5054,11,M,111,view
120,JEANETTE WHITE,0890,01:34:17,FOPEN,7,F,9,view
121,DAVID DICK,0226,01:34:18,MOPEN,73,M,112,view
122,KELVIN WONG,0917,01:34:19,MOPEN,74,M,113,view
123,DERK HENDERSON,0358,01:34:24,MOPEN,75,M,114,view
124,STACEY PRICE,1040,01:34:27,FOPEN,8,F,10,view
125,PAUL BRYDGES,0112,01:34:33,MOPEN,76,M,115,view
125,RODNEY TEMPLETON,0817,01:34:33,MOPEN,76,M,115,view
127,KATE JAMES,0414,01:34:35,FOPEN,9,F,11,view
128,GREG LINEHAM,0483,01:34:55,M4549,12,M,117,view
129,ROB JENKINS,0420,01:35:00,MOPEN,78,M,118,view
130,ADRIAN SHIELDS,1044,01:35:05,M4044,13,M,119,view
131,ROBIN CURRY,0196,01:35:14,M4044,14,M,120,view
132,TONY COARD,0163,01:35:16,M5054,12,M,121,view
133,JANE ROSSITER,0715,01:35:18,FOPEN,10,F,12,view
134,ROGER CHILDS,0149,01:35:20,M5559,4,M,122,view
135,JEREMY CASTLES,1059,01:35:23,MOPEN,79,M,123,view
136,MALCOLM THORNTON,0828,01:35:29,M4044,15,M,124,view
137,BETTY HARP,0335,01:35:32,F4044,1,F,13,view
138,KARL VAN POLANEN,0851,01:35:34,M4044,16,M,125,view
139,SIMON TAYLOR,0814,01:35:39,MOPEN,80,M,126,view
140,MARK RICKARD,0688,01:35:40,MOPEN,81,M,127,view
141,KEN HOWELL,0387,01:35:45,M5054,13,M,128,view
142,MICHAEL DAYMAN,0215,01:35:55,M4549,13,M,129,view
143,MARTIN BURNS,0122,01:35:58,MOPEN,82,M,130,view
143,GLENYS KARRAN,0432,01:35:58,FOPEN,11,F,14,view
145,MARK BOONZAIER,1005,01:36:05,MOPEN,83,M,131,view
146,JAMES KAISER,0995,01:36:11,MOPEN,84,M,132,view
147,JAMES PATRICK,0627,01:36:13,MOPEN,85,M,133,view
148,ROWYN HOCKING,0376,01:36:14,FOPEN,12,F,15,view
149,UDDIPAN BROWN,0107,01:36:16,M4044,17,M,134,view
150,STEVE MAITLAND,0502,01:36:17,MOPEN,86,M,135,view
151,CHRIS SEATON,0738,01:36:27,MOPEN,87,M,136,view
152,JOHN BARRINGTON,0050,01:36:35,M6099,3,M,137,view
152,PAUL RODWAY,0709,01:36:35,M5559,5,M,137,view
154,KEVIN MITCHELL,0560,01:36:36,MOPEN,88,M,139,view
155,NIALL O'CONNOR,0606,01:36:37,MOPEN,89,M,140,view
155,MICHAEL BLECHER,0966,01:36:37,MOPEN,89,M,140,view
157,PETER GERAGHTY,0296,01:36:39,M4549,14,M,142,view
158,BEVERLEY HODGE,0378,01:36:44,F4549,3,F,16,view
159,JOHN CARRAN,0143,01:36:45,MOPEN,91,M,143,view
160,MARTYN REYNOLDS,0679,01:36:49,M4044,18,M,144,view
161,MATTHEW WOOD,0919,01:36:52,MOPEN,92,M,145,view
162,PHIL EARLY,0245,01:36:53,M4549,15,M,146,view
162,PETER ELLIS,0255,01:36:53,M6099,4,M,146,view
164,STUART DOIG,0229,01:36:55,MOPEN,93,M,148,view
164,MICHELLE LAURENSON,0469,01:36:55,FOPEN,13,F,17,view
166,VIJAY MOHAN SUKHALAL,1001,01:36:56,MOPEN,94,M,149,view
167,PERNILLE FLETCHER,0280,01:36:57,FOPEN,14,F,18,view
168,STUART BERESFORD,0069,01:37:00,MOPEN,95,M,150,view
169,BRENDAN MAI,0501,01:37:02,MOPEN,96,M,151,view
170,JOHN PAUL BROLLY,0103,01:37:08,MOPEN,97,M,152,view
170,NICHOLE DAWS,0211,01:37:08,FOPEN,15,F,19,view
172,VICKI JONES,0428,01:37:10,FOPEN,16,F,20,view
173,DAVID CHISHOLM,0150,01:37:11,MOPEN,98,M,153,view
174,ANDREW NEEDS,1028,01:37:22,MOPEN,99,M,154,view
175,MILES COVERDALE,0177,01:37:23,MOPEN,100,M,155,view
176,CATHERINE HAVIV,0979,01:37:24,FOPEN,17,F,21,view
177,GEOFF RASHBROOKE,0667,01:37:29,M5559,6,M,156,view
178,DIANNA BORMAN,0085,01:37:34,F4044,2,F,22,view
179,WILLIAM YOUNG,0930,01:37:40,MOPEN,101,M,157,view
180,GARRY VILE,0859,01:37:44,MOPEN,102,M,158,view
181,JOHN FENDALL,0272,01:37:45,M4044,19,M,159,view
182,DUANE DUNCAN,0239,01:37:46,MOPEN,103,M,160,view
183,ROYDEN WINEERA,0911,01:37:48,MOPEN,104,M,161,view
184,JUAN MCDONALD,1010,01:37:50,MOPEN,105,M,162,view
185,BRENDA ANN BURKE,0121,01:37:51,F4044,3,F,23,view
186,RICHARD HAWKEY,0344,01:37:59,MOPEN,106,M,163,view
187,DOMINIQUE BANCILHON,0042,01:38:03,M4549,16,M,164,view
188,RICHARD BOND,0998,01:38:04,MOPEN,107,M,165,view
189,ALAN BRIAN,0098,01:38:11,M4044,20,M,166,view
190,AARON GREEN,1045,01:38:19,MOPEN,108,M,167,view
191,LUCY RICHARDS,0683,01:38:22,FOPEN,18,F,24,view
192,RICHARD GRANGE,1051,01:38:23,MOPEN,109,M,168,view
193,JAMES BURNSIDE,0123,01:38:40,M4044,21,M,169,view
194,KRIS ONGLEY,0993,01:38:45,MOPEN,110,M,170,view
195,MARK ROBERTSON,0700,01:38:47,MOPEN,111,M,171,view
196,PAUL KILFORD,1032,01:38:48,MOPEN,112,M,172,view
197,HAMISH WOOD,0920,01:38:50,MOPEN,113,M,173,view
198,JONATHAN COLE,0166,01:39:05,MOPEN,114,M,174,view
199,MATTHEW LEACH,0475,01:39:10,MOPEN,115,M,175,view
200,DAMIAN HENDREN,0360,01:39:11,MOPEN,116,M,176,view
201,TRACEY HENDERSON,0359,01:39:17,FOPEN,19,F,25,view
202,HAYDN MURDOCH,0580,01:39:21,MOPEN,117,M,177,view
203,PHILLIP TOYE,0833,01:39:24,M4044,22,M,178,view
204,GRAEME TINDALL,0830,01:39:29,MOPEN,118,M,179,view
205,STEPHEN QUINN,0658,01:39:34,MOPEN,119,M,180,view
206,SOPHIE DUNN,0951,01:39:36,FOPEN,20,F,26,view
207,ROBERT STEWART,0795,01:39:43,MOPEN,120,M,181,view
208,GARRY ANDERSON,0016,01:39:44,M4044,23,M,182,view
209,RICKY BAIRD,0984,01:39:54,MOPEN,121,M,183,view
210,BILL BARRETT,0049,01:39:55,M5559,7,M,184,view
211,BILLIE MARSHALL,0511,01:40:04,FOPEN,21,F,27,view
212,DEBORAH ARCHIBALD,1049,01:40:10,FOPEN,22,F,28,view
213,SURI BARTLETT,0053,01:40:13,M4044,24,M,185,view
214,JOCELYN BARTLETT,0052,01:40:25,FOPEN,23,F,29,view
215,KAREN BROOKS,0104,01:40:46,FOPEN,24,F,30,view
216,JEFFREY GALT,0294,01:40:47,MOPEN,122,M,186,view
217,CHRIS HANCOX,0330,01:40:58,MOPEN,123,M,187,view
218,LOUISE BECKINGSALE,0059,01:40:59,FOPEN,25,F,31,view
219,DEAN RILEY,0694,01:41:00,MOPEN,124,M,188,view
220,KENDAL MORGAN-MARSHALL,0956,01:41:04,FOPEN,26,F,32,view
221,LOVELOCK MIKE,1053,01:41:12,MOPEN,125,M,189,view
222,JOHN LUTTRELL,0492,01:41:15,M4044,25,M,190,view
223,LEIGH AUSTIN,0033,01:41:17,FOPEN,27,F,33,view
224,JOHN ANGELL,0021,01:41:19,M5054,14,M,191,view
