Position,Name,Bib,Time,Nationality,Category,Category Position,Gender,Gender Position,Run
1,MICHAEL VOSS,752,02:25:25.51,NZL,25-29,1,Male,1,02:25:25.51
2,HAMISH ELLIOTT,190,02:34:11.77,NZL,25-29,2,Male,2,02:34:11.77
3,JAMES FLETCHER,215,02:34:17.80,NZL,25-29,3,Male,3,02:34:17.80
4,PHILIP MIDDLETON,487,02:38:27.89,NZL,35-39,1,Male,4,02:38:27.89
5,ADRIAN BLINCOE,845,02:38:41.54,NZL,40-44,1,Male,5,02:38:41.54
6,CALEB HATHAWAY,296,02:39:45.74,NZL,25-29,4,Male,6,02:39:45.74
7,DANIEL COATES,121,02:45:43.12,NZL,50-54,1,Male,7,02:45:43.12
8,MATT HASTINGS,294,02:45:52.26,NZL,35-39,2,Male,8,02:45:52.26
9,BRENT NIJSSEN,528,02:46:31.14,NZL,40-44,2,Male,9,02:46:31.14
10,PATRICK WALLER,760,02:46:40.92,NZL,25-29,5,Male,10,02:46:40.92
11,INGRID CREE,907,02:46:47.20,NZL,40-44,1,Female,1,02:46:47.20
12,DEBBIE DONALD,906,02:46:47.44,NZL,35-39,1,Female,2,02:46:47.44
13,CHRIS TRENT,735,02:47:38.89,NZL,30-34,1,Male,11,02:47:38.89
14,JOSHUA STEWART,837,02:47:55.22,NZL,30-34,2,Male,12,02:47:55.22
15,FELIPE ORJUELA,879,02:49:34.54,COL,30-34,3,Male,13,02:49:34.54
16,ADAM MACINTYRE,420,02:50:47.30,NZL,25-29,6,Male,14,02:50:47.30
17,JACK MCCREA,454,02:50:54.98,NZL,30-34,4,Male,15,02:50:54.98
18,LEONARD TERRY,718,02:51:53.37,GBR,30-34,5,Male,16,02:51:53.37
19,KENNY CLARK,113,02:52:18.60,NZL,40-44,3,Male,17,02:52:18.60
20,DANIEL CVITANICH,152,02:52:31.43,NZL,30-34,6,Male,18,02:52:31.43
21,SAM CORBETT,133,02:52:40.80,NZL,50-54,2,Male,19,02:52:40.80
22,JAMES PARKER,550,02:53:15.87,NZL,50-54,3,Male,20,02:53:15.87
23,OLIVER WARD,767,02:54:01.33,NZL,30-34,7,Male,21,02:54:01.33
24,BENJAMIN PRETTY,574,02:54:35.50,NZL,25-29,7,Male,22,02:54:35.50
25,JAMES MO,495,02:54:35.51,TWN,40-44,4,Male,23,02:54:35.51
26,RILEY HENLEY,307,02:56:02.55,NZL,25-29,8,Male,24,02:56:02.55
27,WADE FAULKNER,204,02:56:10.42,AUS,30-34,8,Male,25,02:56:10.42
28,DARIUS SIMPSON,648,02:56:12.81,NZL,25-29,9,Male,26,02:56:12.81
29,CONNOR COWLEY,140,02:56:16.21,NZL,25-29,10,Male,27,02:56:16.21
30,GEOFF FERRY,910,02:56:55.53,NZL,40-44,5,Male,28,02:56:55.53
31,RYAN WHITE,885,02:57:31.14,NZL,20-24,1,Male,29,02:57:31.14
32,JUNIOR BROODRYK,63,02:58:15.65,NZL,30-34,9,Male,30,02:58:15.65
33,DUNCAN MORRISON,507,02:58:24.39,NZL,30-34,10,Male,31,02:58:24.39
34,SAM FLETCHER,216,02:59:02.57,NZL,20-24,2,Male,32,02:59:02.57
35,DAN PARKER,549,02:59:11.22,NZL,25-29,11,Male,33,02:59:11.22
36,LUKE GUILFORD,842,02:59:34.54,NZL,25-29,12,Male,34,02:59:34.54
37,MAX SHARPE,640,02:59:42.82,NZL,25-29,13,Male,35,02:59:42.82
38,ALEX GILBERT,245,03:00:12.71,NZL,35-39,3,Male,36,03:00:12.71
39,NICK JOWSEY,836,03:00:13.92,NZL,30-34,11,Male,37,03:00:13.92
40,PETR RAJNOCH,581,03:02:03.05,CZE,35-39,4,Male,38,03:02:03.05
41,MATTHEW SMITH,971,03:02:43.24,NZL,30-34,12,Male,39,03:02:43.24
42,JOSH SPEIGHT,670,03:03:21.54,NZL,25-29,14,Male,40,03:03:21.54
43,SIMON ILES,844,03:03:32.81,NZL,25-29,15,Male,41,03:03:32.81
44,JOSIAH BURTON,829,03:04:25.78,NZL,35-39,5,Male,42,03:04:25.78
45,TYRELL COONEY,130,03:05:05.80,NZL,35-39,6,Male,43,03:05:05.80
