Position,Name,Time,Category,Category Position
519th,Teeri Hunia,5:02:58,M 35-39,48th
520th,Michael Dixon,5:03:05,M 50-54,39th
521st,Harry Harbott,5:03:24,M 55-59,43rd
522nd,Christopher Ray,5:05:28,M 65-69,16th
523rd,Maila Tawera,5:05:35,F 45-49,24th
524th,Keith Neal,5:05:38,M 45-49,58th
525th,Jackie Aitken,5:05:52,F 55-59,9th
526th,Cathrin Little,5:05:59,F 15-34,44th
527th,Gary Philip,5:06:04,M 50-54,40th
528th,Garry Donoghue,5:06:27,M 70-74,7th
529th,Darrin Heaven,5:06:37,M 50-54,41st
530th,Liz Ireland,5:06:57,F 50-54,17th
531st,Rachelle Douglas,5:06:58,F 40-44,33rd
532nd,Wendy Beverley,5:08:06,F 60-64,10th
533rd,Keryn Bond,5:08:09,F 40-44,34th
534th,Don Nicolson,5:08:11,M 75-79,3rd
535th,Samir Harith,5:08:24,M 15-34,76th
536th,Wayne Strong,5:08:29,M 55-59,44th
537th,Eteuati Ete,5:10:11,M 50-54,42nd
538th,Miku Kondo,5:10:44,F 15-34,45th
539th,Peter Ng,5:11:27,M 60-64,18th
540th,Rachel Burgess,5:12:26,F 15-34,46th
541st,Anna Philip,5:12:41,F 45-49,25th
542nd,Barbara Jamieson-Tucker,5:13:13,F 60-64,11th
543rd,Paul Martin,5:13:18,M 35-39,49th
544th,Georgina Willers,5:13:18,F 35-39,27th
545th,Cameron McKenzie,5:13:19,M 35-39,50th
546th,Ewan Small,5:13:51,M 55-59,45th
547th,Ken Kondo,5:14:16,M 55-59,46th
548th,Michael Thorne,5:14:25,M 50-54,43rd
549th,Toyoko Goto,5:14:26,F 45-49,26th
550th,Alec Day,5:14:30,M 80-84,1st
551st,Paula Klein,5:14:56,F 45-49,27th
552nd,Kate Townsley,5:14:57,F 40-44,35th
553rd,Alexandra Coupe,5:15:10,F 60-64,12th
554th,Sarah Power,5:15:24,F 15-34,47th
555th,Matt Ansley,5:15:45,M 15-34,77th
556th,Mark Willis,5:15:46,M 55-59,47th
557th,Yoshie Yanagida,5:16:05,F 35-39,28th
558th,Tracy Southern,5:16:14,F 45-49,28th
559th,Richard Jebb,5:16:41,M 40-44,61st
560th,Ivan Loveday,5:17:23,M 70-74,8th
561st,Gary Jordan,5:17:33,M 55-59,48th
562nd,Henry Tamapeau,5:17:50,M 55-59,49th
563rd,Kirsty Peterson,5:18:04,F 40-44,36th
564th,Junko Minamiyama,5:18:58,F 60-64,13th
565th,Nilesh Makan,5:19:05,M 40-44,62nd
566th,Maree McGregor,5:19:19,F 15-34,48th
567th,Rangi Ehu,5:19:45,M 50-54,44th
568th,Steven Griffin,5:21:13,M 35-39,51st
569th,Anne Fredricsen,5:21:36,F 50-54,18th
570th,Satoru Ishiwata,5:21:39,M 40-44,63rd
571st,Patricia Stichbury,5:22:04,F 55-59,10th
572nd,Marion Roberts,5:22:06,F 60-64,14th
573rd,Paul Burke,5:22:29,M 55-59,50th
574th,Norman Fechner,5:22:34,M 15-34,78th
575th,Tino Haring,5:22:35,M 35-39,52nd
576th,Owen Kowalewski,5:23:09,M 60-64,19th
577th,Chris Bycroft,5:23:33,M 45-49,59th
578th,Robyn Skelton,5:24:11,F 50-54,19th
579th,Stephen Lewis,5:24:38,M 55-59,51st
580th,Jemmel Ruland,5:24:46,M 45-49,60th
581st,Debbie Raymond,5:24:46,F 50-54,20th
582nd,Lillian Tioke,5:25:02,F 50-54,21st
583rd,Alan Wilson,5:26:00,M 65-69,17th
584th,Lydia Fa'Afiu,5:26:15,F 40-44,37th
585th,Bayley Moor,5:26:15,F 15-34,49th
586th,Andrew Ouwejan,5:26:40,M 40-44,64th
587th,Scott Martin,5:26:43,M 15-34,79th
588th,Daryl Dominguez,5:27:37,M 15-34,80th
589th,Jayme Butts-Hall,5:27:55,F 35-39,29th
590th,Chris Hall,5:27:56,M 35-39,53rd
591st,Ken Coulam,5:28:45,M 60-64,20th
592nd,Erin Pemberton,5:28:53,F 15-34,50th
593rd,Terri Jones,5:29:14,F 55-59,11th
594th,Carol Bielby,5:29:15,F 45-49,29th
595th,Grant Tyrrell,5:29:51,M 35-39,54th
596th,Theresa Honeycombe,5:30:06,F 35-39,30th
597th,Jo Liddell,5:30:24,F 40-44,38th
598th,Blair Ashton,5:30:24,M 40-44,65th
599th,Shayne Lyons,5:30:33,M 45-49,61st
600th,Raymond Urbahn,5:30:37,M 85-89,1st
601st,Alan Fish,5:31:23,M 60-64,21st
602nd,Wilson Viray,5:31:35,M 35-39,55th
603rd,Taryn Van Meygaarden,5:31:58,F 35-39,31st
604th,Amy Santoso,5:32:09,F 40-44,39th
605th,Hayden Chapman,5:32:22,M 15-34,81st
606th,Kathleen Makale,5:32:22,F 15-34,51st
607th,Margaret Bohling,5:32:24,F 60-64,15th
608th,Paul Taylor,5:32:34,M 65-69,18th
609th,William Doney,5:32:41,M 55-59,52nd
610th,Lino Pasina,5:32:45,M 40-44,66th
611th,Bonny Papuni,5:33:13,M 55-59,53rd
612th,Rebecca Drage,5:33:29,F 55-59,12th
613th,Moana Stuart,5:33:29,F 50-54,22nd
614th,Jacque Webber,5:33:30,F 45-49,30th
615th,Shirley Day,5:33:31,F 50-54,23rd
616th,Ronin Whelan,5:33:43,M 15-34,82nd
617th,Rhys Davey,5:33:53,M 55-59,54th
618th,Jenny Brady,5:34:12,F 55-59,13th
619th,Laura Menzies,5:34:13,F 15-34,52nd
620th,Tana Lemuelu,5:35:08,M 35-39,56th
621st,Kelsi Eccles,5:35:44,F 15-34,53rd
622nd,Anthony Pasibi,5:35:53,M 40-44,67th
623rd,Ravindra Raj,5:36:35,M 60-64,22nd
624th,Garry McMillan,5:36:57,M 45-49,62nd
625th,Ane Sin,5:37:26,F 35-39,32nd
626th,Nicky Brell,5:37:32,M 60-64,23rd
627th,Jane Liu,5:37:55,F 35-39,33rd
628th,Mark Muller,5:38:19,M 55-59,55th
629th,Anthony Salisbury,5:38:36,M 55-59,56th
630th,John Kaye,5:38:37,M 55-59,57th
631st,Karen Waterman,5:38:45,F 55-59,14th
632nd,Michaela Andrews,5:38:52,F 15-34,54th
633rd,Taeko Takai,5:39:28,F 60-64,16th
634th,Deborah Peoples,5:39:29,F 40-44,40th
635th,Karen Hill,5:40:24,F 50-54,24th
636th,Steven Gray,5:40:55,M 35-39,57th
637th,Craig Dorreen,5:41:21,M 55-59,58th
638th,Tony Clarke,5:41:22,M 60-64,24th
639th,Piripi Inia,5:41:48,M 55-59,59th
640th,John Fitzgerald,5:41:53,M 55-59,60th
641st,Colin Sue,5:43:35,M 50-54,45th
642nd,Erin Dender,5:44:07,F 15-34,55th
643rd,Mark Van Der Meulen,5:44:21,M 15-34,83rd
644th,Violet Annaert,5:44:21,F 15-34,56th
645th,Wataru Otsuka,5:44:23,M 65-69,19th
646th,Shona Myers,5:44:52,F 55-59,15th
647th,Andrew Tucker,5:45:07,M 55-59,61st
648th,Kay Lindsay,5:45:11,F 55-59,16th
649th,Charlotte Nasey,5:45:43,F 65-69,3rd
650th,Michael Stewart,5:45:43,M 60-64,25th
651st,Robert Dyer,5:45:51,M 35-39,58th
652nd,Colin Dyer,5:45:51,M 70-74,9th
653rd,Margaret Woisin,5:46:39,F 65-69,4th
654th,Jacki Mayne-Davis,5:47:23,F 15-34,57th
655th,Karen Shaw,5:47:23,F 50-54,25th
656th,Wai Bennett,5:47:24,F 40-44,41st
657th,Ian Dale,5:47:56,M 65-69,20th
658th,Frances Campbell,5:48:03,F 50-54,26th
659th,Sandi Cooper,5:48:45,F 45-49,31st
660th,Colin Barker,5:49:06,M 45-49,63rd
661st,Karen Smart,5:49:15,F 55-59,17th
662nd,Lex Chalmers,5:50:00,M 70-74,10th
663rd,Luke Willis,5:50:01,M 15-34,84th
664th,Tracy Hindrup,5:50:11,F 40-44,42nd
665th,Yuki Sawada,5:51:06,F 15-34,58th
666th,Nobuyoshi Koshino,5:51:06,M 40-44,68th
667th,Thomas Hira,5:51:28,M 65-69,21st
668th,Glennis Martin-Paling,5:51:33,F 50-54,27th
669th,Rebecca Edgecombe,5:51:39,F 45-49,32nd
670th,Hiroyuki Nomura,5:51:53,M 70-74,11th
671st,Rachel Grunwell,5:52:27,F 40-44,43rd
672nd,Tamati Pearse,5:52:27,M 15-34,85th
673rd,Marcus Maydon,5:53:04,M 75-79,4th
674th,Brent McWilliams,5:53:48,M 65-69,22nd
675th,David Brell,5:53:59,M 65-69,23rd
676th,Seth Tepania,5:54:01,M 40-44,69th
677th,Jenny Packham,5:54:13,F 35-39,34th
678th,Marama Christie,5:54:21,F 50-54,28th
679th,Tina Heck,5:54:31,F 45-49,33rd
680th,Chris Leahy,5:54:36,F 65-69,5th
681st,Masashi Akita,5:54:48,M 70-74,12th
682nd,Dave Taylor,5:55:23,M 15-34,86th
683rd,Verna Cook-Jackson,5:56:21,F 60-64,17th
684th,Troy Taylor,5:56:27,M 15-34,87th
685th,Winston Sweatman,5:57:33,M 50-54,46th
686th,Bridget Lambert,5:57:37,F 40-44,44th
687th,Janette Shanks,5:58:05,F 45-49,34th
688th,Nicola Grace,5:58:19,F 35-39,35th
689th,Caroline McDowell,5:58:33,F 50-54,29th
690th,David Mohi,5:58:45,M 35-39,59th
691st,Masaaki Watanabe,5:58:54,M 65-69,24th
692nd,Helen Ashton,5:59:03,F 40-44,45th
693rd,Elyce Davies,5:59:32,F 15-34,59th
694th,John Edmonson,5:59:41,M 60-64,26th
695th,Jen Martin,5:59:49,F 15-34,60th
696th,Heather King,6:01:12,F 55-59,18th
697th,Jamie Munro,6:01:29,M 35-39,60th
698th,Kuniyoshi Kawai,6:01:36,M 65-69,25th
699th,Phillip Hanara,6:02:37,M 60-64,27th
700th,Jason Biss,6:03:15,M 55-59,62nd
701st,Helen Clarke,6:04:38,F 65-69,6th
702nd,Alison Munro,6:04:46,F 65-69,7th
703rd,Katie Wharerau,6:05:07,F 15-34,61st
704th,James Darwent,6:05:23,M 55-59,63rd
705th,David Barlow,6:05:31,M 65-69,26th
706th,Yuki Kondo,6:10:02,M 15-34,88th
707th,Ann-Marie Morrell,6:10:11,F 45-49,35th
708th,Ann Christine Flude,6:10:16,F 70-74,1st
709th,Ronald Basil Taylor,6:11:08,M 70-74,13th
710th,Takeo Minamiyama,6:11:18,M 60-64,28th
711th,Jeannie Duffy,6:11:45,F 50-54,30th
712th,Winyu Kingwongsa,6:11:56,F 60-64,18th
713th,Susie Wright,6:12:20,F 45-49,36th
714th,Dean Temarama,6:12:31,M 40-44,70th
715th,Greg Munoz-Mckinney,6:13:30,F 40-44,46th
716th,Rhys Russell,6:14:00,M 15-34,89th
717th,Lee Gilson,6:14:00,M 40-44,71st
718th,Sally Nevison,6:15:52,F 65-69,8th
719th,Keith Raymond,6:16:42,M 55-59,64th
720th,Waiora Rogers,6:17:32,F 70-74,2nd
721st,Michael Rogers,6:17:32,M 65-69,27th
722nd,Joy Tallentire,6:17:56,F 65-69,9th
723rd,Judy Brown,6:18:59,F 15-34,62nd
724th,Ichiro Sawai,6:19:17,M 70-74,14th
725th,Lay Cunningham,6:20:16,F 65-69,10th
726th,Gwen Davies,6:20:49,F 50-54,31st
727th,Kath Reid,6:23:25,F 75-99,1st
728th,Lyndsey Anselmi,6:23:31,F 50-54,32nd
729th,Donavan Walker,6:23:33,M 45-49,64th
730th,Grant Berghan,6:23:39,M 60-64,29th
731st,Natasha Win,6:23:56,F 40-44,47th
732nd,Eleanor Hamilton,6:24:22,F 55-59,19th
733rd,Peter Ridley,6:24:27,M 55-59,65th
734th,Ernest Inia,6:24:45,M 60-64,30th
735th,Erica Cristal,6:25:20,F 15-34,63rd
736th,Dianne Hustler,6:25:47,F 65-69,11th
737th,Christine Render,6:27:48,F 60-64,19th
738th,Mon Tate,6:28:44,F 65-69,12th
739th,Lillian Leathem,6:32:00,F 40-44,48th
740th,Sally Smith,6:32:42,F 50-54,33rd
741st,Randal Morris,6:32:47,M 65-69,28th
742nd,James Burnside,6:33:13,M 50-54,47th
743rd,Fumie Oishi,6:33:21,F 65-69,13th
744th,Reiko Kataoka,6:33:22,F 65-69,14th
745th,Chizuko Tsukahara,6:33:22,F 60-64,20th
746th,Ying-Chen Wu,6:34:59,F 15-34,64th
747th,Peter Vyver,6:36:11,M 75-79,5th
748th,Sione Taunga,6:36:48,M 15-34,90th
749th,Jack Brooking,6:40:34,M 40-44,72nd
750th,Jan Adolph,6:41:13,F 70-74,3rd
751st,Graeme Collett,6:41:19,M 65-69,29th
752nd,Mike Leahy,6:41:44,M 65-69,30th
753rd,Ngee Meng Kan,6:42:34,M 50-54,48th
754th,Jennie Hawker,6:42:44,F 35-39,36th
755th,Clasina Van Der Veeken,6:42:45,F 75-99,2nd
756th,Liz Davies,6:42:45,F 50-54,34th
757th,Ian Hoad,6:43:46,M 65-69,31st
758th,Joe Mason,6:44:15,M 70-74,15th
759th,Kazutora Takeda,6:45:42,M 75-79,6th
760th,Denis Albrecht,6:46:53,M 15-34,91st
761st,Colleen Falloon,6:47:22,F 70-74,4th
762nd,Mary Kururangi,6:48:46,F 70-74,5th
763rd,Aimee Wright,6:50:17,F 15-34,65th
764th,Elizabeth Bosley,6:53:22,F 70-74,6th
765th,Ken Butterworth,6:53:22,M 70-74,16th
766th,Ana Taunga,6:53:46,F 15-34,66th
767th,Andrew Fifita-Lamb,6:53:51,M 50-54,49th
768th,Togia Lanefale,6:53:52,M 50-54,50th
769th,Graham Richardson,6:53:58,M 75-79,7th
770th,Stephen Tubbs,6:54:01,M 70-74,17th
771st,Kaz Nooana,6:54:46,F 15-34,67th
772nd,Jose Roberto Nicolas,6:54:53,M 15-34,92nd
773rd,Steve Birch,6:55:44,M 55-59,66th
774th,Phillip Cooper,6:57:37,M 80-84,2nd
775th,Deon Nathan,6:57:44,M 40-44,73rd
776th,Alyssa Metcalfe,6:57:44,F 15-34,68th
777th,Ian Grant,6:58:18,M 70-74,18th
778th,Deryn Tucker,6:58:52,F 45-49,37th
779th,Bruce Lindsay,6:59:08,M 60-64,31st
780th,John Odonnell,6:59:10,M 60-64,32nd
781st,Nicky Lowrie,7:02:06,F 50-54,35th
782nd,Andrea Stokes,7:02:06,F 45-49,38th
783rd,Jim Goodwin,7:02:31,M 65-69,32nd
784th,Sylvia Lorimer-Slade,7:03:42,F 40-44,49th
785th,Vanessa McIvor,7:03:48,F 45-49,39th
786th,Ally Armstrong,7:03:52,F 50-54,36th
787th,Gary Fieldes,7:04:37,M 65-69,33rd
788th,Eileen Odgers,7:04:37,F 75-99,3rd
789th,Mark Odger,7:04:38,M 50-54,51st
790th,Wendy Kale,7:05:41,F 50-54,37th
791st,Jane Roche,7:06:21,F 50-54,38th
792nd,Joe MacDonald,7:06:59,M 65-69,34th
793rd,Ally Gibbons,7:08:43,F 60-64,21st
794th,Stuart Brock,7:09:38,M 45-49,65th
795th,Jane Grierson,7:10:10,F 60-64,22nd
796th,Taryn Marris,7:12:31,F 15-34,69th
797th,Catherine Hearn,7:12:31,F 50-54,39th
798th,Angela Taitoko,7:12:31,F 40-44,50th
799th,Sharlene Clements,7:12:31,F 40-44,51st
800th,Lisa Rudland,7:13:10,F 45-49,40th
801st,Keith Scholes,7:15:30,M 65-69,35th
802nd,Margaret Scholes,7:15:30,F 70-74,7th
803rd,Lynette Anne Kipa,7:19:42,F 60-64,23rd
804th,Simone Emery,7:23:16,F 15-34,70th
805th,Chrissie Aratema,7:23:16,F 45-49,41st
806th,Daniel Fergusson,7:23:18,M 15-34,93rd
807th,Terry Fergusson,7:23:18,M 50-54,52nd
808th,Oringa Barach,7:24:23,F 70-74,8th
809th,Karleen Whaanga,7:33:36,F 40-44,52nd
810th,Maxine Whaanga,7:33:36,F 35-39,37th
811th,Hinemoana Durie,7:36:07,F 45-49,42nd
812th,Mel Tuineau,7:36:28,F 50-54,40th
813th,Sam McCarroll,7:36:40,M 40-44,74th
814th,Di Drayton,7:37:46,F 45-49,43rd
815th,Norman Chan,7:40:18,M 55-59,67th
816th,Wayne Reynolds,7:43:29,M 70-74,19th
817th,David Sutcliffe,7:43:58,M 80-84,3rd
818th,Maryanne Hooson,7:44:40,F 55-59,20th
819th,Tina Pointon,7:44:40,F 55-59,21st
820th,Colleen Donaldson,7:47:49,F 60-64,24th
821st,Sara Tautogia,7:50:51,F 50-54,41st
822nd,Theo De Hoog,7:51:11,M 80-84,4th
823rd,Rangee Tereu,7:51:13,F 15-34,71st
824th,Ross Steele,8:12:45,M 60-64,33rd
825th,Fleur Cutfield,8:12:46,F 35-39,38th
826th,Himanshu Parmar,8:12:46,M 15-34,94th
827th,Ema Iuli,8:18:18,F 45-49,44th
828th,Dennis Tohovaka,8:18:45,M 50-54,53rd
829th,Aso Vavau,8:19:46,F 45-49,45th
830th,Sara Tuitupou,8:20:09,F 40-44,53rd
831st,Junior Esene,8:50:10,M 45-49,66th
832nd,Werner Burgin,9:13:35,M 40-44,75th
833rd,Bob Sila,9:13:35,M 45-49,67th
