Position,Name,Bib,Time,Category,Category Position,Gender,Gender Position
1,JIM WALMSLEY,593,7:23:32,20-29,1,Male,1
2,JONAS BUUD,578,8:10:58,40-49,1,Male,2
3,SAM MCCUTCHEON,527,8:12:35,20-29,2,Male,3
4,DAVID BYRNE,587,8:19:56,30-39,1,Male,4
5,GEDIMINAS GRINIUS,542,8:23:16,30-39,2,Male,5
6,ANDRIUS RAMONAS,515,8:29:30,30-39,3,Male,6
7,MATT FLAHERTY,577,8:39:29,30-39,4,Male,7
8,MICHAEL WARDIAN,588,8:49:36,40-49,2,Male,8
9,CAMILLE HERRON,413,8:56:00,30-39,1,Female,1
10,CRAIG KIRKWOOD,372,9:13:16,40-49,3,Male,9
11,MAGDA BOULET,589,9:20:13,40-49,1,Female,2
12,CECILIA FLORI,244,9:21:42,30-39,2,Female,3
13,ROMAIN MIROSA,598,9:35:59,30-39,5,Male,10
14,KELLIE EMMERSON,503,9:42:03,30-39,3,Female,4
15,HAMISH MACDONALD,172,9:45:42,30-39,6,Male,11
16,RHYS JOHNSTON,338,9:46:21,30-39,7,Male,12
17,CAMERON BLACKLOCK,114,9:49:59,30-39,8,Male,13
18,ANDREW HOUGH,492,9:50:59,40-49,4,Male,14
19,DOUG MOORE,96,9:54:34,30-39,9,Male,15
20,RICHARD CAMPBELL,517,10:03:33,30-39,10,Male,16
21,MARGIE CAMPBELL,516,10:04:30,30-39,4,Female,5
22,FIONA HAYVICE,592,10:06:11,40-49,2,Female,6
23,ANDREW MCDOWALL,42,10:06:36,30-39,11,Male,17
24,GREGG  PORTER,526,10:09:21,40-49,5,Male,18
25,CHRIS MCQUIVEY,561,10:15:44,30-39,12,Male,19
26,CHRISTIAN WARREN,408,10:23:37,40-49,6,Male,20
27,FERNANDA MACIEL,590,10:24:03,30-39,5,Female,7
28,ALICIA HUDELSON,156,10:27:47,30-39,6,Female,8
29,KATH CARTY,575,10:27:57,30-39,7,Female,9
30,VINCENT PELISSIER,220,10:32:28,30-39,13,Male,21
31,ANGUS WATSON,52,10:33:16,20-29,3,Male,22
32,MICKAEL LECLERQ,582,10:39:34,30-39,14,Male,23
33,CATHERINE GIL,262,10:39:58,40-49,7,Male,24
34,EWAN SINCLAIR,557,10:45:30,30-39,15,Male,25
35,CHRISTOPHE LOUBRIAT,538,10:46:13,40-49,8,Male,26
36,JEREMY MOODY,318,10:46:55,40-49,9,Male,27
37,GREG MCNEIL,56,10:50:31,30-39,16,Male,28
38,DOUG COMPSON,37,10:54:26,50-59,1,Male,29
39,HOWARD  NORTON,423,10:55:23,50-59,2,Male,30
40,NIKOLA SOBOCANEC,539,10:57:55,30-39,17,Male,31
41,FRANCISCO OTTONI PORTO,70,10:58:38,40-49,10,Male,32
42,MICHAEL  PULLAR,328,11:01:15,40-49,11,Male,33
43,SOPHIE GRANT,571,11:01:55,30-39,8,Female,10
44,DOUG WATSON,22,11:05:29,30-39,18,Male,34
45,MAARTEN STORM,139,11:06:19,30-39,19,Male,35
46,KYLE WEISE,501,11:10:35,20-29,4,Male,36
47,SALLY MCRAE,558,11:11:41,30-39,9,Female,11
48,LUKAS SCHEIDEGGER,630,11:12:55,20-29,5,Male,37
49,DAVID VON SENDEN,125,11:13:50,60-69,1,Male,38
50,PETER TUCK,411,11:15:44,40-49,12,Male,39
51,MICHAL KOPYCZOK,247,11:15:49,30-39,20,Male,40
52,DARYL HARDING,502,11:17:35,30-39,21,Male,41
