Position,Name,Bib,Time,Category,Category Position,Gender,Gender Position,Run
49,YOONSUNG CHOI,1118,03:06:09,35-39,5,Male,46,03:06:13
50,GREG SCHEMEL,1286,03:06:38,40-44,14,Male,47,03:06:40
51,DAVE SHANNON,1367,03:06:57,40-44,15,Male,48,03:06:58
52,TROY DUNSMUIR,1165,03:06:38,18-34,19,Male,49,03:07:01
53,NIGEL CROSS,788,03:07:10,35-39,6,Male,50,03:07:15
54,GRAEME MORRISON,127,03:07:36,50-54,5,Male,51,03:07:36
55,KEVIN KNOWLES,977,03:07:43,65-69,1,Male,52,03:07:45
56,CONOR HEALY,610,03:07:41,18-34,20,Male,53,03:07:55
57,JARED KLAVER,701,03:08:16,35-39,7,Male,54,03:08:18
58,JONATHAN HICKS,872,03:08:54,35-39,8,Male,55,03:09:05
59,MATHEW STURMER,531,03:08:55,35-39,9,Male,56,03:09:05
60,ANDREW TWIDDY,1299,03:09:31,45-49,7,Male,57,03:09:32
61,TAKAAKI HATANAKA,1346,03:09:44,45-49,8,Male,58,03:09:45
62,SAMUEL MCLEAN,931,03:09:54,18-34,21,Male,59,03:10:02
63,BEN SWIFT,256,03:10:11,18-34,22,Male,60,03:10:15
64,RACHEL O'BRIEN,1231,03:10:21,40-44,2,Female,4,03:10:21
65,JACOB TAYLOR,634,03:10:40,45-49,9,Male,61,03:10:50
66,CHRISTOPHER TAYLOR,748,03:10:45,40-44,16,Male,62,03:10:50
67,ANTHONY NG,837,03:11:23,50-54,6,Male,63,03:11:24
68,DIEGO MIERES,1074,03:11:53,40-44,17,Male,64,03:11:53
69,PHILIP MCKAY,951,03:11:52,55-59,1,Male,65,03:11:54
70,KOVO KOWALEWSKI,1364,03:11:53,35-39,2,Female,5,03:11:57
71,JACOB MCLEAN,1361,03:12:08,40-44,18,Male,66,03:12:12
72,CARIS TEO,1203,03:12:17,35-39,3,Female,6,03:12:23
73,CARTER PROUDLEY,1246,03:12:33,18-34,23,Male,67,03:12:34
74,GREG SANDREY,1337,03:12:46,50-54,7,Male,68,03:12:46
75,SCOTT HOTHAM,896,03:12:35,45-49,10,Male,69,03:12:48
76,SEB WATSON,547,03:12:58,40-44,19,Male,70,03:13:13
77,JIM JONES,1056,03:13:15,55-59,2,Male,71,03:13:15
78,HAYDEN MCNABB-ANNISS,1221,03:13:31,18-34,24,Male,72,03:13:31
79,NICOLAS VESSIOT,974,03:13:29,35-39,10,Male,73,03:13:32
80,ANTON ROCHE,112,03:13:45,50-54,8,Male,74,03:13:47
81,BRADLEY WONG,1079,03:13:51,40-44,20,Male,75,03:13:51
82,CAM MCKENZIE,1300,03:14:15,45-49,11,Male,76,03:14:18
83,RORY VERE,119,03:14:35,40-44,21,Male,77,03:14:37
84,SCOTT BOUGEN,1141,03:14:35,40-44,22,Male,78,03:14:38
85,PJ MURDOCH,1157,03:14:35,50-54,9,Male,79,03:14:38
86,NIC JOHN,1027,03:14:46,50-54,10,Male,80,03:14:54
87,ANDREW CAVE,861,03:15:09,40-44,23,Male,81,03:15:11
88,GABRIELA DIVER,73,03:15:29,18-34,2,Female,7,03:15:35
89,ALEX DE FREITAS,827,03:15:33,40-44,24,Male,82,03:15:35
90,SCOTT HOWARD,1137,03:15:49,18-34,25,Male,83,03:15:51
91,LUKE JENSEN,1047,03:15:53,40-44,25,Male,84,03:15:57
92,JOHN CHARLTON,1169,03:16:21,45-49,12,Male,85,03:16:30
93,ALICE SOWRY,360,03:17:50,18-34,3,Female,8,03:17:53
94,ROSIE HAY,1356,03:18:11,40-44,3,Female,9,03:18:14
95,ANTHONY RANDELL,227,03:18:27,50-54,11,Male,86,03:18:31
96,RYAN NICKELCHOK,1411,03:19:30,45-49,13,Male,87,03:19:34
97,CHARLOTTE STUART,713,03:19:37,18-34,4,Female,10,03:19:39
98,NATHAN HESSELL,559,03:19:42,40-44,26,Male,88,03:19:46
99,ADAM POPP,558,03:19:46,45-49,14,Male,89,03:19:51
100,DEAN HARRISON,874,03:21:05,35-39,11,Male,90,03:21:10
101,SANDRA STURGESS,1138,03:21:11,18-34,5,Female,11,03:21:18
102,NOAH MOORES,1257,03:21:28,18-34,26,Male,91,03:21:31
103,JESSE WATT,823,03:21:28,18-34,27,Male,92,03:21:41
104,KRISTAPS MAULVURFS,1018,03:22:09,50-54,12,Male,93,03:22:11
105,SARAH SINCLAIR,1277,03:22:36,45-49,1,Female,12,03:22:43
106,WILL MCMORRAN,472,03:23:05,18-34,28,Male,94,03:23:05
107,WYATT JOHNSTON,716,03:23:31,18-34,29,Male,95,03:23:39
108,IVAN ROBERTSON,1312,03:23:47,18-34,30,Male,96,03:23:50
109,OWEN CRUMP,502,03:23:58,35-39,12,Male,97,03:24:08
110,SIMON ILES,167,03:24:14,18-34,31,Male,98,03:24:14
111,REECE MEULI,768,03:24:20,40-44,27,Male,99,03:24:26
112,SIMON WOODING,394,03:24:28,40-44,28,Male,100,03:24:28
113,CALEB WILSON,258,03:24:24,40-44,29,Male,101,03:24:33
114,ANTONIO DE SOUZA,766,03:24:37,18-34,32,Male,102,03:24:38
115,WILLIAM MARLOW,1255,03:24:11,18-34,33,Male,103,03:24:39
116,VERN PRESTON,1202,03:24:42,55-59,3,Male,104,03:24:46
117,GARRY HARRIS,635,03:25:01,55-59,4,Male,105,03:25:04
118,CHRIS DALEY,1177,03:25:16,40-44,30,Male,106,03:25:23
119,MANA VAUTIER,1054,03:25:45,40-44,31,Male,107,03:25:54
120,BEN WICKS,413,03:26:04,40-44,32,Male,108,03:26:10
121,MARTHA ROBINSON,1349,03:26:18,18-34,6,Female,13,03:26:26
122,DAVID MOORE,1015,03:26:37,45-49,15,Male,109,03:26:38
123,EDWARD WOOLFORD,1230,03:26:27,18-34,34,Male,110,03:26:40
124,JACQUELINE TAPPIN,681,03:26:31,18-34,7,Female,14,03:26:44
125,MARC RUSSENBERGER,1235,03:26:43,18-34,35,Male,111,03:26:50
126,PHILIP DANIEL,764,03:27:02,40-44,33,Male,112,03:27:06
127,MICHAEL CUMMINS,15,03:26:58,60-64,1,Male,113,03:27:06
128,STEVE TURNER,1173,03:27:10,40-44,34,Male,114,03:27:13
129,SHAUN MASON,530,03:26:56,18-34,36,Male,115,03:27:25
130,FRANCOIS KUYLER,416,03:27:27,35-39,13,Male,116,03:27:30
131,STEFANUS VAN EMMENIS,232,03:27:25,40-44,35,Male,117,03:27:30
132,KETINA CHIVASA,2,03:27:19,40-44,4,Female,15,03:27:39
133,DALE FAIRBROTHER,1252,03:27:35,55-59,5,Male,118,03:27:44
134,ANDREW WELLS,975,03:27:47,45-49,16,Male,119,03:27:57
135,RAYMOND HAY,577,03:27:37,18-34,37,Male,120,03:28:02
136,COLIN FORREST,1099,03:28:03,45-49,17,Male,121,03:28:15
137,MARTIN CHURCHER,138,03:27:58,35-39,14,Male,122,03:28:15
138,ROBBIE CARGILL,20,03:28:11,45-49,18,Male,123,03:28:17
139,YASMIN CAMPBELL,725,03:28:16,18-34,8,Female,16,03:28:21
140,DION GOODHUE,878,03:28:22,18-34,38,Male,124,03:28:22
141,BRADLEY ARDERN,212,03:28:19,18-34,39,Male,125,03:28:26
142,PAUL GURNEY,937,03:28:24,45-49,19,Male,126,03:28:30
143,RYAN BEALE,620,03:28:11,35-39,15,Male,127,03:28:34
144,JACKSON SMITH,749,03:28:12,18-34,40,Male,128,03:28:35
145,BLAKE CLUNIE,846,03:28:24,18-34,41,Male,129,03:28:37
146,SHAMISO MAWER,1030,03:28:38,40-44,5,Female,17,03:28:45
147,THOMAS WATSON,1026,03:28:38,35-39,16,Male,130,03:28:46
148,STEVE TRASS,1208,03:28:48,60-64,2,Male,131,03:28:53
149,STEVE VAN DER WEERT,471,03:28:57,35-39,17,Male,132,03:29:13
150,RAYMOND SUNKEL,509,03:29:08,45-49,20,Male,133,03:29:21
151,ILJA KORNYSHEV,269,03:29:19,18-34,42,Male,134,03:29:38
152,AARON HASWELL,469,03:29:34,35-39,18,Male,135,03:29:44
153,NIALL TUMULTY,971,03:28:00,18-34,43,Male,136,03:29:59
154,JASON VOYCE,464,03:29:42,35-39,19,Male,137,03:30:00
155,PAUL EWART,822,03:29:58,55-59,6,Male,138,03:30:06
156,CURTIS BUNKER,1353,03:29:54,18-34,44,Male,139,03:30:07
157,JAMES GOODGER,29,03:30:01,35-39,20,Male,140,03:30:07
158,RAY MORRELL,619,03:30:17,50-54,13,Male,141,03:30:27
159,SAM BOWDEN,1128,03:30:34,45-49,21,Male,142,03:30:41
160,JAMES NADEN,1120,03:30:26,18-34,45,Male,143,03:30:41
161,CONNOR BEDDOW,1233,03:30:45,18-34,46,Male,144,03:30:51
162,DAVE HUNT,468,03:30:43,35-39,21,Male,145,03:30:53
163,ISIAH REYNOLDS,603,03:30:42,40-44,36,Male,146,03:30:54
164,ERWIN BLOKKER,1247,03:30:51,60-64,3,Male,147,03:30:59
165,MIKE FOX,946,03:30:53,55-59,7,Male,148,03:31:04
166,MIKE HAYES,1201,03:30:59,50-54,14,Male,149,03:31:06
167,ROBIN LARKWORTHY,1035,03:31:12,65-69,2,Male,150,03:31:20
168,JAVANA MANUEL,505,03:31:46,45-49,2,Female,18,03:32:05
169,BADEN BICKERS,627,03:32:01,60-64,4,Male,151,03:32:10
170,BEEJAY FADRILAN,765,03:32:31,18-34,47,Male,152,03:32:40
171,SIMON MCDOWELL,83,03:32:24,45-49,22,Male,153,03:32:46
172,RANDY PUNO,1113,03:32:44,45-49,23,Male,154,03:32:56
173,KAREN MURPHY,177,03:33:06,55-59,1,Female,19,03:33:11
174,MOANA SIMM,1407,03:33:37,40-44,6,Female,20,03:33:45
175,DANIEL WATSON,857,03:33:36,40-44,37,Male,155,03:33:48
176,CHELSIE SALTHOUSE,488,03:33:33,18-34,9,Female,21,03:33:51
177,CHRISTOPHER MACDONALD,1334,03:33:40,18-34,48,Male,156,03:34:04
178,MARTIN HILL,952,03:33:53,55-59,8,Male,157,03:34:13
179,CRAIG MCDONALD,1217,03:33:38,45-49,24,Male,158,03:34:22
180,CAROLINE HABLOT,300,03:34:12,18-34,10,Female,22,03:34:23
181,CRAIG EUSTACE,539,03:34:24,55-59,9,Male,159,03:34:25
182,LOGAN GANLEY,954,03:34:15,18-34,49,Male,160,03:34:27
183,CHARLOTTE PORTER,1398,03:34:09,50-54,1,Female,23,03:34:31
184,ALISON HEFFER,372,03:34:17,40-44,7,Female,24,03:34:32
185,REGAN BURNETT,534,03:34:24,45-49,25,Male,161,03:34:33
186,MATT NIELSEN,1329,03:35:08,18-34,50,Male,162,03:35:11
187,DAVID LEAR,664,03:35:21,60-64,5,Male,163,03:35:27
188,TANYA LEE-PARKER,120,03:35:33,55-59,2,Female,25,03:36:14
189,MITCHELL WILLIAMS,864,03:36:12,18-34,51,Male,164,03:36:14
190,DOMINICK STEPHENS,787,03:36:13,45-49,26,Male,165,03:36:21
191,JACK SANDER,309,03:36:18,18-34,52,Male,166,03:36:27
192,TIM OLLIFF,437,03:36:34,18-34,53,Male,167,03:36:42
193,BEN KAY,805,03:36:34,40-44,38,Male,168,03:37:02
194,BRAITH STEWART,1028,03:36:49,18-34,54,Male,169,03:37:05
195,SHEEHAN GILBERT-BURNE,783,03:36:59,18-34,55,Male,170,03:37:18
196,VICTORIA HUMPHRIES,738,03:37:10,60-64,1,Female,26,03:37:20
197,PIETRO CARIGA,272,03:36:56,55-59,10,Male,171,03:37:20
198,SAM REDMAYNE,851,03:36:54,18-34,56,Male,172,03:37:22
199,STEVEN ELLERTON,535,03:36:19,35-39,22,Male,173,03:37:22
200,RICHARD BEDFORD,976,03:37:34,50-54,15,Male,174,03:37:49
201,ERIC HORWOOD,1077,03:37:46,60-64,6,Male,175,03:37:55
202,ROD ORR,925,03:37:51,65-69,3,Male,176,03:38:07
203,RICHARD ORR,926,03:37:51,70-74,1,Male,177,03:38:07
204,IVAN QUIN,1339,03:37:48,18-34,57,Male,178,03:38:18
205,TAMA BRAITHWAITE-WESTOBY,281,03:38:23,35-39,23,Male,179,03:38:41
206,PAT CHANPIWAT,933,03:38:12,40-44,39,Male,180,03:38:42
207,SIMONE ROSENTRETER,228,03:38:30,35-39,4,Female,27,03:38:44
208,JESSICA KATE SODO,1260,03:38:42,35-39,5,Female,28,03:38:48
209,JEREMY TUCKER,997,03:38:40,18-34,58,Male,181,03:38:49
210,RYAN GUTTENBEIL,1347,03:38:46,18-34,59,Male,182,03:38:57
211,SAM BOASE,85,03:38:51,18-34,60,Male,183,03:38:59
212,MATT DOWNS,366,03:38:40,50-54,16,Male,184,03:39:00
213,CHRISTOPHER DAUGHERTY,1316,03:38:57,35-39,24,Male,185,03:39:09
214,EMILY ROBBIE,832,03:38:56,18-34,11,Female,29,03:39:18
215,CALLUM WALSH,959,03:39:23,35-39,25,Male,186,03:39:24
216,ARTURO JIMENEZ,616,03:38:48,18-34,61,Male,187,03:39:26
217,JAMIE REFOY-BUTLER,801,03:39:35,35-39,6,Female,30,03:39:47
218,BRIGID DURBAN BURGESS,1179,03:39:48,35-39,7,Female,31,03:40:00
219,DAVE BALDRY,885,03:40:19,60-64,7,Male,188,03:40:33
220,BRAD HAYES,1241,03:40:26,55-59,11,Male,189,03:40:40
221,DAVE GRIMMER,1366,03:40:33,40-44,40,Male,190,03:40:40
222,DAN EMERY,475,03:40:38,35-39,26,Male,191,03:40:55
223,DANIEL PATERSON,1017,03:40:39,18-34,62,Male,192,03:40:56
224,AUD SCHNELL,963,03:40:37,18-34,12,Female,32,03:40:59
225,CY ATKINSON,266,03:41:00,45-49,27,Male,193,03:41:11
226,DAVID ARMSTRONG,1379,03:41:00,50-54,17,Male,194,03:41:21
227,ROB PENNY,1369,03:41:10,18-34,63,Male,195,03:41:24
228,SARAH COWLEY ROSS,1271,03:41:21,40-44,8,Female,33,03:41:32
229,CORY HOWE,130,03:41:21,18-34,64,Male,196,03:41:42
230,HAYDN MUTER,91,03:41:25,18-34,65,Male,197,03:41:47
231,PHIL MORRELL,1040,03:41:38,45-49,28,Male,198,03:41:48
232,TUITEVA FEU'U-MARSH,1007,03:41:25,18-34,66,Male,199,03:41:49
233,LIANA GLANVILLE,255,03:41:52,18-34,13,Female,34,03:41:52
234,OSCAR GUTIERREZ VERGES,271,03:41:44,45-49,29,Male,200,03:41:58
235,BEN HOWELL,1359,03:41:59,35-39,27,Male,201,03:42:06
236,LYLE MUNNIK,881,03:42:01,18-34,67,Male,202,03:42:13
237,MATT WILLIAMS,777,03:41:49,35-39,28,Male,203,03:42:14
238,ARMIN KASHAMMER,223,03:42:01,55-59,12,Male,204,03:42:25
239,JOSH KEIGHLEY,54,03:42:33,18-34,68,Male,205,03:42:47
240,ROY POCOCK,1218,03:42:38,45-49,30,Male,206,03:42:49
241,MATT KENNEDY,257,03:42:43,18-34,69,Male,207,03:43:06
242,TONY EDMONDS,435,03:43:32,40-44,41,Male,208,03:43:34
243,KIERAN HORSEFIELD,1272,03:42:52,50-54,18,Male,209,03:43:37
244,MAX TELFORD,658,03:43:27,60-64,8,Male,210,03:43:39
245,DANNY BROWN,741,03:43:21,35-39,29,Male,211,03:43:46
246,TIM JONES,911,03:43:34,45-49,31,Male,212,03:43:46
247,FINN WALKER,786,03:44:02,18-34,70,Male,213,03:44:10
248,HAMISH MARTIN,188,03:43:54,40-44,42,Male,214,03:44:16
249,LICHENG WANG,1045,03:44:21,50-54,19,Male,215,03:44:26
250,ALEXANDER MOLCHANOV,1170,03:44:25,45-49,32,Male,216,03:44:39
251,SIMON JONES,992,03:44:48,50-54,20,Male,217,03:44:58
252,CELINE ZHAN,999,03:44:48,45-49,3,Female,35,03:44:58
253,JONATHAN SIMPSON,1270,03:44:34,55-59,13,Male,218,03:45:08
254,ANDY HARPER,341,03:45:12,70-74,2,Male,219,03:45:26
255,LINLEY TOD,1301,03:45:43,45-49,4,Female,36,03:45:51
256,KEENAN HODGE,707,03:45:42,18-34,71,Male,220,03:45:55
257,ALEX ROBERTS,708,03:45:42,18-34,72,Male,221,03:45:55
258,GAVIN HIPKINS,1245,03:45:42,55-59,14,Male,222,03:45:58
259,JONATHAN FINDON,692,03:45:38,45-49,33,Male,223,03:46:09
260,BRYCE GORDON,1016,03:46:14,40-44,43,Male,224,03:46:29
261,EM RENSHAW,907,03:46:18,18-34,14,Female,37,03:46:36
262,TRISTAN COAKLEY,1303,03:46:26,40-44,44,Male,225,03:46:41
263,BETTY HARP,1335,03:46:49,60-64,2,Female,38,03:47:00
264,LIAM PERRY,279,03:47:09,18-34,73,Male,226,03:47:18
265,JOSH GOWAN,1295,03:47:00,18-34,74,Male,227,03:47:22
266,WADE MANGHAM,1159,03:47:23,18-34,75,Male,228,03:47:27
267,ROBBIE WEARING,900,03:47:28,18-34,76,Male,229,03:47:42
268,KEVIN FITZPATRICK,848,03:47:29,18-34,77,Male,230,03:47:42
269,JONATHAN CURTIS,9,03:47:42,18-34,78,Male,231,03:47:56
270,AMANDA IGGULDEN,1181,03:47:45,45-49,5,Female,39,03:48:02
271,TRAVIS CADMAN,924,03:47:40,18-34,79,Male,232,03:48:05
272,MURPHY NIUAPU,356,03:48:19,55-59,15,Male,233,03:48:30
273,MU-MING PAN,673,03:48:12,18-34,80,Male,234,03:48:44
274,JAIME VESSIOT,1310,03:48:42,35-39,8,Female,40,03:48:51
275,RAY SHIN,712,03:49:01,18-34,81,Male,235,03:49:16
276,HISAN WAHAB,175,03:49:18,40-44,45,Male,236,03:49:28
277,RIDGLEY PAXTON,699,03:48:27,18-34,82,Male,237,03:49:28
278,VIVIENNE FAITHFULL,799,03:49:20,40-44,9,Female,41,03:49:30
279,RICK SANDERS,1232,03:49:14,18-34,83,Male,238,03:49:37
280,MONIQUE FINDLAY,1333,03:49:18,18-34,15,Female,42,03:49:46
281,RICHARD SMITH,1086,03:49:39,35-39,30,Male,239,03:49:49
282,REBECCA BAILEY,1242,03:49:42,45-49,6,Female,43,03:49:52
283,RELDA MATTHEWS,917,03:49:44,55-59,3,Female,44,03:50:01
284,PHILIP LEHRKE,833,03:49:50,50-54,21,Male,240,03:50:10
285,NEIL GRIFFITHS,556,03:50:17,45-49,34,Male,241,03:50:23
286,GEOFF SMITH,405,03:50:22,50-54,22,Male,242,03:50:32
287,JAMES MCCAFFERTY,815,03:50:28,40-44,46,Male,243,03:50:41
288,PHOEBE DE JONG,1290,03:50:45,40-44,10,Female,45,03:50:53
289,ALWIN TAN,918,03:50:37,35-39,31,Male,244,03:50:54
290,ROY EASTON,947,03:50:55,50-54,23,Male,245,03:51:08
291,TODD FIRMAN,731,03:50:37,45-49,35,Male,246,03:51:17
292,JOSH PUCKEY,1223,03:50:49,35-39,32,Male,247,03:51:17
293,MARK HASSALL,432,03:51:17,50-54,24,Male,248,03:51:22
294,MERLIN BIANEIS,866,03:51:17,18-34,84,Male,249,03:51:49
295,CRAIG MANKTELOW,714,03:51:32,50-54,25,Male,250,03:51:54
296,PAUL BERRY,1397,03:51:49,70-74,3,Male,251,03:51:56
297,EMMA MCEWEN,1315,03:51:51,35-39,9,Female,46,03:52:03
298,MIKE PRENTICE,93,03:51:54,45-49,36,Male,252,03:52:16
299,ADRIAN FITZGERALD,1029,03:52:16,50-54,26,Male,253,03:52:28
300,KYLE WHYMAN,1380,03:52:24,18-34,85,Male,254,03:52:35
301,ASHLEY SHEARER,1115,03:52:21,35-39,10,Female,47,03:52:37
302,JACOB RAPHAEL,927,03:52:08,18-34,86,Male,255,03:52:37
303,NOELYN GORDON-GLASSFORD,1042,03:52:55,55-59,16,Male,256,03:53:23
304,TRISH STOCKMAN,1195,03:53:14,60-64,3,Female,48,03:53:33
305,GREG SEVERIN,1343,03:53:28,18-34,87,Male,257,03:53:43
306,JOHANN VAN WYK,1094,03:53:19,18-34,88,Male,258,03:53:44
307,HEMI MATHER,197,03:53:26,35-39,33,Male,259,03:53:46
308,JULIA BROWN,1240,03:53:36,18-34,16,Female,49,03:53:51
309,MADELINE PARKER,400,03:53:29,18-34,17,Female,50,03:53:51
310,KEVIN WILLERS,1351,03:53:35,45-49,37,Male,260,03:53:56
311,JACK SKINNER,1219,03:53:46,18-34,89,Male,261,03:54:09
312,STEVE BOTTCHER,1060,03:54:14,65-69,4,Male,262,03:54:29
313,DANIEL WOODS,162,03:54:08,35-39,34,Male,263,03:54:33
314,OLIVER HARGREAVES,913,03:54:21,18-34,90,Male,264,03:54:35
315,SHANE BURNS,359,03:54:18,50-54,27,Male,265,03:54:50
316,GRAY HARDY,1220,03:54:29,18-34,91,Male,266,03:54:51
317,MICHAEL MACDONALD,953,03:54:46,18-34,92,Male,267,03:54:56
318,ROB SMITH,103,03:54:38,65-69,5,Male,268,03:55:05
319,BENJAMIN GOLDSMITH,128,03:55:04,40-44,47,Male,269,03:55:09
320,NATASHA JENSEN,399,03:54:58,45-49,7,Female,51,03:55:17
321,ANDREW COLEMAN,409,03:54:58,45-49,38,Male,270,03:55:17
322,BRAIDYN WEBB,1322,03:54:43,18-34,93,Male,271,03:55:18
323,VAUGHAN BLACK,668,03:54:58,50-54,28,Male,272,03:55:19
324,JUSTIN CHEYNE,118,03:55:06,50-54,29,Male,273,03:55:21
325,FRASER BOWDEN,1386,03:55:24,18-34,94,Male,274,03:55:29
326,ROBYN LOVEWELL,296,03:55:03,45-49,8,Female,52,03:55:39
327,NICK MOSS,55,03:55:32,40-44,48,Male,275,03:55:44
328,SHANE CONNOLLY,44,03:55:44,65-69,6,Male,276,03:56:01
329,TONY COUGHLAN,126,03:55:44,50-54,30,Male,277,03:56:01
330,BRIAN MCVICKER,333,03:55:35,45-49,39,Male,278,03:56:01
331,DANIEL GILLOTT,40,03:55:49,40-44,49,Male,279,03:56:08
332,JAY DAVIES,1406,03:55:42,18-34,95,Male,280,03:56:10
333,GAVIN KEANE,363,03:55:56,55-59,17,Male,281,03:56:11
334,BRENDAN DOVE,1194,03:56:00,40-44,50,Male,282,03:56:20
335,JAMES JURY,1262,03:56:29,18-34,96,Male,283,03:56:45
336,TIM GIBBS,159,03:56:31,18-34,97,Male,284,03:56:51
337,BEN PRINCE-SAXON,353,03:56:31,18-34,98,Male,285,03:56:52
338,WAYNE KEMEYS,853,03:56:36,40-44,51,Male,286,03:56:57
339,ANDREW DEGROOT,553,03:56:57,18-34,99,Male,287,03:57:02
340,FRANK ERCEG,226,03:56:23,45-49,40,Male,288,03:57:08
341,LEN KAIO,570,03:57:10,18-34,100,Male,289,03:57:10
342,JASMINE WALDEN,489,03:56:53,18-34,18,Female,53,03:57:11
343,FLYNN RICHARDSON,1244,03:56:51,18-34,101,Male,290,03:57:14
344,BARNABAS COOK,1368,03:56:52,18-34,102,Male,291,03:57:16
345,FINN KARA,1174,03:57:13,18-34,103,Male,292,03:57:36
346,RYAN KEEGAN,754,03:57:22,35-39,35,Male,293,03:57:52
347,TROY TURRELL-DAVIES,1082,03:57:23,18-34,104,Male,294,03:57:52
348,ERICA CURD,1319,03:57:15,35-39,11,Female,54,03:57:53
349,SHAUN CAMPBELL,87,03:57:39,40-44,52,Male,295,03:57:55
350,MICHAELLA VOSS,1234,03:57:53,18-34,19,Female,55,03:58:04
351,SHANNON DE THIERRY,1285,03:57:49,18-34,20,Female,56,03:58:15
352,JJ JANG,1276,03:58:08,45-49,41,Male,296,03:58:19
353,NEVILLE MODLIN,1256,03:58:03,55-59,18,Male,297,03:58:24
354,SHAUN JORDAN,506,03:57:58,40-44,53,Male,298,03:58:27
355,PHILLIP LYLE,533,03:58:17,45-49,42,Male,299,03:58:35
356,DOMINIC WHYLE,398,03:58:25,45-49,43,Male,300,03:58:36
357,GEORGIA HILL,1004,03:58:12,18-34,21,Female,57,03:58:37
358,NICK TYLER,735,03:58:14,40-44,54,Male,301,03:58:38
359,STEVEN BERRY,153,03:58:23,40-44,55,Male,302,03:58:39
360,SEAN CRAWFORD,622,03:57:27,55-59,19,Male,303,03:58:40
361,THOMAS COUSINS,782,03:58:08,18-34,105,Male,304,03:58:43
362,PETER FRAWLEY,834,03:58:32,60-64,9,Male,305,03:58:45
