Position,Name,Time,Category,Category Position
517th,Robert Campbell,2:29:48,M 55-59,21st
518th,Isla Nixon,2:29:52,F 60-64,11th
519th,Carleen Gibbons,2:29:52,F 55-59,19th
520th,Maila Tawera,2:30:02,F 45-49,26th
521st,Laura Bebarfald,2:30:07,F 11-34,85th
522nd,David Benham,2:30:08,M 65-69,12th
523rd,Gordon Wells,2:30:09,M 60-64,18th
524th,Hannah Johnston,2:30:12,F 11-34,86th
525th,Brigid Van Heerden,2:30:19,F 35-39,29th
526th,Lily Sustekova,2:30:25,F 35-39,30th
527th,Toni Mills,2:30:30,F 40-44,30th
528th,Christiana Barker,2:30:30,F 35-39,31st
529th,Chris Davison,2:30:30,M 11-34,110th
530th,James Gordon,2:30:33,M 35-39,36th
531st,George Preddey,2:30:34,M 75-79,1st
532nd,Shayne Lyons,2:30:37,M 45-49,31st
533rd,Jessica Mayhead,2:31:02,F 11-34,87th
534th,Rachael Wright,2:31:07,F 11-34,88th
535th,Dick Breukink,2:31:24,M 60-64,19th
536th,Yuanfei Guo,2:31:46,F 11-34,89th
537th,Sonja Rose,2:32:11,F 11-34,90th
538th,Lisa Roberts,2:32:37,F 35-39,32nd
539th,Mikaela Wade,2:33:12,F 11-34,91st
540th,Kirsty McLaughlin,2:33:21,F 40-44,31st
541st,Dorothy Horrell,2:33:41,F 65-69,6th
542nd,Sue Byers,2:33:59,F 55-59,20th
543rd,John Morris,2:34:22,M 70-74,8th
544th,Billie-Jo Simmons,2:34:40,F 35-39,33rd
545th,Wendy Statham,2:34:47,F 35-39,34th
546th,Taryn Van Meygaarden,2:35:17,F 35-39,35th
547th,Jess Stratton-Tresidder,2:35:18,F 11-34,92nd
548th,Kathy Reichenbach,2:35:52,F 65-69,7th
549th,Denise Mills,2:35:59,F 45-49,27th
550th,Jo Allan,2:36:05,F 45-49,28th
551st,Robin Vant,2:36:16,M 70-74,9th
552nd,Vanessa Odom,2:36:17,F 35-39,36th
553rd,Pj Borell,2:36:42,M 35-39,37th
554th,Elnieke Gaffley,2:36:47,F 11-34,93rd
555th,Laura MacDonald,2:37:13,F 11-34,94th
556th,Greg Rieger,2:37:14,M 55-59,22nd
557th,Andrea Grindel,2:37:16,F 35-39,37th
558th,Jude Barback,2:37:18,F 35-39,38th
559th,Andre Jay,2:37:19,M 35-39,38th
560th,Callum Knox,2:37:19,M 11-34,111th
561st,Jon Pickford,2:37:20,M 40-44,33rd
562nd,Russell Rurehe,2:37:20,M 55-59,23rd
563rd,Vicky Armstrong,2:37:37,F 50-54,18th
564th,Christopher Matthews,2:38:00,M 45-49,32nd
565th,Carolyn Gilmour,2:38:45,F 40-44,32nd
566th,Gerard Murphy,2:38:45,M 55-59,24th
567th,Marsam Amigo,2:38:54,M 11-34,112th
568th,Boris Fejzagic,2:39:06,M 55-59,25th
569th,Rusty Mitton,2:39:27,F 60-64,12th
570th,Jazzman Nelson,2:39:45,M 11-34,113th
571st,Pamela Beazley,2:39:48,F 40-44,33rd
572nd,Nivarna Willis,2:39:58,F 11-34,95th
573rd,Memory Craig,2:39:58,F 55-59,21st
574th,Margaret Scholes,2:40:02,F 70-74,2nd
575th,Gail Husa,2:40:17,F 11-34,96th
576th,Geraldine Markham,2:40:21,F 50-54,19th
577th,Margaret Courtney,2:40:28,F 45-49,29th
578th,Gita Bhikha,2:40:35,F 60-64,13th
579th,Tanya Lankow,2:41:14,F 50-54,20th
580th,Britney Pilling,2:41:18,F 11-34,97th
581st,David Underwood,2:41:42,M 80-99,3rd
582nd,Aroha Koria,2:41:49,F 40-44,34th
583rd,Aidan Carson,2:41:49,M 11-34,114th
584th,Nicole Scobie,2:41:51,F 11-34,98th
585th,Derryn Strong,2:41:51,F 45-49,30th
586th,Ainsley Calderwood,2:42:08,F 11-34,99th
587th,Lillian Tioke,2:42:47,F 50-54,21st
588th,Megan Way,2:42:53,F 50-54,22nd
589th,Liz Sutherland,2:42:54,F 55-59,22nd
590th,Neil Stewart,2:43:12,M 11-34,115th
591st,Suzie Te Whaiti,2:43:20,F 40-44,35th
592nd,Hoana Forrester,2:43:20,F 40-44,36th
593rd,Jill Stewart,2:43:31,F 60-64,14th
594th,Avantika Gupta,2:44:03,F 11-34,100th
595th,Kirsty Christian,2:44:23,F 40-44,37th
596th,Janet Inglis,2:44:36,F 55-59,23rd
597th,Olivia Ogilvie,2:45:11,F 11-34,101st
598th,Wendy Weevers,2:45:13,F 65-69,8th
599th,Scott Brown,2:45:18,M 40-44,34th
600th,Eugene Kara,2:45:20,M 45-49,33rd
601st,Ursula Lawrence,2:45:31,F 50-54,23rd
602nd,Mereana Nickelchok,2:45:37,F 40-44,38th
603rd,Erin Knutson,2:45:42,F 35-39,39th
604th,Phil Knutson,2:45:43,M 40-44,35th
605th,Todd Lambie,2:45:49,M 11-34,116th
606th,Rebecca Nelson,2:45:50,F 11-34,102nd
607th,Hana Oh,2:45:56,F 11-34,103rd
608th,Ghaz Jabur,2:46:05,M 11-34,117th
609th,Emma Johnson,2:46:05,F 35-39,40th
610th,Hannah Tillman,2:46:08,F 11-34,104th
611th,Jennifer Hall,2:46:13,F 11-34,105th
612th,Dave Johnson,2:46:16,M 70-74,10th
613th,Lisa Pauling,2:46:22,F 45-49,31st
614th,Alyson Brown,2:46:28,F 50-54,24th
615th,Tui Keenan,2:46:34,F 35-39,41st
616th,Dee Horne,2:46:34,F 55-59,24th
617th,Gill Patterson,2:46:56,F 11-34,106th
618th,Nichola Emberson,2:46:59,F 11-34,107th
619th,Luca Kornelia Kosa,2:47:03,F 11-34,108th
620th,David Partington,2:47:23,F 11-34,109th
621st,Anna MacKay,2:47:24,F 11-34,110th
622nd,Mikaira Chaffey,2:47:46,M 11-34,118th
623rd,Annelise Greenfield,2:47:47,F 40-44,39th
624th,Alain Chase,2:47:48,F 11-34,111th
625th,Hine Nicholas,2:48:06,F 40-44,40th
626th,Kay Abayakoon,2:48:15,F 40-44,41st
627th,Brian Richardson,2:48:29,M 45-49,34th
628th,Ryan Pierce98,2:48:29,M 35-39,39th
629th,Wendy Richardson,2:48:30,F 35-39,42nd
630th,Monique Devereux,2:48:32,F 40-44,42nd
631st,Hiroyuki Toyama,2:48:42,M 50-54,37th
632nd,Sam Meade,2:49:04,F 11-34,112th
633rd,Katie Geary,2:49:17,F 35-39,43rd
634th,Alby Bott,2:49:25,M 40-44,36th
635th,Donna Sutton,2:49:46,F 45-49,32nd
636th,Barbara Fish,2:50:21,F 60-64,15th
637th,Bev Walker,2:50:23,F 45-49,33rd
638th,Stu Leslie,2:51:05,M 50-54,38th
639th,Tina Holmes,2:51:09,F 45-49,34th
640th,Keren Leslie,2:51:32,F 40-44,43rd
641st,Anna Walters,2:52:12,F 40-44,44th
642nd,Rui Xu,2:52:47,F 11-34,113th
643rd,Luanna George,2:53:05,F 50-54,25th
644th,Kim Jones,2:53:38,F 50-54,26th
645th,Nikki Smith,2:53:40,F 40-44,45th
646th,Vinnie Klein,2:54:12,F 40-44,46th
647th,Caren Donald,2:54:13,F 50-54,27th
648th,Victoria Wicks-Brown,2:54:13,F 45-49,35th
649th,Josie Calcott,2:54:13,F 40-44,47th
650th,Ronald Price,2:54:13,M 70-74,11th
651st,Becs Coss,2:54:16,F 35-39,44th
652nd,Harold Hillman,2:54:31,M 60-64,20th
653rd,Ellen Grimes,2:54:43,F 11-34,114th
654th,Patricia Eastmond,2:54:47,F 70-74,3rd
655th,Clint Bailey,2:55:38,M 45-49,35th
656th,Grant Baker,2:55:39,M 45-49,36th
657th,Jenny Hamilton,2:56:03,F 45-49,36th
658th,Henry Makene,2:57:28,M 50-54,39th
659th,Dawn Claydon,2:57:36,F 65-69,9th
660th,Emma Cunliffe,2:58:33,F 35-39,45th
661st,Ruth Bulger,2:58:39,F 40-44,48th
662nd,Seth McConchie,2:58:44,M 11-34,119th
663rd,Megan Hattingh,2:58:44,F 11-34,115th
664th,Nicole Ryburn,3:00:02,F 11-34,116th
665th,Hazel Hausman,3:00:53,F 55-59,25th
666th,Vicky Coffey,3:01:35,F 60-64,16th
667th,Emma Gibbs,3:02:18,F 45-49,37th
668th,Hine Elliott,3:02:23,F 11-34,117th
669th,Joanna Vattiprolu,3:02:26,F 11-34,118th
670th,Haroon Rasheed,3:02:40,M 11-34,120th
671st,Casey Shannon Smith,3:02:42,F 11-34,119th
672nd,Andy Cole,3:02:43,M 11-34,121st
673rd,Denis Griffin,3:02:43,M 80-99,4th
674th,Andrew Lorimer,3:02:52,M 40-44,37th
675th,Lyndsey Anselmi,3:03:08,F 50-54,28th
676th,Tania Te Riini-Ratu,3:03:31,F 45-49,38th
677th,Grant Berghan,3:03:42,M 60-64,21st
678th,Paula Broad,3:04:07,F 50-54,29th
679th,Shail Singh,3:05:02,F 11-34,120th
680th,Ryan Johnson,3:05:04,M 35-39,40th
681st,Sandy Bird,3:05:41,F 50-54,30th
682nd,Neil Bird,3:05:42,M 50-54,40th
683rd,Hariprasath Balakrishnan,3:05:43,M 11-34,122nd
684th,Shelley Hickman,3:06:13,F 40-44,49th
685th,Cheryl Reen,3:06:14,F 40-44,50th
686th,Craig Bennett,3:06:41,M 50-54,41st
687th,Kim Smith,3:06:43,F 45-49,39th
688th,Gary Brooking,3:06:47,M 70-74,12th
689th,Erin Murray,3:07:08,F 70-74,4th
690th,Marion Kelly,3:07:24,F 70-74,5th
691st,Ngahuia Ruaine,3:08:24,F 11-34,121st
692nd,Sue Gowan,3:08:24,F 50-54,31st
693rd,Moana Tapsell,3:08:29,F 50-54,32nd
694th,Noeleen Elder,3:08:47,F 70-74,6th
695th,Andrew Stanley,3:08:56,M 55-59,26th
696th,Marty Williams,3:09:06,M 65-69,13th
697th,Mike Wharton,3:09:12,M 55-59,27th
698th,Pankaj Patel,3:09:53,M 55-59,28th
699th,Judy Bradley,3:09:55,F 50-54,33rd
700th,Rose Harding,3:10:36,F 45-49,40th
701st,Pam Peacock,3:11:05,F 60-64,17th
702nd,Andrew Lee,3:11:40,M 11-34,123rd
703rd,Karen Amyes,3:11:44,F 50-54,34th
704th,Mana Hazel,3:12:05,M 40-44,38th
705th,Trelise Hazel,3:12:06,F 11-34,122nd
706th,T-J Munnik,3:12:57,F 40-44,51st
707th,Jo Durkin,3:14:08,F 55-59,26th
708th,Christine Clark,3:14:08,F 55-59,27th
709th,Alison Gill,3:14:14,F 50-54,35th
710th,Lisa McDowell,3:15:01,F 35-39,46th
711th,Emilee Wright,3:16:14,F 11-34,123rd
712th,Faith Tuhakaraina,3:18:24,F 50-54,36th
713th,Eddie Tuhakaraina,3:18:26,M 55-59,29th
714th,Hayley Clifford,3:18:49,F 11-34,124th
715th,Rachel Grunwell,3:18:57,F 40-44,52nd
716th,Tamati Pearse,3:18:58,M 11-34,124th
717th,Douglas Murphy,3:18:59,M 75-79,2nd
718th,Noeleen Maynard,3:18:59,F 55-59,28th
719th,Belinda Harris,3:19:03,F 45-49,41st
720th,Katrina Coles,3:19:04,F 60-64,18th
721st,Melissa Theobald,3:19:50,F 11-34,125th
722nd,Ian Hobman,3:19:50,M 45-49,37th
723rd,Jojo Inia,3:20:53,M 60-64,22nd
724th,Douglas Courtney,3:22:01,M 45-49,38th
725th,Sue Pinkney,3:22:22,F 50-54,37th
726th,Amanda Davey,3:22:23,F 55-59,29th
727th,Jo-Ann Anderson,3:22:31,F 60-64,19th
728th,Jubee Aldueza,3:23:10,F 35-39,47th
729th,Pauline Fitzsimmons,3:24:43,F 55-59,30th
730th,Rachael Jackson,3:26:50,F 11-34,126th
731st,Mary Hamill,3:27:10,F 55-59,31st
732nd,John Byett,3:28:23,M 80-99,5th
733rd,Sakthivel Muthusamy,3:28:29,M 35-39,41st
734th,Rosharn Keung,3:28:30,F 11-34,127th
735th,Vanessa Cochius,3:28:45,F 50-54,38th
736th,Gavin Cochius,3:28:45,M 55-59,30th
737th,Neil De Wit,3:28:45,M 55-59,31st
738th,David Sheehan,3:29:07,M 60-64,23rd
739th,Areta Kahu,3:29:08,F 55-59,32nd
740th,Stephen Stehlin,3:29:12,M 60-64,24th
741st,David Baker,3:29:19,M 35-39,42nd
742nd,Tara Fletcher,3:29:29,F 11-34,128th
743rd,Merania Howden,3:30:33,F 65-69,10th
744th,Hine Anderson,3:30:34,F 60-64,20th
745th,Jennie Hawker,3:31:17,F 35-39,48th
746th,Clasina Van Der Veeken,3:31:17,F 75-99,1st
747th,Liz Davies,3:31:17,F 55-59,33rd
748th,Pirihira Puata,3:31:27,F 40-44,53rd
749th,Titako Sili,3:33:05,M 11-34,125th
750th,Peter Horan,3:33:06,M 60-64,25th
751st,Rangi Inia,3:33:30,F 60-64,21st
752nd,Atawhai Gillies,3:33:40,F 11-34,129th
753rd,Theresa Rorason,3:34:04,F 11-34,130th
754th,Tamara Cook,3:36:33,F 11-34,131st
755th,Hana Atutahi,3:36:34,F 11-34,132nd
756th,Marshall Salvano,3:37:24,M 70-74,13th
757th,Wendy Bryant,3:37:37,F 40-44,54th
758th,Noema Williams,3:37:37,F 70-74,7th
759th,Tony Campbell,3:37:37,M 35-39,43rd
760th,Tane Walters,3:39:06,M 40-44,39th
761st,Jennifer Ng,3:39:15,F 11-34,133rd
762nd,Leigh Mills,3:39:15,M 11-34,126th
763rd,Kim Charity,3:39:22,F 35-39,49th
764th,Helen Packwood,3:39:59,F 45-49,42nd
765th,Trey Tatafu,3:40:00,M 11-34,127th
766th,Jesse Crawford,3:40:29,M 11-34,128th
767th,Angela Grunwell,3:40:52,F 40-44,55th
768th,Chrissie Aratema,3:40:53,F 50-54,39th
769th,Megan Sperry,3:40:53,F 40-44,56th
770th,Karen Morton,3:40:53,F 50-54,40th
771st,Stacy Whitehouse,3:40:54,F 50-54,41st
772nd,Vikki Pye,3:40:54,F 50-54,42nd
773rd,Sue Thomas,3:41:08,F 50-54,43rd
774th,Leanne Hinton,3:41:35,F 55-59,34th
775th,Tina Gupwell,3:41:35,F 55-59,35th
776th,Buffy Apirana,3:42:02,F 50-54,44th
777th,Patricia Schnauer,3:43:35,F 65-69,11th
778th,Collette Smith,3:44:42,F 50-54,45th
779th,Liisa Hulse,3:48:21,F 11-34,134th
780th,Linda Mills,3:49:09,F 55-59,36th
781st,Aroha Schuster,3:49:51,F 55-59,37th
782nd,Georgia Presenza,3:51:01,F 11-34,135th
783rd,Ashli Sinclair,3:51:05,F 11-34,136th
784th,Shaun Potaka,3:51:17,M 55-59,32nd
785th,Riaana Rameka,3:51:18,F 40-44,57th
786th,Alan Eustace,3:51:35,M 75-79,3rd
787th,Lisa Murray,3:56:29,F 45-49,43rd
788th,Laura Wieland,3:58:18,F 11-34,137th
789th,Victoria Lehman,3:58:19,F 11-34,138th
790th,Shiona Beale,3:58:19,F 11-34,139th
791st,Tim Jacobs,3:59:44,M 11-34,129th
792nd,Daniel Smith,3:59:45,M 11-34,130th
793rd,Tom Otene,4:04:19,M 70-74,14th
794th,Shelley Morgan,4:06:21,F 35-39,50th
795th,Helen Ng,4:06:23,F 35-39,51st
796th,Joan Bilbao,4:06:32,F 11-34,140th
797th,Mark Kenneth Garay,4:06:33,M 11-34,131st
798th,Beth Hickman,4:06:50,F 60-64,22nd
799th,Pipiana Brailey,4:11:29,F 40-44,58th
800th,Atutahi Potaka-Dewes,4:11:30,F 11-34,141st
801st,Carin Newbould,4:11:53,F 45-49,44th
802nd,Anne Valeli,4:13:56,F 60-64,23rd
803rd,Frank Hunt,4:14:34,M 70-74,15th
804th,Auroa Rikiti,4:14:43,F 40-44,59th
805th,Ida Brailey,4:14:43,F 65-69,12th
806th,Georgina Erana Davis,4:14:44,F 65-69,13th
807th,Miriam Munoz-Mckinney,4:19:46,F 40-44,60th
808th,Greg Munoz-Mckinney,4:19:47,M 40-44,40th
809th,Geneva Adams,4:21:06,F 45-49,45th
810th,Alice Gasnier,4:26:35,F 11-34,142nd
811th,Natalie Driscoll,4:43:04,F 11-34,143rd
812th,Renee Solomon,4:45:15,F 35-39,52nd
813th,Rikki Solomon,4:45:16,M 40-44,41st
814th,Mere Pasina,4:45:16,F 40-44,61st
815th,Lillian Leuluai,4:45:16,F 40-44,62nd
816th,Evelyn Lemalama,4:45:16,F 35-39,53rd
817th,Paula Johnston,4:45:17,F 40-44,63rd
818th,Rosie Walker,4:45:19,F 45-49,46th
819th,Nicole Haeata-Ruwhiu,4:45:21,F 50-54,46th
820th,Marilyn Otene,4:45:30,F 35-39,54th
821st,Kahurangi Ross,4:45:32,F 40-44,64th
822nd,Jim Douglas,4:50:48,M 80-99,6th
823rd,Randal Morris,4:50:49,M 70-74,16th
824th,Hinetara Robson,5:45:48,F 60-64,24th
825th,Vera Tupou,5:48:17,F 45-49,47th
826th,Kathryn Parker,6:22:41,F 55-59,38th
