Position,Name,Time,Category,Category Position
128th,Gavin Keane,3:34:57,Male 45 to 49,13th
129th,Clint Black,3:35:43,Male 40 to 44,20th
130th,Ralph Schroff,3:36:10,Male 50 to 54,7th
131st,Erik Hammarstrom,3:36:32,Male 40 to 44,21st
132nd,Olegario Gaspar,3:36:38,Male 45 to 49,14th
133rd,Shelley McKay,3:36:46,Female 40 to 44,4th
134th,Rochelle Youngson,3:36:54,Female 35 to 39,5th
135th,Wayne Gillard,3:36:58,Male 45 to 49,15th
136th,Kevin Craik,3:37:09,Male 40 to 44,22nd
137th,Mitchell O'Brien,3:37:15,Male 15 to 34,32nd
138th,Tom Francis,3:37:18,Male 15 to 34,33rd
139th,Kristen Gilbert,3:37:22,Female 40 to 44,5th
140th,Fraser McGougan,3:37:25,Male 35 to 39,28th
141st,Rob Stretch,3:37:56,Male 15 to 34,34th
142nd,Mike Hayes,3:38:04,Male 45 to 49,16th
143rd,David Dennis,3:38:07,Male 15 to 34,35th
144th,Andy Parsottam,3:38:13,Male 40 to 44,23rd
145th,Noel Merrick,3:38:31,Male 45 to 49,17th
146th,Brendon Bowler,3:38:36,Male 40 to 44,24th
147th,Tuahu Waretini-Thomas,3:38:46,Male 15 to 34,36th
148th,Shane Gee,3:38:59,Male 35 to 39,29th
149th,Hamish Boyle,3:39:01,Male 40 to 44,25th
150th,John Paynter,3:39:02,Male 60 to 64,6th
151st,Tsuneo Kihara,3:39:14,Male 55 to 59,8th
152nd,Martin Edwards,3:39:59,Male 45 to 49,18th
153rd,Dale Mar,3:40:20,Male 15 to 34,37th
154th,Betty Harp,3:40:21,Female 55 to 59,1st
155th,Christian Martin,3:40:33,Male 15 to 34,38th
156th,Nigel Corry,3:40:44,Male 45 to 49,19th
157th,James Allen,3:41:51,Male 15 to 34,39th
158th,Elliott O'Brien,3:42:00,Male 15 to 34,40th
159th,Duncan Leuchars,3:42:22,Male 40 to 44,26th
160th,Allan Shadbolt,3:42:27,Male 65 to 69,2nd
161st,Daniel Gapes,3:43:04,Male 45 to 49,20th
162nd,Michael Marnewick,3:43:11,Male 15 to 34,41st
163rd,Mark Sullivan,3:43:13,Male 40 to 44,27th
164th,Andreas Hagele,3:43:22,Male 50 to 54,8th
165th,Malcolm Chamberlin,3:43:25,Male 60 to 64,7th
166th,Debbie Skilton,3:43:37,Female 40 to 44,6th
167th,Murray Coombridge,3:43:38,Male 50 to 54,9th
168th,Chris Molloy,3:43:40,Male 50 to 54,10th
169th,Melissa Reid,3:43:41,Female 15 to 34,8th
170th,Regan Hannett,3:43:55,Male 15 to 34,42nd
171st,Julian Verstegen,3:44:01,Male 15 to 34,43rd
172nd,Cor Story,3:44:05,Male 60 to 64,8th
173rd,Wayne Pemberton,3:44:07,Male 40 to 44,28th
174th,Jamie Catton,3:44:11,Male 15 to 34,44th
175th,Sam Rossiter,3:44:18,Male 15 to 34,45th
176th,Luana Cox,3:44:23,Female 40 to 44,7th
177th,Pete Cordes,3:44:29,Male 40 to 44,29th
178th,Ian Rangitutia,3:44:36,Male 40 to 44,30th
179th,Robbie Bird,3:44:41,Male 40 to 44,31st
180th,Jude Barback,3:44:43,Female 15 to 34,9th
181st,Sally Aitken,3:44:59,Female 45 to 49,5th
182nd,Les Dobson,3:45:11,Male 55 to 59,9th
183rd,Andrew Smith,3:45:18,Male 45 to 49,21st
184th,Baden Bickers,3:45:29,Male 50 to 54,11th
185th,Chris Worth,3:45:43,Male 15 to 34,46th
186th,Eric Horwood,3:45:44,Male 55 to 59,10th
187th,Paul Nolan,3:45:55,Male 35 to 39,30th
188th,Neil Dreadon,3:46:01,Male 55 to 59,11th
189th,Hannes Louw,3:46:13,Male 55 to 59,12th
190th,Angela Brenton-Rule,3:46:18,Female 45 to 49,6th
191st,Jeremy Roberts,3:46:28,Male 40 to 44,32nd
192nd,Royce Madigan,3:46:43,Male 15 to 34,47th
193rd,Michael Cummins,3:46:52,Male 55 to 59,13th
194th,Debbie Robinson,3:46:53,Female 50 to 54,2nd
195th,Brad Booysen,3:46:57,Male 15 to 34,48th
196th,Nicolas Connolly,3:47:04,Male 15 to 34,49th
197th,Rachelle Manning,3:47:06,Female 35 to 39,6th
198th,Mac Ritchie,3:47:07,Male 15 to 34,50th
199th,Larissa Vaughan,3:47:09,Female 45 to 49,7th
200th,Hannah Buglass-Devereux,3:47:10,Female 35 to 39,7th
201st,Ingrid Frost,3:47:14,Female 45 to 49,8th
202nd,Bill Richardson,3:47:34,Male 60 to 64,9th
203rd,Chad Gillespie,3:47:48,Male 45 to 49,22nd
204th,Nyla Carroll,3:47:51,Female 50 to 54,3rd
205th,Gordon Clarke,3:48:25,Male 55 to 59,14th
206th,Jamie Billot,3:48:31,Male 35 to 39,31st
207th,Dayle Cheatley,3:48:39,Male 35 to 39,32nd
208th,Jason Hindrup,3:48:58,Male 40 to 44,33rd
209th,Olivier Lacoua,3:49:18,Male 45 to 49,23rd
210th,Clare Barratt-Wood,3:49:27,Female 15 to 34,10th
211th,Ken Moloney,3:49:41,Male 50 to 54,12th
212th,Jamie Farquhar,3:49:58,Male 35 to 39,33rd
213th,Gareth Coakley,3:50:01,Male 15 to 34,51st
214th,Nakita De Wit,3:50:19,Female 15 to 34,11th
215th,Kara Curphey,3:50:28,Female 45 to 49,9th
216th,Warwick Sisson,3:50:28,Male 50 to 54,13th
217th,Bridget Harris,3:50:32,Female 15 to 34,12th
218th,Andrew De L'Isle,3:50:38,Male 50 to 54,14th
219th,Letha Whitham,3:50:51,Female 15 to 34,13th
220th,Leona Mazengarb,3:51:02,Female 55 to 59,2nd
221st,Relda Matthews,3:51:13,Female 45 to 49,10th
222nd,Emma Lee,3:51:20,Female 45 to 49,11th
223rd,Simon King,3:52:04,Male 45 to 49,24th
224th,Keith Gilchrist,3:52:17,Male 45 to 49,25th
225th,Alex (macca) McKenzie,3:52:19,Male 55 to 59,15th
226th,Aaron Eruera,3:52:24,Male 50 to 54,15th
227th,Phillippa Harris,3:52:32,Female 15 to 34,14th
228th,Colin Stewart,3:52:35,Male 45 to 49,26th
229th,Wayne Martin,3:52:40,Male 45 to 49,27th
230th,Bresson Llewell,3:52:54,Male 40 to 44,34th
231st,Chris Horrocks,3:53:04,Male 35 to 39,34th
232nd,Kevin Willers,3:53:08,Male 40 to 44,35th
233rd,Joymarie Robertson,3:53:10,Female 15 to 34,15th
234th,Edwin Robertson,3:53:10,Male 15 to 34,52nd
235th,Robert Rickerby,3:53:13,Male 40 to 44,36th
236th,Alister Duncan,3:53:21,Male 50 to 54,16th
237th,Todd Hubbard,3:53:22,Male 40 to 44,37th
238th,Alison Kirkby,3:53:44,Female 15 to 34,16th
239th,Leonie Smith,3:53:53,Female 40 to 44,8th
240th,Paul Agnew,3:54:01,Male 35 to 39,35th
241st,Josh Hedley,3:54:06,Male 15 to 34,53rd
242nd,Bronwyn McKeage,3:54:23,Female 40 to 44,9th
243rd,Thomas Willis,3:54:35,Male 15 to 34,54th
244th,Irene Ferguson,3:54:37,Female 35 to 39,8th
245th,Steve Wattam,3:54:38,Male 15 to 34,55th
246th,Nicholai Bird,3:54:46,Male 15 to 34,56th
247th,Patrick White,3:54:48,Male 50 to 54,17th
248th,Charlie Moore,3:54:52,Male 60 to 64,10th
249th,Denis Cannon,3:54:56,Male 40 to 44,38th
250th,Bryn Hofmann,3:54:57,Male 35 to 39,36th
251st,Nerieda Edmeades,3:54:59,Female 35 to 39,9th
252nd,Russell Wood,3:55:10,Male 55 to 59,16th
253rd,Timothy Gibbs,3:55:15,Male 15 to 34,57th
254th,Geoff Lewin,3:55:28,Male 15 to 34,58th
255th,Vijay Srinivasan,3:55:32,Male 35 to 39,37th
256th,Leroy Golaboski,3:55:36,Male 40 to 44,39th
257th,Jaclyn Lee,3:55:41,Female 15 to 34,17th
258th,Natalie Miedema,3:55:54,Female 15 to 34,18th
259th,Brian Barach,3:55:59,Male 65 to 69,3rd
260th,Peter Kennedy,3:56:00,Male 60 to 64,11th
261st,Evan Primmer,3:56:00,Male 60 to 64,12th
262nd,Shane Cleaver,3:56:06,Male 15 to 34,59th
263rd,Andrew Smith,3:56:08,Male 50 to 54,18th
264th,Craig Lay,3:56:19,Male 15 to 34,60th
265th,Michael Wagg,3:56:23,Male 50 to 54,19th
266th,Denise Adams,3:56:36,Female 60 to 64,1st
267th,Mathew Scott,3:56:49,Male 15 to 34,61st
268th,Michael Simons,3:56:51,Male 55 to 59,17th
269th,Andy Connor,3:57:04,Male 40 to 44,40th
270th,Lincoln Nicholls,3:57:07,Male 40 to 44,41st
271st,Samuel Lowden,3:57:25,Male 15 to 34,62nd
272nd,Jonathan Cowley,3:57:46,Male 35 to 39,38th
273rd,Tim Carroll,3:57:50,Male 45 to 49,28th
274th,David Green,3:57:57,Male 60 to 64,13th
275th,Tony Coombe,3:58:15,Male 50 to 54,20th
276th,Steven Slarke,3:58:28,Male 45 to 49,29th
277th,Richard Samways,3:58:30,Male 15 to 34,63rd
278th,Louise Guest,3:58:38,Female 15 to 34,19th
279th,Megan McPherson,3:58:41,Female 15 to 34,20th
280th,Neal Cleary,3:58:52,Male 55 to 59,18th
281st,Philip Lehrke,3:58:55,Male 45 to 49,30th
282nd,Conrad Langridge,3:59:01,Male 40 to 44,42nd
283rd,Joshua Barrett,3:59:02,Male 15 to 34,64th
284th,Jenny Langrish,3:59:03,Female 40 to 44,10th
285th,Dan Harrison,3:59:16,Male 35 to 39,39th
286th,Scott Curran,3:59:42,Male 45 to 49,31st
287th,Nicki Chen,3:59:55,Male 35 to 39,40th
288th,Allan Perez,4:00:25,Male 55 to 59,19th
289th,Jim Morrow,4:00:32,Male 65 to 69,4th
290th,Scott Ambridge,4:00:54,Male 45 to 49,32nd
291st,Pete Hardegger,4:01:01,Male 45 to 49,33rd
292nd,Richard Bedford,4:01:01,Male 45 to 49,34th
293rd,Aidan Richards,4:01:17,Male 15 to 34,65th
294th,Andrew Capel,4:01:18,Male 40 to 44,43rd
295th,Joanne Wynne,4:01:42,Female 50 to 54,4th
296th,Monique Davey,4:02:09,Female 15 to 34,21st
297th,Peter Parker,4:02:12,Male 50 to 54,21st
298th,Haydon Sievwright,4:02:33,Male 15 to 34,66th
299th,Ben Marino,4:02:47,Male 35 to 39,41st
300th,Sam Heslin,4:03:43,Male 15 to 34,67th
301st,Deborah Gamman,4:03:47,Female 15 to 34,22nd
302nd,Greg Parker,4:03:48,Male 45 to 49,35th
303rd,Conor Morrison,4:03:54,Male 15 to 34,68th
304th,Brian Halford,4:03:57,Male 45 to 49,36th
305th,Paulette Coombes,4:03:59,Female 40 to 44,11th
306th,Daniel McGuire,4:04:08,Male 40 to 44,44th
307th,Johan Munnik,4:04:16,Male 45 to 49,37th
308th,Albie Jane,4:04:29,Male 60 to 64,14th
309th,Isit Windy,4:04:32,Male 15 to 34,69th
310th,Tenison Butcher,4:04:54,Male 40 to 44,45th
311th,Sarah Sinclair,4:04:57,Female 40 to 44,12th
312th,Richard Winterburn,4:04:59,Male 45 to 49,38th
313th,Liam Gibson,4:04:59,Male 15 to 34,70th
314th,Catherine Quin,4:04:59,Female 40 to 44,13th
315th,Nicola Bax,4:05:01,Female 15 to 34,23rd
316th,Rebecca Bailey,4:05:04,Female 35 to 39,10th
317th,Ben Reynolds,4:05:06,Male 40 to 44,46th
318th,Paul Cooper,4:05:11,Male 45 to 49,39th
319th,Rick Federkeil,4:05:56,Male 35 to 39,42nd
320th,Daniel Reynolds,4:06:11,Male 45 to 49,40th
321st,Denis Lewis,4:06:12,Male 60 to 64,15th
322nd,Renaee Clark,4:06:17,Female 40 to 44,14th
323rd,Zaheerodin Bhikoo,4:06:44,Male 35 to 39,43rd
324th,Elizabeth Reardon,4:07:04,Female 35 to 39,11th
325th,David Badman,4:07:07,Male 35 to 39,44th
326th,Steven Francis,4:07:16,Male 45 to 49,41st
327th,Sandy Hall,4:07:32,Male 40 to 44,47th
328th,Shane Stratton,4:07:40,Male 45 to 49,42nd
329th,Robert Aikman,4:07:52,Male 55 to 59,20th
330th,Jonathan Sharp,4:07:58,Male 15 to 34,71st
331st,Duncan McAdam,4:08:01,Male 45 to 49,43rd
332nd,Graeme Fry,4:08:15,Male 15 to 34,72nd
333rd,Michael Dixon,4:08:31,Male 50 to 54,22nd
334th,Jaime Stevenson,4:08:37,Female 35 to 39,12th
335th,Veronica McNaughton,4:08:38,Female 40 to 44,15th
336th,Dan Bond,4:08:50,Male 40 to 44,48th
337th,Andrew Gordon,4:08:58,Male 60 to 64,16th
338th,Jason Win,4:09:15,Male 45 to 49,44th
339th,Bruce Easton,4:09:21,Male 60 to 64,17th
340th,Clint Van Der Mescht,4:09:22,Male 40 to 44,49th
341st,Dean Wood,4:09:23,Male 40 to 44,50th
342nd,Tracey Sims,4:09:31,Female 45 to 49,12th
343rd,Naomi McRae,4:09:34,Female 15 to 34,24th
344th,Damon Aramakutu,4:09:35,Male 45 to 49,45th
345th,Stephen Fisher,4:09:43,Male 45 to 49,46th
346th,Garth Fairbairn,4:09:52,Male 60 to 64,18th
347th,Diego Canepa,4:09:54,Male 35 to 39,45th
348th,John Vazey,4:09:55,Male 45 to 49,47th
349th,Caroline McGuinness,4:10:03,Female 15 to 34,25th
350th,Anthony Mitchelson,4:10:12,Male 40 to 44,51st
351st,Tina Kearns,4:10:26,Female 35 to 39,13th
352nd,Andrew Hawke,4:10:44,Male 40 to 44,52nd
353rd,Sarah Demchy,4:10:54,Female 15 to 34,26th
354th,Helen Adams,4:11:21,Female 55 to 59,3rd
355th,Kirk Houghton,4:11:55,Male 45 to 49,48th
356th,Keith Scholes,4:12:00,Male 65 to 69,5th
357th,Brenden Hall,4:12:01,Male 40 to 44,53rd
358th,Sheree Horvath,4:12:05,Female 35 to 39,14th
359th,Gareth Hodges,4:12:22,Male 15 to 34,73rd
360th,Steve Hurihanganui,4:12:26,Male 50 to 54,23rd
361st,Cristiano De Martin,4:12:34,Male 45 to 49,49th
362nd,Lloyd Vivian,4:12:45,Male 55 to 59,21st
363rd,Melissa McMullen,4:13:26,Female 35 to 39,15th
364th,Darryl Robson,4:13:37,Male 50 to 54,24th
365th,Matt Ansley,4:13:39,Male 15 to 34,74th
366th,Ed Meijer,4:14:01,Male 55 to 59,22nd
367th,Tim Togiatama,4:14:09,Male 45 to 49,50th
368th,Laura Sill,4:14:19,Female 15 to 34,27th
369th,Marty Finch,4:14:46,Male 60 to 64,19th
370th,Paul Kelleher,4:14:48,Male 40 to 44,54th
371st,Julie McMillin,4:14:58,Female 45 to 49,13th
372nd,Natalie Hunt,4:14:58,Female 35 to 39,16th
373rd,Roger Donnell,4:14:58,Male 65 to 69,6th
374th,Andy Willmott,4:15:08,Male 45 to 49,51st
375th,Regan Gee,4:15:24,Male 35 to 39,46th
376th,Calvin Clark,4:15:52,Male 15 to 34,75th
377th,Wayne Smyth,4:15:53,Male 55 to 59,23rd
378th,Carla Penman,4:16:17,Female 15 to 34,28th
379th,Jacqui Shakes,4:16:30,Female 15 to 34,29th
380th,Laura Richmond,4:16:32,Female 35 to 39,17th
381st,Jen Clemas,4:16:38,Female 40 to 44,16th
382nd,David Remmerswaal,4:16:46,Male 15 to 34,76th
383rd,Terry Elliot,4:16:49,Male 45 to 49,52nd
384th,Julie Francis,4:17:10,Female 50 to 54,5th
385th,William Tervoort,4:17:15,Male 45 to 49,53rd
386th,Paul Schollum,4:17:23,Male 45 to 49,54th
387th,Galina Millar,4:17:28,Female 50 to 54,6th
388th,Elisabeth Henderson,4:17:31,Female 15 to 34,30th
389th,Kim Sutton,4:17:34,Female 35 to 39,18th
390th,Mike Hos,4:17:40,Male 45 to 49,55th
391st,Graeme Tindall,4:17:41,Male 40 to 44,55th
392nd,Elaine Collins,4:17:45,Female 15 to 34,31st
393rd,Paul Tucker,4:17:51,Male 45 to 49,56th
394th,Craig Murphy,4:17:54,Male 40 to 44,56th
395th,Konstanze Rueger,4:17:55,Female 15 to 34,32nd
396th,Michael Rothe,4:17:55,Male 35 to 39,47th
397th,Christelle Vickers,4:18:01,Female 40 to 44,17th
398th,Mark Hall,4:18:04,Male 45 to 49,57th
399th,Pietro Cariga,4:18:10,Male 45 to 49,58th
400th,Gah Chan,4:18:26,Male 45 to 49,59th
401st,Deborah Young,4:18:34,Female 15 to 34,33rd
402nd,Kelly George,4:18:41,Female 15 to 34,34th
403rd,Chelsea Bain,4:18:45,Female 15 to 34,35th
404th,Sandra Bird,4:19:00,Female 45 to 49,14th
405th,Stephen Parkes,4:19:01,Male 15 to 34,77th
406th,Catherine Nixon,4:19:09,Female 60 to 64,2nd
407th,Jim Newbould,4:19:13,Male 40 to 44,57th
408th,Rachael Walker,4:19:25,Female 35 to 39,19th
409th,Graeme Richardson,4:19:32,Male 55 to 59,24th
410th,Michael Dall,4:19:33,Male 40 to 44,58th
411th,Mignon Stevenson,4:19:54,Female 60 to 64,3rd
412th,Darrin Heaven,4:20:15,Male 50 to 54,25th
413th,Kelly Stevens,4:20:43,Female 45 to 49,15th
414th,Fleur Cutfield,4:20:47,Female 15 to 34,36th
415th,Larry Bradley,4:20:58,Male 55 to 59,25th
416th,David Wackrow,4:21:06,Male 50 to 54,26th
417th,David Durnin,4:21:07,Male 50 to 54,27th
418th,Jason White,4:21:11,Male 15 to 34,78th
419th,Chris White,4:21:25,Male 45 to 49,60th
420th,Michael Drumm,4:21:45,Male 15 to 34,79th
421st,Courtney Read,4:21:49,Female 15 to 34,37th
422nd,Mark Gray,4:21:53,Male 55 to 59,26th
423rd,Ronald Espellarga,4:22:05,Male 40 to 44,59th
424th,Steve Bradley,4:22:06,Male 50 to 54,28th
425th,Arturo Pingol,4:22:09,Male 55 to 59,27th
426th,Cyril Pakula,4:22:26,Male 35 to 39,48th
427th,Jonathan Easthope,4:22:26,Male 45 to 49,61st
428th,Mckenzie Spain,4:22:32,Male 15 to 34,80th
429th,Sarah Edmonds,4:22:36,Female 55 to 59,4th
430th,Shayne Hossack,4:22:37,Male 35 to 39,49th
431st,Amy Bray,4:22:37,Female 15 to 34,38th
432nd,Mike Bray,4:22:40,Male 55 to 59,28th
433rd,Steve Manunui,4:22:44,Male 45 to 49,62nd
434th,Paul West,4:22:56,Male 40 to 44,60th
435th,Mike Prentice,4:22:58,Male 35 to 39,50th
436th,Michael Buenaflor,4:23:18,Male 35 to 39,51st
437th,Liz Ireland,4:23:20,Female 50 to 54,7th
438th,Lemi Si'Itia,4:23:31,Male 35 to 39,52nd
439th,Michael Famularo,4:23:31,Male 65 to 69,7th
440th,John O'Sullivan,4:23:32,Male 40 to 44,61st
441st,Susannah O'Sullivan,4:23:32,Female 45 to 49,16th
442nd,Keith Walmsley,4:23:38,Male 45 to 49,63rd
443rd,Jason Buckley,4:24:19,Male 45 to 49,64th
444th,Josie Grover,4:24:23,Female 15 to 34,39th
445th,Sakamoto Kazuya,4:24:47,Male 15 to 34,81st
446th,Steve Pile,4:24:50,Male 45 to 49,65th
447th,Charles Galpin,4:24:52,Male 15 to 34,82nd
448th,Karen Crossley,4:24:54,Female 50 to 54,8th
449th,Steven Odonnell,4:25:15,Male 15 to 34,83rd
450th,Craig (spud) Crosse,4:25:29,Male 40 to 44,62nd
451st,Hugh Jellie,4:25:42,Male 60 to 64,20th
452nd,Darryl Rhodes,4:25:43,Male 55 to 59,29th
453rd,Tim Stokes,4:25:48,Male 45 to 49,66th
454th,Jim Barber,4:25:49,Male 40 to 44,63rd
455th,Gayle Kaiwai,4:26:06,Female 55 to 59,5th
456th,Kim Dirks,4:26:44,Female 45 to 49,17th
457th,Ian Brailsford,4:26:46,Male 50 to 54,29th
458th,Haruhiko Saito,4:26:52,Male 45 to 49,67th
459th,Sam Bowden,4:27:06,Male 40 to 44,64th
460th,Hitomi Honey,4:27:17,Female 40 to 44,18th
461st,Ross Cartwright,4:27:28,Male 45 to 49,68th
462nd,Monica Fraser,4:27:28,Female 45 to 49,18th
463rd,Rachel Watt,4:27:53,Female 45 to 49,19th
464th,Gordon Lynch,4:27:54,Male 60 to 64,21st
465th,David Kirk,4:27:56,Male 55 to 59,30th
466th,Graham Poppelwell,4:28:04,Male 50 to 54,30th
467th,Willie Hamilton,4:28:13,Male 15 to 34,84th
