Position,Name,Time,Category,Category Position
174th,Michele Allison,3:47:05,F 65-69,1st
175th,Nicholas Wellwood,3:47:16,M 16-34,31st
176th,Ruan Malan,3:47:28,M 16-34,32nd
177th,Tanya Lavington,3:47:38,F 55-59,2nd
178th,Rui Ma,3:47:53,F 55-59,3rd
179th,Bryn Corkery,3:47:56,M 40-44,34th
180th,Jannie Jacobs,3:48:09,M 35-39,30th
181st,Phillip Curtis,3:48:37,M 65-69,1st
182nd,Joshua Brown,3:48:49,M 16-34,33rd
183rd,Michael Van Zijl,3:48:54,M 16-34,34th
184th,James Hunt,3:48:56,M 60-64,7th
185th,Betty Harp,3:49:26,F 60-64,1st
186th,Francois Dudouit,3:49:45,M 55-59,10th
187th,Sam Robertson,3:50:07,M 35-39,31st
188th,Rob Jefferson,3:50:13,M 55-59,11th
189th,Ian Fearnside,3:50:24,M 50-54,15th
190th,Samuel James Scott,3:50:48,M 35-39,32nd
191st,Richard Bedford,3:51:11,M 50-54,16th
192nd,Hamish Martin,3:51:12,M 40-44,35th
193rd,Ohhyun Kim,3:51:37,M 40-44,36th
194th,Robert Walker,3:51:53,M 35-39,33rd
195th,Adrian Fitzgerald,3:52:05,M 45-49,28th
196th,Rebecca Bailey,3:52:46,F 40-44,4th
197th,Sarah Revell-Dennett,3:52:48,F 16-34,8th
198th,Doug Pankhurst,3:52:55,M 65-69,2nd
199th,Justyna Blajerska,3:52:57,F 35-39,8th
200th,Will Rouse,3:53:08,M 45-49,29th
201st,Jeff Yee,3:53:30,M 40-44,37th
202nd,Stuart Jones,3:54:02,M 45-49,30th
203rd,Michaella Harris,3:54:20,F 16-34,9th
204th,Colin Davis,3:54:22,M 50-54,17th
205th,Tony Coombe,3:54:31,M 55-59,12th
206th,Magrietjie Pelser,3:54:47,F 16-34,10th
207th,Hamish Shearer,3:54:58,M 16-34,35th
208th,Flynn Richardson,3:55:28,M 16-34,36th
209th,Warrick Joe,3:55:30,M 45-49,31st
210th,Sam Stenson,3:55:31,M 16-34,37th
211th,Rob Bevan,3:55:38,M 40-44,38th
212th,Adam Wg Baird,3:55:40,M 35-39,34th
213th,Relda Matthews,3:55:48,F 50-54,3rd
214th,Rollo England,3:55:52,M 16-34,38th
215th,Tim Gibbs,3:55:55,M 16-34,39th
216th,Michael Simons,3:55:56,M 60-64,8th
217th,Martin Fey,3:56:12,M 50-54,18th
218th,Justin Vos,3:56:16,M 16-34,40th
219th,John Molloy,3:56:17,M 35-39,35th
220th,Luke Jensen,3:56:29,M 40-44,39th
221st,Sian Twiddy,3:56:45,F 45-49,5th
222nd,Hayden Bell,3:56:49,M 35-39,36th
223rd,Dave Turner,3:56:49,M 50-54,19th
224th,Scott Gee,3:56:50,M 16-34,41st
225th,Taegan Baxter,3:56:54,F 16-34,11th
226th,Cristian Aguila,3:56:54,M 45-49,32nd
227th,Annie McCabe,3:57:12,F 45-49,6th
228th,Michael Addidle,3:57:13,M 45-49,33rd
229th,David Dudley,3:57:13,M 50-54,20th
230th,James Goodger,3:57:14,M 16-34,42nd
231st,Fred Mwila,3:57:16,M 50-54,21st
232nd,Charles Navarro,3:57:20,M 16-34,43rd
233rd,Tim Carroll,3:57:21,M 50-54,22nd
234th,Harrison Sanders,3:57:23,M 16-34,44th
235th,Jodi Brown,3:57:30,F 50-54,4th
236th,Karl Mossong,3:57:30,M 35-39,37th
237th,Alexandra Tully,3:57:46,F 16-34,12th
238th,Jesse Bird,3:57:49,M 16-34,45th
239th,Ash Pari,3:57:50,M 16-34,46th
240th,Mike Richdale,3:58:03,M 40-44,40th
241st,Shanaka Sarathchandra,3:58:03,M 40-44,41st
242nd,Joshua McLaren,3:58:07,M 40-44,42nd
243rd,Russell Clarke,3:58:17,M 35-39,38th
244th,Keith Gilchrist,3:58:27,M 50-54,23rd
245th,Hugh Blackburne,3:58:28,M 16-34,47th
246th,Jackie Robertson,3:58:30,F 40-44,5th
247th,Paul Berry,3:58:31,M 65-69,3rd
248th,Pete Cordes,3:58:31,M 45-49,34th
249th,Deen Abu Bakar,3:58:32,M 45-49,35th
250th,Huw McKinlay,3:58:34,M 40-44,43rd
251st,Kin Salayon,3:58:35,M 35-39,39th
252nd,Andrew Burke,3:58:41,M 40-44,44th
253rd,Paul Sussman,3:58:43,M 50-54,24th
254th,Shelley McKay,3:58:47,F 45-49,7th
255th,Janice McConnell,3:58:49,F 50-54,5th
256th,Eugene Bingham,3:58:50,M 45-49,36th
257th,Clodagh Saxton,3:59:08,F 16-34,13th
258th,Ricky Silvester,3:59:23,M 40-44,45th
259th,Regan Gee,3:59:36,M 40-44,46th
260th,Mark Harman,3:59:47,M 40-44,47th
261st,Leona Mazengarb,4:00:10,F 60-64,2nd
262nd,Andrey Dementyev,4:01:29,M 16-34,48th
263rd,Josh Taylor,4:01:36,M 16-34,49th
264th,Brendan Bell,4:01:53,M 55-59,13th
265th,Louise Trevena,4:01:55,F 16-34,14th
266th,Jim Bartley,4:02:17,M 60-64,9th
267th,Daniel Baker,4:02:17,M 70-74,2nd
268th,Christopher O'Riley,4:03:31,M 35-39,40th
269th,Bao Tang,4:03:35,M 55-59,14th
270th,Alice Adiwinata,4:03:40,F 40-44,6th
271st,Lisa Ensor,4:03:49,F 45-49,8th
272nd,Paul Johnson,4:04:32,M 50-54,25th
273rd,Petar Bodor,4:05:15,M 40-44,48th
274th,Liam Fitzgerald,4:05:20,M 16-34,50th
275th,David Wackrow,4:05:57,M 55-59,15th
276th,Mark Dickson,4:06:00,M 45-49,37th
277th,Rosie Argyle,4:06:24,F 16-34,15th
278th,Dave Williams,4:06:28,M 40-44,49th
279th,Andrew Maguire,4:06:38,M 35-39,41st
280th,Nik Andre,4:06:43,M 55-59,16th
281st,Bronwyn Rofe,4:07:02,F 55-59,4th
282nd,Tanika Brown,4:07:14,F 16-34,16th
283rd,Jackie Healey,4:07:20,F 45-49,9th
284th,Chantalle Conwell,4:07:29,F 16-34,17th
285th,Dany Dentith,4:07:30,M 35-39,42nd
286th,Piet Verburg,4:07:32,M 60-64,10th
287th,Gerrit Luijken,4:07:45,M 40-44,50th
288th,Ray Shin,4:07:47,M 16-34,51st
289th,Nadia Naude,4:08:03,F 16-34,18th
290th,Les Dobson,4:08:32,M 60-64,11th
291st,Jacinta Bulloch,4:08:51,F 40-44,7th
292nd,Zongkai Wang,4:08:56,M 35-39,43rd
293rd,Damian Baucke,4:09:03,M 50-54,26th
294th,Jacqueline Kemp,4:09:16,F 50-54,6th
295th,Katene McManus,4:09:44,M 16-34,52nd
296th,Malcolm Chamberlin,4:10:13,M 65-69,4th
297th,Sandie Johansen,4:10:28,F 50-54,7th
298th,Ian Saldanha,4:10:57,M 35-39,44th
299th,Nicolene Robinson,4:11:07,F 16-34,19th
300th,Tom Igusa,4:11:07,M 40-44,51st
301st,Rikus Janse Van Rensburg,4:11:08,M 16-34,53rd
302nd,Amy Neilson,4:11:11,F 35-39,9th
303rd,Jonathan Bell,4:11:26,M 40-44,52nd
304th,Brendon Ojala,4:11:26,M 50-54,27th
305th,Maurie Abraham,4:11:33,M 60-64,12th
306th,Nic Van Der Vlerk,4:11:43,F 35-39,10th
307th,Chris Ray,4:11:51,M 70-74,3rd
308th,James Tunnicliffe,4:11:52,M 16-34,54th
309th,William Gray,4:12:09,M 16-34,55th
310th,Christo Janse Van Rensburg,4:12:31,M 35-39,45th
311th,Jack Larsen,4:12:36,M 16-34,56th
312th,Jason Gerritz,4:12:42,M 40-44,53rd
313th,Phillip Sprules,4:12:42,M 50-54,28th
314th,Donni Smythe,4:12:46,F 40-44,8th
315th,Richard Bright,4:12:49,M 70-74,4th
316th,Stephan Knapp,4:13:16,M 16-34,57th
317th,Ralph Schroff,4:13:21,M 55-59,17th
318th,Jack Thompson,4:13:31,M 16-34,58th
319th,Richard Evans,4:13:37,M 50-54,29th
320th,Perenara O'Connell,4:13:39,M 35-39,46th
321st,Jacob Weber,4:13:44,M 40-44,54th
322nd,Andy Chen,4:13:45,M 35-39,47th
323rd,Amy Johns,4:13:58,F 40-44,9th
324th,Bevan Hand,4:14:10,M 40-44,55th
325th,Natasja Beuck,4:14:33,F 45-49,10th
326th,Michael Jenkinson,4:14:52,M 50-54,30th
327th,Ian Rangitutia,4:15:00,M 45-49,38th
328th,Yong Zhang,4:15:08,M 50-54,31st
329th,Zhi Xiong Tang,4:15:08,M 55-59,18th
330th,Scott Curran,4:15:16,M 50-54,32nd
331st,Debbie Robinson,4:15:52,F 55-59,5th
332nd,Jon Fahlander,4:16:19,M 45-49,39th
333rd,James Mc Ilvar,4:16:33,M 40-44,56th
334th,Maddock Price,4:16:44,M 16-34,59th
335th,Gerwyn Woods,4:17:05,M 35-39,48th
336th,Ennis Young,4:17:08,M 50-54,33rd
337th,Jacob Kendrew,4:17:32,M 16-34,60th
338th,Jorge Cussianovich,4:17:32,M 40-44,57th
339th,Mike Duckett,4:17:43,M 50-54,34th
340th,Gordon Clarke,4:18:08,M 60-64,13th
341st,Anja Roemer,4:18:10,F 16-34,20th
342nd,Nakita Ardern,4:18:48,F 16-34,21st
343rd,Brian Barach,4:19:10,M 70-74,5th
344th,Adam Paterson,4:19:13,M 16-34,61st
345th,Peter Parker,4:19:52,M 55-59,19th
346th,Ben Van Meygaarden,4:20:01,M 40-44,58th
347th,Andrew McCulley,4:20:08,M 35-39,49th
348th,Hugo Geddes,4:20:09,M 35-39,50th
349th,Andrew Gordon,4:20:34,M 65-69,5th
350th,Craig Pringle,4:20:46,M 55-59,20th
351st,Pietro Cariga,4:21:07,M 50-54,35th
352nd,Courtney Sloane,4:21:27,F 16-34,22nd
353rd,Emma Lane,4:21:27,F 16-34,23rd
354th,Josh Yong,4:21:29,M 16-34,62nd
355th,Sarah Parry-Crooke,4:21:40,F 35-39,11th
356th,Larry Bradley,4:22:43,M 60-64,14th
357th,Wayne Martin,4:23:25,M 50-54,36th
358th,Steve Webb,4:23:46,M 50-54,37th
359th,Tom Underwood,4:23:49,M 60-64,15th
360th,T.c. Chadderton,4:23:51,M 55-59,21st
361st,Ivy Lu,4:24:02,F 40-44,10th
362nd,Nichola McMahon,4:24:07,F 50-54,8th
363rd,Sandra Bird,4:24:10,F 50-54,9th
364th,Barnabas Cook,4:24:11,M 16-34,63rd
365th,Catherine Quin,4:25:02,F 45-49,11th
366th,Matthew Barrowclough,4:25:05,M 16-34,64th
367th,Kelsey Waters,4:25:15,F 35-39,12th
368th,Liz Ireland,4:25:19,F 55-59,6th
369th,Rayden Stewart,4:25:32,M 45-49,40th
370th,David Green,4:25:46,M 65-69,6th
371st,Michelle Parker,4:25:48,F 45-49,12th
372nd,Zeb Meehan,4:26:00,M 16-34,65th
373rd,Craig Stephenson,4:26:04,M 35-39,51st
374th,Sali Pearson,4:26:26,F 40-44,11th
375th,Drew Matthes,4:26:50,M 50-54,38th
376th,Steve Monks,4:26:51,M 45-49,41st
377th,Monika Ko,4:27:12,F 16-34,24th
378th,David O'Hagan,4:27:17,M 45-49,42nd
379th,Hitomi Honey,4:27:19,F 45-49,13th
380th,Caoimhe Hearne,4:27:28,F 16-34,25th
381st,Hamish Hay,4:27:36,M 40-44,59th
382nd,Terrence Perumal,4:27:41,M 45-49,43rd
383rd,Graeme Tindall,4:27:42,M 45-49,44th
384th,Hilary Hopkinson,4:27:50,F 55-59,7th
385th,Garren Espin,4:27:51,M 16-34,66th
386th,Daniel Hooper,4:28:56,M 45-49,45th
387th,Joanne Lourie,4:29:03,F 45-49,14th
388th,Robert Vowles,4:29:04,M 60-64,16th
389th,Laura Bax,4:29:17,F 16-34,26th
390th,Patricia Stichbury,4:29:23,F 60-64,3rd
391st,Rosy Leader,4:29:24,F 35-39,13th
392nd,Ewen Ford,4:29:29,M 16-34,67th
393rd,John Daniel Lohrentz,4:29:33,M 16-34,68th
394th,Rebecca Cooper-Bullock,4:29:38,F 35-39,14th
395th,Phil Collins,4:29:45,M 40-44,60th
396th,Steve Donnelly,4:29:47,M 50-54,39th
397th,Bevan Cross,4:29:49,M 35-39,52nd
398th,Adam Hunter,4:29:50,M 45-49,46th
399th,Sharon Hilton,4:29:53,F 50-54,10th
400th,Mgcini Masuku,4:29:56,M 50-54,40th
401st,Jaime Stevenson,4:29:56,F 40-44,12th
402nd,Halyna Tsalko,4:30:41,F 35-39,15th
403rd,Luanna George,4:30:54,F 55-59,8th
404th,Billie Murison,4:31:06,F 35-39,16th
405th,Gerald Masters,4:31:08,M 50-54,41st
406th,Holly Johns,4:31:16,F 40-44,13th
407th,George Playle,4:31:38,M 16-34,69th
408th,Mignon Stevenson,4:32:43,F 65-69,2nd
409th,Rosie Carey,4:32:54,F 40-44,14th
410th,Shiloh Bell,4:32:55,M 35-39,53rd
411th,Helen Amrein,4:33:05,F 40-44,15th
412th,Robert Steinmetz,4:33:13,M 50-54,42nd
413th,Ange Kingi,4:33:33,F 40-44,16th
414th,Megan Clarke,4:33:34,F 16-34,27th
415th,Carl Gribben,4:33:37,M 35-39,54th
416th,Mitchell O'Brien,4:34:24,M 35-39,55th
417th,Mark Fisher,4:34:29,M 45-49,47th
418th,Shoko Nakamatsu,4:35:18,F 40-44,17th
419th,Melanie Steen,4:35:27,F 40-44,18th
420th,Tom Knight,4:35:40,M 16-34,70th
421st,Ewen Aldridge,4:36:00,M 35-39,56th
422nd,Tom Keeler,4:36:13,M 35-39,57th
423rd,Kate McClune,4:36:14,F 16-34,28th
424th,Allan French,4:36:35,M 40-44,61st
425th,Benita Kirkovits,4:36:36,F 16-34,29th
426th,Lary Habershon,4:38:14,M 55-59,22nd
427th,James Devine,4:38:29,M 50-54,43rd
428th,Tiwana Rarere,4:39:13,M 35-39,58th
429th,George Gaffley,4:39:25,M 50-54,44th
430th,Ben Harris,4:39:36,M 45-49,48th
431st,Kurt Turpie,4:39:56,M 16-34,71st
432nd,Gareth Watt,4:39:57,M 40-44,62nd
433rd,Mak McKenzie,4:40:51,M 60-64,17th
434th,Rob Aikman,4:41:08,M 60-64,18th
435th,Polly Barach,4:41:23,F 35-39,17th
436th,Josh Te Aomarere,4:41:29,M 35-39,59th
437th,Viani Pitman,4:41:32,M 16-34,72nd
438th,Mandy Donald,4:41:47,F 40-44,19th
439th,Sarah Sinclair,4:41:47,F 16-34,30th
440th,Bridget Lawrence,4:41:47,F 35-39,18th
441st,Daniel Nicolson,4:42:03,M 45-49,49th
442nd,Sara Duggan,4:42:19,F 40-44,20th
443rd,Hans Oberst,4:42:19,M 65-69,7th
444th,Ross Buckley,4:42:33,M 55-59,23rd
445th,James Brott,4:42:42,M 16-34,73rd
446th,Xiaolong Yang,4:42:49,M 40-44,63rd
447th,Jennie Dean,4:43:23,F 45-49,15th
448th,Hayden Bairstow,4:43:27,M 35-39,60th
449th,Ri Su Na,4:43:54,F 45-49,16th
450th,Mitchell Holmes,4:44:09,M 16-34,74th
451st,Anupam Srivastava,4:44:13,M 45-49,50th
452nd,Stephen Wong,4:44:20,M 50-54,45th
453rd,Fleur Cutfield,4:44:20,F 35-39,19th
454th,Nigel Phillips,4:44:35,M 50-54,46th
455th,Sue Hunter,4:44:45,F 40-44,21st
456th,Paul Cowan,4:45:33,M 40-44,64th
457th,Dan Franklin,4:46:15,M 70-74,6th
458th,Tenison Butcher,4:47:05,M 45-49,51st
459th,Susanna McIntyre,4:47:15,F 35-39,20th
460th,Megan Phillips,4:47:31,F 16-34,31st
461st,Richard Darrow,4:48:28,M 45-49,52nd
462nd,Alister Duncan,4:48:34,M 55-59,24th
463rd,Kaye King,4:48:45,F 60-64,4th
464th,Adrian Moke,4:48:46,M 16-34,75th
465th,Louis Duffels Des Forges,4:50:33,M 16-34,76th
466th,Christine Munro,4:50:34,F 70-74,1st
467th,Mike Prentice,4:51:00,M 40-44,65th
468th,Bronwyn McKeage,4:51:03,F 45-49,17th
469th,Darrin Heaven,4:51:17,M 55-59,25th
470th,Shannon Hughes,4:51:17,F 35-39,21st
471st,Marty Finch,4:51:18,M 65-69,8th
472nd,Ronald Chen,4:51:21,M 70-74,7th
473rd,Oren Alazraki,4:52:14,M 40-44,66th
474th,Matthew Poland,4:52:44,M 45-49,53rd
475th,Katreena Daniels,4:52:47,F 45-49,18th
476th,Rebecca McMenamin,4:53:04,F 16-34,32nd
477th,Chris Bycroft,4:53:15,M 45-49,54th
478th,Ian Chibnall,4:53:57,M 60-64,19th
479th,Mikayla Mudford,4:54:12,F 16-34,33rd
480th,Michael Norton,4:54:57,M 55-59,26th
481st,Kim Grant,4:55:10,F 50-54,11th
482nd,Sarah James,4:56:27,F 40-44,22nd
483rd,Simon Greig,4:56:36,M 60-64,20th
484th,Sue Watson,4:57:09,F 60-64,5th
485th,Deborah Nesti,4:57:44,F 55-59,9th
486th,Kynan Farr,4:57:53,M 40-44,67th
487th,Lee Pownall,4:58:05,M 35-39,61st
488th,Angela Wheeler,4:58:13,F 50-54,12th
489th,Robert Scott,4:58:27,M 55-59,27th
490th,Andrew Smith,4:58:40,M 50-54,47th
491st,Chris MacKey,4:58:53,M 50-54,48th
492nd,Wade Thomas,4:58:54,M 16-34,77th
493rd,Paora Raharaha,4:58:56,M 16-34,78th
494th,Sam Lewis,4:59:07,M 45-49,55th
495th,Owen Kowalewski,4:59:07,M 60-64,21st
496th,Mark Gray,4:59:09,M 60-64,22nd
497th,Rex Govind,4:59:12,M 60-64,23rd
498th,Hesta Prentice,4:59:16,F 50-54,13th
499th,Janine Parker,4:59:18,F 40-44,23rd
500th,Craig Brosnahan,4:59:19,M 45-49,56th
501st,Gin Woo,4:59:43,F 16-34,34th
502nd,Brendan Leary,4:59:50,M 50-54,49th
503rd,Keith Ching,4:59:51,M 35-39,62nd
504th,Ronald De Roo,5:01:22,M 65-69,9th
505th,Chikano Mataiti,5:01:23,M 40-44,68th
506th,Stephen Laurie,5:01:55,M 55-59,28th
507th,Mark Knowles,5:01:57,M 65-69,10th
508th,Bart Baker,5:02:34,M 60-64,24th
509th,John Bourke,5:02:35,M 60-64,25th
510th,Nithianandan Govender,5:02:35,M 55-59,29th
511th,Kenneth Clark,5:02:35,M 60-64,26th
512th,Danielle Dodd,5:04:04,F 16-34,35th
513th,Catherine Nixon,5:05:06,F 65-69,3rd
514th,Terri Jones,5:05:21,F 60-64,6th
515th,Jono Connolly,5:05:35,M 16-34,79th
516th,Jane Wakefield,5:05:35,F 40-44,24th
517th,Roman Akroyd,5:05:44,M 35-39,63rd
518th,Roger Donnell,5:06:17,M 70-74,8th
519th,Christian Filip,5:07:07,M 55-59,30th
