Position,Name,Time,Category,Category Position
118th,Rebecca Bailey,3:52:44,F 40-44,7th
119th,Jimmy Carter,3:53:11,M 60-64,6th
120th,Wendy Ingham,3:53:43,F 50-54,3rd
121st,Betty Harp,3:53:55,F 60-64,1st
122nd,Corey Kellogg,3:54:08,M 16-34,39th
123rd,Shelley McKay,3:55:29,F 45-49,4th
124th,Keith Gilchrist,3:55:31,M 50-54,5th
125th,Tanika Brown,3:56:04,F 16-34,7th
126th,Rex Carmichael,3:56:07,M 60-64,7th
127th,Mark Burke,3:56:37,M 55-59,3rd
128th,Rodney Mudie,3:56:41,M 40-44,18th
129th,Andrea Gifford,3:57:04,F 16-34,8th
130th,Colin Davis,3:57:51,M 50-54,6th
131st,Leon Khan,3:57:57,M 16-34,40th
132nd,Tony Gibbs,3:58:31,M 50-54,7th
133rd,Anna McConachy,3:58:54,F 16-34,9th
134th,Russell Clarke,3:59:25,M 35-39,15th
135th,Gaine Petterson,3:59:49,M 45-49,12th
136th,Bresson Llewell,4:00:01,M 45-49,13th
137th,Debbie Roinson,4:00:02,F 55-59,2nd
138th,Mianna Laing,4:00:22,F 16-34,10th
139th,Annie McCabe,4:00:40,F 45-49,5th
140th,John Larkin,4:01:26,M 50-54,8th
141st,Melissa Van Leeuwen,4:01:26,F 45-49,6th
142nd,Lee Harrison,4:01:38,F 55-59,3rd
143rd,Luxi Sun,4:01:43,F 16-34,11th
144th,Dean Miles,4:01:45,M 50-54,9th
145th,Ewen Ford,4:01:51,M 16-34,41st
146th,Carla Moriarty,4:02:24,F 45-49,7th
147th,Kylie Allpress,4:02:36,F 45-49,8th
148th,Michael Bradley,4:02:56,M 45-49,14th
149th,Murray Wallace,4:03:15,M 50-54,10th
150th,Sean Heasman,4:04:27,M 50-54,11th
151st,Adrian Brouwers,4:04:47,M 65-69,3rd
152nd,Nathan Sturrock,4:05:40,M 16-34,42nd
153rd,Barry Watson,4:06:08,M 65-69,4th
154th,Paul Johnson,4:06:15,M 50-54,12th
155th,Valerie Muskett,4:06:37,F 65-69,1st
156th,Wayne Martin,4:08:04,M 50-54,13th
157th,Natalie Waugh,4:08:10,F 16-34,12th
158th,Ken Buckley,4:09:22,M 45-49,15th
159th,Martina Wreford,4:09:37,F 16-34,13th
160th,Andrew Donnelly,4:10:23,M 45-49,16th
161st,Hannah Martin,4:10:56,F 16-34,14th
162nd,Les Dobson,4:11:02,M 60-64,8th
163rd,Beth Ross,4:11:17,F 16-34,15th
164th,Thomas Nabbs,4:11:53,M 16-34,43rd
165th,Nino Cypers,4:12:05,M 16-34,44th
166th,Richard Smith,4:12:25,M 35-39,16th
167th,Adam Plimmer,4:12:31,M 45-49,17th
168th,Anna Konlechner,4:13:40,F 16-34,16th
169th,Vaughan Swale,4:13:40,M 60-64,9th
170th,Cor Story,4:14:12,M 65-69,5th
171st,Matt Guptill,4:14:42,M 16-34,45th
172nd,Sean Crawford,4:15:20,M 50-54,14th
173rd,Julie Francis,4:15:26,F 55-59,4th
174th,Chris O'Riley,4:15:35,M 35-39,17th
175th,Gordon Clarke,4:15:49,M 55-59,4th
176th,Craig Lay,4:16:24,M 35-39,18th
177th,Craig Manktelow,4:16:25,M 50-54,15th
178th,Leonie Smith,4:16:29,F 40-44,8th
179th,Grant Edmondson,4:16:31,M 45-49,18th
180th,Adam Wg Baird,4:17:10,M 35-39,19th
181st,Laura Mear,4:18:22,F 16-34,17th
182nd,Thomas Herbison,4:18:30,M 16-34,46th
183rd,Hamish Martin,4:18:35,M 40-44,19th
184th,Emma Henricksen,4:19:21,F 35-39,7th
185th,Paula Wilson,4:21:12,F 45-49,9th
186th,Stephen Cummings,4:21:50,M 50-54,16th
187th,Marty Finch,4:22:16,M 65-69,6th
188th,Julie Mugford,4:22:19,F 16-34,18th
189th,Scott Beaumont,4:23:10,M 16-34,47th
190th,Daniel Fisher,4:23:32,M 16-34,48th
191st,Tait Dench,4:24:27,M 16-34,49th
192nd,Tim Stokes,4:25:13,M 50-54,17th
193rd,Marvin Edres,4:25:31,M 16-34,50th
194th,Tim Carroll,4:25:38,M 50-54,18th
195th,Jackie Healey,4:25:41,F 40-44,9th
196th,John Scutter,4:25:46,M 45-49,19th
197th,Mark Pearce,4:25:49,M 50-54,19th
198th,Tracy Utting-Buchanan,4:25:50,F 40-44,10th
199th,Gavin Furcy,4:26:09,M 35-39,20th
200th,Warren Butler,4:26:49,M 35-39,21st
201st,Daniel Petersen,4:26:57,M 55-59,5th
202nd,Nichola McMahon,4:27:03,F 50-54,4th
203rd,Andrea Gallaher,4:27:16,F 45-49,10th
204th,Robbie Bird,4:27:41,M 45-49,20th
205th,Ian Birch,4:28:04,M 50-54,20th
206th,Catherine Quin,4:28:10,F 45-49,11th
207th,Laura Sill,4:28:22,F 16-34,19th
208th,Dave Bilderbeck,4:28:28,M 55-59,6th
209th,Josie Calcott,4:29:15,F 45-49,12th
210th,Kimberly Thom,4:29:27,F 35-39,8th
211th,Kelly Mitchell,4:29:38,F 40-44,11th
212th,Ian Rangitutia,4:29:39,M 45-49,21st
213th,Roger Horn,4:30:16,M 65-69,7th
214th,Troy Flavell,4:30:24,M 16-34,51st
215th,Lucy Vallance,4:30:30,F 16-34,20th
216th,Hitomi Honey,4:31:45,F 45-49,13th
217th,Tony Clitherow,4:31:51,M 40-44,20th
218th,Hilmar Magnusson,4:33:37,M 55-59,7th
219th,Bevan James,4:33:43,M 45-49,22nd
220th,Gene Wollaston,4:34:03,M 16-34,52nd
221st,Shaun Kurghan,4:35:37,M 16-34,53rd
222nd,Bill Richardson,4:35:56,M 65-69,8th
223rd,Lizette Van Rooyen,4:36:04,F 35-39,9th
224th,Chris Moore,4:36:36,M 55-59,8th
225th,Michael Gudsell,4:37:37,M 50-54,21st
226th,Nicola Wakerley,4:38:14,F 45-49,14th
227th,Wynand Breytenbach,4:39:31,M 60-64,10th
228th,Michelle Parker,4:39:32,F 45-49,15th
229th,Lee Bateman,4:39:50,F 40-44,12th
230th,Darren Little,4:40:37,M 45-49,23rd
231st,Daniel Baker,4:41:02,M 70-74,1st
232nd,Michal Mudroncik,4:42:23,M 35-39,22nd
233rd,Dan Franklin,4:42:51,M 70-74,2nd
234th,Bernadette Gubb,4:43:13,F 40-44,13th
235th,Michael Hollyman,4:43:15,M 35-39,23rd
236th,Megan Clarke,4:43:45,F 16-34,21st
237th,Mignon Stevenson,4:44:12,F 65-69,2nd
238th,Angelia Beamsley,4:45:03,F 45-49,16th
239th,Daniel Hooper,4:45:26,M 45-49,24th
240th,Mc Roache,4:47:18,F 45-49,17th
241st,Chris Wilson,4:47:23,F 55-59,5th
242nd,Mandy Buckley,4:47:31,F 50-54,5th
243rd,Aimee Durbin,4:48:25,F 16-34,22nd
244th,Jessica Wacey,4:48:26,F 16-34,23rd
245th,Jade Northey,4:48:47,F 16-34,24th
246th,Zain Godinagh,4:49:14,M 16-34,54th
247th,Bernie Coombe,4:50:08,M 45-49,25th
248th,Wiki Clay,4:50:16,F 16-34,25th
249th,Sandra Bird,4:51:08,F 50-54,6th
250th,Ed Meijer,4:51:09,M 60-64,11th
251st,Espellarga Ronald,4:51:19,M 45-49,26th
252nd,Nicola Whalley,4:51:31,F 50-54,7th
253rd,Geraldine Piper,4:51:32,F 65-69,3rd
254th,Julie Huo,4:51:38,F 45-49,18th
255th,Liz Bannan,4:51:49,F 45-49,19th
256th,David Wackrow,4:52:01,M 55-59,9th
257th,Deborah Gilkison,4:52:19,F 16-34,26th
258th,Andrea Claridge,4:52:50,F 40-44,14th
259th,Emma Runciman,4:53:00,F 16-34,27th
260th,John Lea,4:53:11,M 55-59,10th
261st,Kirsty Peterson,4:53:42,F 45-49,20th
262nd,Christopher Ray,4:54:17,M 70-74,3rd
263rd,Meryl McGarvey,4:54:22,F 55-59,6th
264th,Leah Davidson,4:55:20,F 40-44,15th
265th,David Parker,4:55:23,M 50-54,22nd
266th,Pauline Wrigley,4:55:36,F 60-64,2nd
267th,Mak McKenzie,4:55:41,M 60-64,12th
268th,Holly Tunstall,4:55:44,F 16-34,28th
269th,Mike Bush,4:56:23,M 60-64,13th
270th,Peter Kennedy,4:56:50,M 65-69,9th
271st,Mitchell Obrien,4:57:39,M 35-39,24th
272nd,Kaye King,4:57:50,F 60-64,3rd
273rd,Angela Gattu,4:58:26,F 60-64,4th
274th,Jan Longhurst,4:58:51,F 65-69,4th
275th,Anna Burton,4:59:32,F 40-44,16th
276th,Bart Baker,4:59:54,M 60-64,14th
277th,John Bourke,4:59:55,M 60-64,15th
278th,Nithianandan Govender,4:59:57,M 55-59,11th
279th,Chris Williams,4:59:57,M 55-59,12th
280th,Ri Su Na,5:01:27,F 45-49,21st
281st,Jessica Copperwaite,5:01:27,F 16-34,29th
282nd,Kim Vandenbroek,5:03:04,F 35-39,10th
283rd,Daryl Dominguez,5:03:05,M 16-34,55th
284th,Kate Dunlop,5:04:21,F 35-39,11th
285th,David Williams,5:05:27,M 16-34,56th
286th,Graeme Tindall,5:06:55,M 45-49,27th
287th,Mark Knowles,5:08:02,M 65-69,10th
288th,Keith Scholes,5:08:53,M 70-74,4th
289th,Paul Siratovich,5:09:03,M 35-39,25th
290th,Ajeet Kumar,5:09:15,M 45-49,28th
291st,Luanna George,5:09:50,F 55-59,7th
292nd,Tom Jellyman,5:09:55,M 16-34,57th
293rd,Kacey Cummane,5:10:09,F 16-34,30th
294th,Chris Stokes,5:11:01,M 45-49,29th
295th,Joanne Lourie,5:12:28,F 45-49,22nd
296th,Sheryl Holmes,5:13:20,F 50-54,8th
297th,Jamie Slater,5:13:25,F 35-39,12th
298th,Bex Beazley,5:14:32,F 40-44,17th
299th,Michelle Bartz,5:15:40,F 16-34,31st
300th,James Bartz,5:15:41,M 35-39,26th
301st,Grant Tyrrell,5:15:52,M 40-44,21st
302nd,Andrew Welsh,5:16:04,M 16-34,58th
303rd,Liz Ireland,5:16:18,F 55-59,8th
304th,Patricia Stichbury,5:16:51,F 60-64,5th
305th,James Crosswell,5:17:52,M 70-74,5th
306th,Alister Duncan,5:18:42,M 55-59,13th
307th,Richard Sweetman,5:19:35,M 70-74,6th
308th,Lucas MacDonald,5:19:46,M 16-34,59th
309th,Issac Whatnall,5:19:53,M 16-34,60th
310th,Michael Stewart,5:21:34,M 65-69,11th
311th,Aaron Gillions,5:21:40,M 45-49,30th
312th,Christina De Lore,5:22:03,F 40-44,18th
313th,Evan Primmer,5:22:14,M 65-69,12th
314th,Kenneth Clark,5:22:24,M 60-64,16th
315th,Anne Lim,5:23:12,F 16-34,32nd
316th,Jenny Brady,5:23:35,F 60-64,6th
317th,Pamela Bunney,5:24:10,F 60-64,7th
318th,Shane McErlane,5:24:13,M 16-34,61st
319th,Bill Frecklington,5:24:40,M 60-64,17th
320th,Emma MacDonald,5:25:29,F 40-44,19th
321st,Mark Gray,5:27:16,M 55-59,14th
322nd,Mark Campbell,5:28:13,M 55-59,15th
323rd,Frances Campbell,5:28:13,F 55-59,9th
324th,Alexandra Millin,5:29:18,F 16-34,33rd
325th,Jacque Webber,5:29:20,F 45-49,23rd
326th,Shirley Day,5:29:20,F 55-59,10th
327th,Vicki Wheeler,5:29:21,F 50-54,9th
328th,Prashant Praveen,5:29:41,M 35-39,27th
329th,Andrea Rore,5:30:10,F 45-49,24th
330th,Sorrel Fagan,5:30:20,F 35-39,13th
331st,Murdock Ormsby,5:30:45,M 50-54,23rd
332nd,Mike Te Nana,5:30:46,M 40-44,22nd
333rd,Sam Rossiter,5:31:49,M 16-34,62nd
334th,Deborah Gee,5:32:19,F 35-39,14th
335th,Robert Henderson,5:32:50,M 70-74,7th
336th,Melissa Young,5:33:30,F 40-44,20th
337th,Clare McCarthy,5:34:19,F 60-64,8th
338th,Cathy Beazley,5:34:31,F 40-44,21st
339th,Evelyn King,5:35:14,F 70-74,1st
340th,Vicki Long,5:37:29,F 55-59,11th
341st,Nilesh Makan,5:37:46,M 45-49,31st
342nd,Jared Green,5:37:56,M 35-39,28th
343rd,James Darwent,5:37:57,M 60-64,18th
344th,Kerris Browne,5:39:08,F 50-54,10th
345th,Aj Mudford,5:39:43,M 16-34,63rd
346th,Ann Marie Copponi,5:39:44,F 55-59,12th
347th,Chris Bycroft,5:40:02,M 45-49,32nd
348th,Judy Brock,5:42:12,F 55-59,13th
349th,Shirley Rolston,5:42:13,F 70-74,2nd
350th,Clive Eastwood,5:42:30,M 55-59,16th
351st,Rebecca Edgecombe,5:44:40,F 50-54,11th
352nd,Carleen Gibbons,5:46:47,F 60-64,9th
353rd,Rose Ohlsson,5:47:53,F 50-54,12th
354th,Ray Shin,5:48:13,M 16-34,64th
355th,David Murray,5:48:14,M 50-54,24th
356th,Mahau Edmonds,5:48:16,M 35-39,29th
357th,Karyn Grindlay,5:48:51,F 45-49,25th
358th,Dean Devery,5:49:01,M 50-54,25th
359th,Michael Thorne,5:49:45,M 55-59,17th
360th,Taylah Ma,5:50:15,F 16-34,34th
361st,Owen Kowalewski,5:51:14,M 60-64,19th
362nd,Mangu Chhiba,5:51:59,M 70-74,8th
363rd,Stephen Whyte,5:53:11,M 16-34,65th
364th,Terence Thompson,5:54:45,M 80-84,1st
365th,Alton Melville,5:56:21,M 65-69,13th
366th,Dianne Mannington,5:57:01,F 65-69,5th
367th,Clayton Peina,6:01:53,M 45-49,33rd
368th,Karen Smart,6:03:37,F 60-64,10th
369th,John Scally,6:06:23,M 60-64,20th
370th,Phillip Donnell,6:06:50,M 65-69,14th
371st,Sharon Nikora,6:07:03,F 40-44,22nd
372nd,Annette Hanley,6:08:01,F 50-54,13th
373rd,Maurice McPherson,6:08:17,M 65-69,15th
374th,Lovey Hazel,6:08:24,F 50-54,14th
375th,Helen Clarke,6:10:10,F 65-69,6th
376th,James Burnside,6:10:40,M 55-59,18th
377th,Mohi Hingston,6:10:47,M 50-54,26th
378th,Max Bragg,6:12:06,M 75-79,1st
379th,Leia Akroyd,6:14:53,F 45-49,26th
380th,Nick Sharkey,6:15:10,M 35-39,30th
381st,Chris Leahy,6:16:14,F 70-74,3rd
382nd,Theresa Honeycombe,6:16:29,F 40-44,23rd
383rd,Colin Dyer,6:17:53,M 70-74,9th
384th,Robert Dyer,6:17:53,M 40-44,23rd
385th,Jenny Packham,6:20:36,F 35-39,15th
386th,Mo Bhikha,6:21:27,M 65-69,16th
387th,Glennis Martin-Paling,6:22:22,F 55-59,14th
388th,Thomas Hira,6:23:16,M 70-74,10th
389th,Terry Hooper,6:26:22,M 60-64,21st
390th,Cindy Carpenter,6:29:27,F 60-64,11th
391st,Bekki Fedarb,6:30:00,F 40-44,24th
392nd,Walton Waitoa,6:36:46,M 40-44,24th
393rd,Louise Rickard,6:37:32,F 55-59,15th
394th,Liana Te Hau,6:38:10,F 45-49,27th
395th,Verna Cook-Jackson,6:40:15,F 65-69,7th
396th,Glenn Farnham,6:40:15,M 45-49,34th
397th,Dennis Rollings,6:43:06,M 60-64,22nd
398th,Benjamin Moon,6:43:06,M 40-44,25th
399th,Davina Edwards,6:43:11,F 45-49,28th
400th,Jason Taiapa,6:43:12,M 50-54,27th
401st,Joe MacDonald,6:44:07,M 70-74,11th
402nd,Denys Munro,6:44:11,F 50-54,15th
403rd,Lisa Hall,6:44:12,F 50-54,16th
404th,Dennis Jordan,6:45:31,M 65-69,17th
405th,Anthony Salisbury,6:45:31,M 60-64,23rd
406th,Anastasia Rickard,6:47:26,F 16-34,35th
407th,Paul Burke,6:48:32,M 60-64,24th
408th,John Burke,6:48:33,M 70-74,12th
409th,Kori Kessack,6:48:42,F 16-34,36th
410th,Dieter Von Beck,6:49:37,M 16-34,66th
411th,Jenny Barkle,6:50:17,F 60-64,12th
412th,John Hines,6:51:39,M 80-84,2nd
413th,Ally Armstrong,6:55:14,F 50-54,17th
414th,Tara Hamblyn,6:56:49,F 16-34,37th
415th,Jonathan Moke,6:58:36,M 70-74,13th
416th,Eleanor Hamilton,6:58:39,F 60-64,13th
417th,Michael Rogers,7:00:22,M 70-74,14th
418th,Tracy Paul-Utiera,7:00:35,F 45-49,29th
419th,Tineka Van Den Hoven,7:00:35,F 40-44,25th
420th,Mark Nichols,7:09:52,M 55-59,19th
421st,Joan Song,7:09:53,F 55-59,16th
422nd,Ally Gibbons,7:10:29,F 65-69,8th
423rd,Mary Kururangi,7:10:30,F 75-99,1st
424th,David Barlow,7:10:43,M 65-69,18th
425th,Graeme Collett,7:10:53,M 70-74,15th
426th,Louise Hawea,7:15:13,F 55-59,17th
427th,Waiora Rogers,7:15:14,F 70-74,4th
428th,Francene Groome,7:15:14,F 50-54,18th
429th,Tracey Dender,7:17:44,F 35-39,16th
430th,Caryll Versey,7:18:08,F 75-99,2nd
431st,Margaret Courtney,7:19:02,F 45-49,30th
432nd,Terry Franklin,7:21:50,M 60-64,25th
433rd,Chris Parkinson,7:26:24,M 55-59,20th
434th,Eileen Odgers,7:28:52,F 75-99,3rd
435th,Andrea Morgan,7:31:26,F 55-59,18th
436th,Cheryl Kessack,7:34:22,F 55-59,19th
437th,Norman Chan,7:36:24,M 60-64,26th
438th,Anne Fredricsen,7:36:25,F 55-59,20th
439th,Ann Benney,7:37:16,F 75-99,4th
440th,Joe Mason,7:42:45,M 70-74,16th
441st,Helen Brereton,7:50:20,F 50-54,19th
442nd,Doris Bragg,7:54:23,F 75-99,5th
443rd,Kaz Nooana,7:54:53,F 35-39,17th
444th,Andy Eastcott,8:16:51,M 80-84,3rd
445th,Marama Christie,8:28:59,F 55-59,21st
446th,Nupi Martin,8:29:01,M 55-59,21st
