Position,Name,Time,Category,Category Position
39th,Zoe Garrett,1:30:18,Female 11 to 34,5th
40th,Emily Solsberg,1:31:10,Female 35 to 39,2nd
41st,Akira Nishikawa,1:31:25,Male 45 to 49,6th
42nd,Reece Pickering,1:31:49,Male 50 to 54,5th
43rd,Warrick Wood,1:31:57,Male 11 to 34,16th
44th,Libby Evans,1:32:05,Female 11 to 34,6th
45th,Haoting Ma,1:32:10,Male 11 to 34,17th
46th,Matt Hickey,1:32:23,Male 11 to 34,18th
47th,Loren Duffy,1:32:29,Female 35 to 39,3rd
48th,Stephen MacKisack,1:32:32,Male 50 to 54,6th
49th,Brendon Johnston,1:32:34,Male 40 to 44,6th
50th,Steven Holloway,1:32:39,Male 11 to 34,19th
51st,Holly Greig,1:32:54,Female 11 to 34,7th
52nd,Vince Dalby,1:33:10,Male 50 to 54,7th
53rd,Raeana Connell,1:33:19,Female 11 to 34,8th
54th,Paul Norton,1:33:32,Male 50 to 54,8th
55th,Ben Connick,1:33:44,Male 40 to 44,7th
56th,Michael Jack,1:33:46,Male 11 to 34,20th
57th,Karen Moore,1:33:51,Female 35 to 39,4th
58th,Angus McDonald,1:33:57,Male 11 to 34,21st
59th,Dreydon Sobanja,1:33:58,Male 40 to 44,8th
60th,Mason Bryant,1:34:02,Male 11 to 34,22nd
61st,Aidan Potter,1:34:03,Male 35 to 39,4th
62nd,Mike Brechelt,1:34:06,Male 45 to 49,7th
63rd,Mark Armstrong,1:34:15,Male 50 to 54,9th
64th,James Griffith,1:34:45,Male 11 to 34,23rd
65th,Robert Old,1:34:47,Male 11 to 34,24th
66th,Hayden Goldsack,1:35:17,Male 40 to 44,9th
67th,Graham Goodwin,1:35:33,Male 65 to 69,1st
68th,John Coveney,1:35:37,Male 11 to 34,25th
69th,Anthony Littlejohn,1:35:39,Male 45 to 49,8th
70th,Sam Du Fresne,1:35:43,Male 40 to 44,10th
71st,John Wagner,1:36:17,Male 35 to 39,5th
72nd,Samuel Baker,1:36:32,Male 11 to 34,26th
73rd,Albert Hanson,1:36:39,Male 11 to 34,27th
74th,Neil Cheetham,1:36:47,Male 35 to 39,6th
75th,Jonathan Curtis,1:36:59,Male 11 to 34,28th
76th,Richard Jenson,1:37:00,Male 11 to 34,29th
77th,Rebecca Harrington,1:37:00,Female 11 to 34,9th
78th,Rebecca Ansell,1:37:01,Female 35 to 39,5th
79th,Grant Smith,1:37:10,Male 11 to 34,30th
80th,Cam Lorimer,1:37:10,Male 45 to 49,9th
81st,Alistair Harsant,1:37:20,Male 40 to 44,11th
82nd,Katherine Werry,1:37:20,Female 11 to 34,10th
83rd,Amy Blair,1:37:23,Female 40 to 44,1st
84th,Gary Kelly,1:37:25,Male 45 to 49,10th
85th,Marcus Henson,1:37:26,Male 11 to 34,31st
86th,Darryl Rowe,1:37:29,Male 50 to 54,10th
87th,Bruce Barnett,1:37:29,Male 40 to 44,12th
88th,Michael Brassem,1:37:31,Male 50 to 54,11th
89th,Anna McRae,1:37:33,Female 40 to 44,2nd
90th,Rodrigo Gemin,1:37:44,Male 11 to 34,32nd
91st,Regan Hoult,1:37:50,Male 35 to 39,7th
92nd,Guyon Espiner,1:38:00,Male 45 to 49,11th
93rd,Gary Hamilton-Irvine,1:38:00,Male 11 to 34,33rd
94th,Stephen Anderson,1:38:17,Male 40 to 44,13th
95th,David Cagney,1:38:36,Male 11 to 34,34th
96th,Michael Neuman,1:38:37,Male 11 to 34,35th
97th,Kelly McCallum,1:38:41,Female 11 to 34,11th
98th,Dominic Hurley,1:39:03,Male 11 to 34,36th
99th,Angeline Penberthy,1:39:09,Female 11 to 34,12th
100th,Tania Smellie,1:39:17,Female 35 to 39,6th
101st,Jason Free,1:39:21,Male 40 to 44,14th
102nd,Christopher Carswell,1:39:29,Male 50 to 54,12th
103rd,Matt Wilkie,1:39:33,Male 11 to 34,37th
104th,Henry Lillie,1:39:35,Male 11 to 34,38th
105th,Damian Hobson - Hunt,1:39:39,Male 11 to 34,39th
106th,Mike Leopard,1:39:39,Male 11 to 34,40th
107th,William Lee,1:39:40,Male 60 to 64,1st
108th,Gregory Hawes,1:40:15,Male 55 to 59,2nd
109th,Vanessa Coveny,1:40:21,Female 40 to 44,3rd
110th,Stephen Thompson,1:40:24,Male 40 to 44,15th
111th,Bryan Smith,1:40:25,Male 35 to 39,8th
112th,Chris Lord,1:40:26,Male 50 to 54,13th
113th,Anna Scarth,1:40:30,Female 35 to 39,7th
114th,Tamati Newbitt,1:40:32,Male 45 to 49,12th
115th,Nathan Keith Dove,1:40:44,Male 11 to 34,41st
116th,Robert Powell,1:40:45,Male 11 to 34,42nd
117th,David Kilby,1:40:50,Male 35 to 39,9th
118th,Katie West,1:40:51,Female 45 to 49,1st
119th,Mike Pienaar,1:40:53,Male 11 to 34,43rd
120th,Fee Holdsworth,1:40:59,Female 40 to 44,4th
121st,Stu McGarva,1:41:03,Male 11 to 34,44th
122nd,Brett Forsyth,1:41:07,Male 55 to 59,3rd
123rd,Jason Finnerty,1:41:17,Male 11 to 34,45th
124th,Emily-Jean Pipe,1:41:19,Female 11 to 34,13th
125th,Phil Gulbransen,1:41:22,Male 60 to 64,2nd
126th,Simon Fifield,1:41:28,Male 35 to 39,10th
127th,Naomi Boynton,1:41:34,Female 11 to 34,14th
128th,David James,1:41:39,Male 50 to 54,14th
129th,Samuel Beale,1:41:42,Male 11 to 34,46th
130th,David Radovanovich,1:41:45,Male 40 to 44,16th
131st,Simon Carter,1:41:54,Male 40 to 44,17th
132nd,Roger Heughan,1:41:57,Male 45 to 49,13th
133rd,Brad Glading,1:42:01,Male 35 to 39,11th
134th,Aaron Coffey,1:42:10,Male 45 to 49,14th
135th,Jaiwant Nana,1:42:13,Male 11 to 34,47th
136th,Odette Shaw,1:42:16,Female 11 to 34,15th
137th,Adam Woolhouse,1:42:19,Male 11 to 34,48th
138th,Shane Phillips,1:42:28,Male 11 to 34,49th
139th,Mark Janssen,1:42:46,Male 45 to 49,15th
140th,Simon Janssen,1:42:46,Male 11 to 34,50th
141st,Wayne Cameron,1:42:52,Male 50 to 54,15th
142nd,Bojan Pozar,1:42:55,Male 55 to 59,4th
143rd,Mathew Harty,1:42:58,Male 11 to 34,51st
144th,Mark Coffey,1:42:58,Male 50 to 54,16th
145th,Eve Stanley,1:43:10,Female 55 to 59,1st
146th,James Colby,1:43:18,Male 11 to 34,52nd
147th,Chris Ellson,1:43:28,Male 40 to 44,18th
148th,Neil Ramsay,1:43:36,Male 50 to 54,17th
149th,Gavin Wood,1:43:37,Male 45 to 49,16th
150th,Rakesh Ranchhod,1:43:43,Male 11 to 34,53rd
151st,Scott Pitchers,1:43:46,Male 11 to 34,54th
152nd,Daniel Mataroa,1:43:47,Male 11 to 34,55th
153rd,Mary Lyons,1:43:48,Female 11 to 34,16th
154th,Catherine Abou-Nemeh,1:43:48,Female 11 to 34,17th
155th,Richard Smith,1:43:50,Male 60 to 64,3rd
156th,Katie Hanson,1:43:58,Female 11 to 34,18th
157th,Adrian Gane,1:44:18,Male 60 to 64,4th
158th,Leslie Thorn,1:44:20,Male 40 to 44,19th
159th,Janine McDiarmid,1:44:34,Female 40 to 44,5th
160th,Sam Hopkins,1:44:35,Male 11 to 34,56th
161st,Antoinette Jowitt,1:44:35,Female 11 to 34,19th
162nd,Trevor Murphy,1:44:37,Male 65 to 69,2nd
163rd,Cambell Paterson,1:45:03,Male 40 to 44,20th
164th,Paul Terpstra,1:45:06,Male 11 to 34,57th
165th,James Foote,1:45:08,Male 11 to 34,58th
166th,Glenn Conley,1:45:38,Male 40 to 44,21st
167th,Adam Allen,1:45:42,Male 11 to 34,59th
168th,Andrew Butterworth,1:45:43,Male 11 to 34,60th
169th,Ruth Sharp,1:45:56,Female 45 to 49,2nd
170th,Carrie Phillips,1:46:05,Female 11 to 34,20th
171st,Ben Palmer,1:46:08,Male 40 to 44,22nd
172nd,Laura Holyoake,1:46:11,Female 11 to 34,21st
173rd,Dharmendra Mistry,1:46:12,Male 11 to 34,61st
174th,Dewi Knappstein,1:46:23,Female 11 to 34,22nd
175th,Scott Downs,1:46:25,Male 45 to 49,17th
176th,Alex Schroder,1:46:26,Male 11 to 34,62nd
177th,Nigel McAuley,1:46:26,Male 35 to 39,12th
178th,Lionel Rowe,1:46:28,Male 55 to 59,5th
179th,Jean Dorrell,1:46:32,Female 45 to 49,3rd
180th,Phillip Seabrook,1:46:37,Male 11 to 34,63rd
181st,Lizzie Christmas,1:46:50,Female 11 to 34,23rd
182nd,Aisha Coffey,1:46:56,Female 11 to 34,24th
183rd,Richard Deihl,1:47:13,Male 11 to 34,64th
184th,Dave Bentley,1:47:21,Male 11 to 34,65th
185th,Paul Miller,1:47:32,Male 45 to 49,18th
186th,Felice Croft,1:47:33,Female 11 to 34,25th
187th,Patumahoe Lowman,1:47:38,Female 11 to 34,26th
188th,Doug Clark,1:47:41,Male 50 to 54,18th
189th,Eugene Joubert,1:47:48,Male 55 to 59,6th
190th,Andrew Foote,1:47:51,Male 40 to 44,23rd
191st,Sanjiv Singh,1:47:56,Male 11 to 34,66th
192nd,Grant Keiller,1:47:59,Male 11 to 34,67th
193rd,Kevin O Regan,1:48:00,Male 11 to 34,68th
194th,Ross Stephen,1:48:08,Male 11 to 34,69th
195th,Karl Budge,1:48:08,Male 11 to 34,70th
196th,Ajith Dissanayake,1:48:11,Male 60 to 64,5th
197th,Shona Larsson,1:48:20,Female 45 to 49,4th
198th,Lee Hukui,1:48:33,Female 40 to 44,6th
199th,David Whyte,1:48:35,Male 55 to 59,7th
200th,Daniel Leddy,1:48:37,Male 11 to 34,71st
201st,Doug Milton,1:48:38,Male 45 to 49,19th
202nd,Mario Weigel,1:48:44,Male 35 to 39,13th
203rd,Josh Steel,1:48:48,Male 11 to 34,72nd
204th,Donald Gaustad,1:48:51,Male 55 to 59,8th
205th,Phillip Weir,1:48:53,Male 11 to 34,73rd
206th,Cath Anderson-Carroll,1:48:54,Female 40 to 44,7th
207th,Sarah Orchard,1:48:55,Female 11 to 34,27th
208th,Rach Leigh,1:48:58,Female 35 to 39,8th
209th,Sophia Heinlein,1:49:00,Female 11 to 34,28th
210th,Liam Dixon,1:49:01,Male 35 to 39,14th
211th,Grant Withers,1:49:04,Male 35 to 39,15th
212th,Allan Janes,1:49:05,Male 50 to 54,19th
213th,Sarah Sinclair,1:49:10,Female 11 to 34,29th
214th,Nicholas Willmore,1:49:14,Male 11 to 34,74th
215th,Andrew Klein,1:49:17,Male 45 to 49,20th
216th,Callum Knox,1:49:19,Male 11 to 34,75th
217th,Neil Wackenier,1:49:23,Male 11 to 34,76th
218th,Kate Hutching,1:49:26,Female 11 to 34,30th
219th,Rebecca Mehrtens,1:49:56,Female 11 to 34,31st
220th,Sarah Lee,1:49:56,Female 40 to 44,8th
221st,Tess Joubert,1:49:56,Female 50 to 54,1st
222nd,Bev Willmott,1:50:01,Female 40 to 44,9th
223rd,Matt Avis,1:50:03,Male 45 to 49,21st
224th,Tim Lawry,1:50:08,Male 35 to 39,16th
225th,Mark Fleming,1:50:15,Male 55 to 59,9th
226th,Olga Gladycheva,1:50:16,Female 11 to 34,32nd
227th,Murray Feast,1:50:22,Male 55 to 59,10th
228th,Simon Williams,1:50:23,Male 40 to 44,24th
229th,Scott Gazley,1:50:24,Male 11 to 34,77th
230th,Susie Cruickshank,1:50:28,Female 45 to 49,5th
231st,Elizabeth Murphy,1:50:36,Female 55 to 59,2nd
232nd,Simon Dick,1:50:45,Male 40 to 44,25th
233rd,Fleur Frankham,1:50:52,Female 35 to 39,9th
234th,Claudia McIlwaine,1:51:00,Female 11 to 34,33rd
235th,Anna Boyd,1:51:04,Female 45 to 49,6th
236th,Lynn Muscat,1:51:08,Female 11 to 34,34th
237th,Sarah Broxholme,1:51:12,Female 11 to 34,35th
238th,Brendan Elder,1:51:21,Male 11 to 34,78th
239th,Ricky Raju,1:51:23,Male 11 to 34,79th
240th,Robyn Hyde,1:51:32,Female 45 to 49,7th
241st,Ben Pryor,1:51:38,Male 40 to 44,26th
242nd,Piia MacFarlane,1:51:39,Female 40 to 44,10th
243rd,Nicki Alexander,1:51:43,Female 45 to 49,8th
244th,David Blazey,1:51:58,Male 40 to 44,27th
245th,Steve Burkitt,1:52:12,Male 50 to 54,20th
246th,Claire Kibblewhite,1:52:19,Female 11 to 34,36th
247th,Nicole Archer,1:52:20,Female 11 to 34,37th
248th,Vicki Parkin,1:52:32,Female 40 to 44,11th
249th,Dion Davis,1:52:34,Male 35 to 39,17th
250th,Doug Bisset,1:52:41,Male 65 to 69,3rd
251st,Natasha Smith,1:52:41,Female 11 to 34,38th
252nd,Kit Horsley,1:52:42,Male 11 to 34,80th
253rd,Richard Maxwell,1:52:50,Male 65 to 69,4th
254th,Jeannie Smith,1:52:50,Female 60 to 64,1st
255th,Murray Yeoman,1:52:52,Male 11 to 34,81st
256th,Blair Heasley,1:52:54,Male 11 to 34,82nd
257th,Andrew Bramston,1:52:57,Male 11 to 34,83rd
258th,Jill Poelijoe,1:53:04,Female 40 to 44,12th
259th,Rosa Rieger,1:53:08,Female 11 to 34,39th
260th,Sarah Rees,1:53:09,Female 50 to 54,2nd
261st,Terrence Wynne,1:53:12,Male 55 to 59,11th
262nd,Mavis Maxwell,1:53:19,Female 65 to 69,1st
263rd,Lucy Sheed,1:53:20,Female 11 to 34,40th
264th,Mark Berry,1:53:21,Male 45 to 49,22nd
265th,Natalie Tawhai,1:53:21,Female 11 to 34,41st
266th,Waiana Jones,1:53:22,Female 11 to 34,42nd
267th,Alistair Maacqueen,1:53:26,Male 35 to 39,18th
268th,Zala Hatfull,1:53:32,Female 35 to 39,10th
269th,Kim Nottingham,1:53:33,Female 11 to 34,43rd
270th,Kumi Uchiyama,1:53:34,Female 11 to 34,44th
271st,Hinano Andrews,1:53:38,Female 11 to 34,45th
272nd,Alistair Toft,1:53:42,Male 40 to 44,28th
273rd,Grace Hebden,1:53:54,Female 11 to 34,46th
274th,Olivia Rynne,1:53:59,Female 11 to 34,47th
275th,Kathy Ramsay,1:53:59,Female 45 to 49,9th
276th,Brian Tomlinson,1:54:00,Male 55 to 59,12th
277th,Kelsey Atkin,1:54:03,Female 11 to 34,48th
278th,Anthony Blewman,1:54:03,Male 11 to 34,84th
279th,Fiona Kenworthy,1:54:04,Female 40 to 44,13th
280th,Rob Johnson,1:54:08,Male 45 to 49,23rd
281st,Chris Parke,1:54:15,Male 45 to 49,24th
282nd,Mark Whitford,1:54:19,Male 40 to 44,29th
283rd,Alice Rieger,1:54:20,Female 11 to 34,49th
284th,Jason Phillips,1:54:24,Male 11 to 34,85th
285th,Lauren Futter,1:54:27,Female 11 to 34,50th
286th,Carl Stone,1:54:47,Male 11 to 34,86th
287th,Briar Yates,1:54:48,Female 11 to 34,51st
288th,Karen Sharp,1:54:54,Female 60 to 64,2nd
289th,Vicki Murray,1:54:55,Female 40 to 44,14th
290th,Rota Thompson,1:54:58,Male 11 to 34,87th
291st,Ashley Te Whare,1:54:58,Male 35 to 39,19th
292nd,Daniel Baker,1:54:59,Male 65 to 69,5th
293rd,Andrew Suh,1:55:00,Male 11 to 34,88th
294th,Michelle Boyce-Bacon,1:55:01,Female 11 to 34,52nd
295th,Daria Voloshko,1:55:01,Female 11 to 34,53rd
296th,Michelle Foote,1:55:03,Female 35 to 39,11th
297th,Steve Aitken,1:55:04,Male 55 to 59,13th
298th,Ross Dunstan,1:55:04,Male 45 to 49,25th
299th,Kirsti Hansen,1:55:11,Female 45 to 49,10th
300th,Simon Radich,1:55:24,Male 35 to 39,20th
301st,Goober Gabbie,1:55:26,Male 45 to 49,26th
302nd,Rebecca Griffin,1:55:34,Female 11 to 34,54th
303rd,Katie Wivell,1:55:37,Female 11 to 34,55th
304th,Tom Irvine,1:55:39,Male 40 to 44,30th
305th,Phil Kerrison,1:55:47,Male 60 to 64,6th
306th,Kaitlin Petherick,1:55:50,Female 11 to 34,56th
307th,Sophie Bowman,1:55:50,Female 11 to 34,57th
308th,Susan Rigby,1:56:07,Female 11 to 34,58th
309th,Kathy Young,1:56:11,Female 60 to 64,3rd
310th,Cushla Parish,1:56:16,Female 35 to 39,12th
311th,Alexander Danne,1:56:18,Male 11 to 34,89th
312th,Rhianna Laybourn,1:56:19,Female 11 to 34,59th
313th,Tobias Fauss,1:56:25,Male 11 to 34,90th
314th,Eva Corson,1:56:28,Female 35 to 39,13th
315th,Melody MacLeod,1:56:29,Female 11 to 34,60th
316th,Emily Savage,1:56:33,Female 11 to 34,61st
317th,Jess Clarke,1:56:34,Female 11 to 34,62nd
318th,Helen Chadwick,1:56:39,Female 40 to 44,15th
319th,Helana Frost,1:56:49,Female 11 to 34,63rd
320th,Hayley Wilson,1:56:54,Female 11 to 34,64th
321st,Kathryn Murphy,1:56:59,Female 45 to 49,11th
322nd,Michelle Champion,1:57:02,Female 45 to 49,12th
323rd,Belinda Cannon,1:57:03,Female 35 to 39,14th
324th,Troy Browne,1:57:05,Male 50 to 54,21st
325th,Pam Lyes,1:57:11,Female 45 to 49,13th
326th,Liz Lumbus,1:57:18,Female 50 to 54,3rd
327th,Emily Choy,1:57:19,Female 35 to 39,15th
328th,Anne-Marie Grealish,1:57:20,Female 45 to 49,14th
329th,Zac Konlechner,1:57:22,Male 11 to 34,91st
330th,Keegan Mitchell,1:57:27,Male 11 to 34,92nd
331st,Benedict Slykerman,1:57:28,Male 40 to 44,31st
332nd,Rebecca Slykerman,1:57:29,Female 35 to 39,16th
333rd,Chris Davison,1:57:32,Male 11 to 34,93rd
334th,Linda Norrish,1:57:44,Female 40 to 44,16th
335th,Rachel Colby,1:57:44,Female 11 to 34,65th
336th,Liz Palmer,1:57:49,Female 55 to 59,3rd
337th,Samantha Rieger,1:57:56,Female 11 to 34,66th
338th,Barry Boyden,1:58:01,Male 40 to 44,32nd
339th,Scot Flett,1:58:15,Male 35 to 39,21st
340th,Adam Coxhead,1:58:22,Male 11 to 34,94th
341st,Dee Horne,1:58:34,Female 50 to 54,4th
342nd,Nadia Withers,1:58:36,Female 35 to 39,17th
343rd,Rachel McCulloch,1:58:37,Female 40 to 44,17th
344th,Ian Williams,1:58:40,Male 50 to 54,22nd
345th,Charlotte Christmas,1:58:43,Female 11 to 34,67th
346th,Seth Tepania,1:58:44,Male 45 to 49,27th
347th,Ben Dyson,1:58:53,Male 11 to 34,95th
348th,Sarah Missen,1:58:57,Female 11 to 34,68th
349th,Jamie Bowman,1:59:05,Female 11 to 34,69th
350th,Martyn Brewer,1:59:07,Male 40 to 44,33rd
351st,Trudy Wells,1:59:12,Female 11 to 34,70th
352nd,Meagan Flett,1:59:17,Female 40 to 44,18th
353rd,Richard Tosh,1:59:20,Male 40 to 44,34th
354th,Alex Gambitsis,1:59:22,Female 11 to 34,71st
355th,Rachael Lovelock,1:59:28,Female 35 to 39,18th
356th,Glenn Buglass-Devereux,1:59:28,Male 40 to 44,35th
357th,Jared Hoon,1:59:28,Male 35 to 39,22nd
358th,Annalise Klay,1:59:30,Female 11 to 34,72nd
359th,Nobuo Takahashi,1:59:35,Male 60 to 64,7th
360th,Wayne Skipworth,1:59:37,Female 50 to 54,5th
361st,Cecil Thomas,1:59:37,Male 11 to 34,96th
362nd,Coban Tamati,1:59:38,Male 11 to 34,97th
363rd,Sarah Dunning,1:59:41,Female 35 to 39,19th
364th,Nora Nicholls,1:59:42,Female 35 to 39,20th
365th,Denise James,1:59:42,Female 45 to 49,15th
366th,Amy Fowler,1:59:45,Female 11 to 34,73rd
367th,Jackie Cirne,1:59:45,Female 40 to 44,19th
368th,Graham Jenner,1:59:49,Male 70 to 74,1st
369th,Heidi Lichtwark,1:59:51,Female 40 to 44,20th
370th,Erin Reilly,1:59:54,Female 11 to 34,74th
371st,Kim Tilyard,1:59:56,Female 11 to 34,75th
372nd,Lisa Abernethy,2:00:02,Female 35 to 39,21st
373rd,Wenhui Gao,2:00:05,Male 11 to 34,98th
374th,Brigid Du Burgess,2:00:06,Female 11 to 34,76th
375th,Ajit Ranchhod,2:00:12,Male 50 to 54,23rd
376th,Vijay Vallabh,2:00:14,Male 40 to 44,36th
377th,Mark Scott,2:00:42,Male 45 to 49,28th
378th,Kahumoana Shedlock,2:00:46,Female 35 to 39,22nd
379th,Naomi Herbert,2:00:49,Female 11 to 34,77th
380th,Alex Kelly,2:00:55,Female 50 to 54,6th
381st,Jane Bailey,2:00:56,Female 40 to 44,21st
382nd,Josie Foote,2:01:00,Female 11 to 34,78th
383rd,Brian Messer,2:01:03,Male 45 to 49,29th
384th,Alesha Marnewick,2:01:05,Female 11 to 34,79th
385th,Leon Roberson,2:01:09,Male 40 to 44,37th
386th,Marianna McEwan,2:01:15,Female 11 to 34,80th
387th,Kane Iraia,2:01:18,Male 40 to 44,38th
388th,Rayden Stewart,2:01:18,Male 40 to 44,39th
389th,Alicia Bartz,2:01:24,Female 11 to 34,81st
390th,Marcus Norrish,2:01:25,Male 40 to 44,40th
391st,Olivia Rosalind Brooks,2:01:41,Female 11 to 34,82nd
392nd,Meghan Coyle,2:01:58,Female 11 to 34,83rd
393rd,John Arnold,2:02:03,Male 11 to 34,99th
394th,Bridget Venning,2:02:03,Female 11 to 34,84th
395th,Kim Vandenbroek,2:02:15,Female 11 to 34,85th
396th,Ben Young,2:02:33,Male 35 to 39,23rd
397th,Nora Ophardt,2:02:33,Female 11 to 34,86th
398th,Izzy Woodson,2:02:38,Female 11 to 34,87th
399th,Viliami Talia'Uli,2:02:59,Male 11 to 34,100th
400th,Michael Higgins,2:03:11,Male 35 to 39,24th
401st,Anna Grant,2:03:12,Female 40 to 44,22nd
402nd,Brock Radich,2:03:15,Male 11 to 34,101st
403rd,Clare Cheetham,2:03:25,Female 11 to 34,88th
404th,Peter Bloore,2:03:28,Male 65 to 69,6th
405th,Amy Stewart-Badger,2:03:42,Female 11 to 34,89th
406th,Catherine Rolfe,2:03:43,Female 11 to 34,90th
407th,Simon Wasley,2:03:47,Male 11 to 34,102nd
408th,Kim Olesen,2:03:53,Female 35 to 39,23rd
409th,Anthony Pasibi,2:03:55,Male 40 to 44,41st
410th,Francis Davy,2:03:55,Male 45 to 49,30th
411th,Sarah Healy,2:04:01,Female 40 to 44,23rd
412th,Jo Speary,2:04:03,Female 55 to 59,4th
413th,Danjelle Wilson,2:04:03,Female 11 to 34,91st
414th,Tracey Grant,2:04:05,Female 40 to 44,24th
415th,Kirsty Coles,2:04:06,Female 40 to 44,25th
416th,Helen Keenan,2:04:06,Female 40 to 44,26th
417th,Rose Hansen,2:04:07,Female 11 to 34,92nd
418th,Carl Kirk-Burnnand,2:04:10,Male 11 to 34,103rd
419th,Louise Wood,2:04:11,Female 11 to 34,93rd
420th,Gillian Morgan,2:04:12,Female 40 to 44,27th
421st,Roslyn Mann,2:04:17,Female 50 to 54,7th
422nd,Nazli Effendi,2:04:32,Female 45 to 49,16th
423rd,Justin Otto,2:04:35,Male 45 to 49,31st
424th,Tessa Morgan,2:04:44,Female 11 to 34,94th
425th,Phillip Barca,2:04:54,Male 40 to 44,42nd
426th,Fiona Foster,2:05:01,Female 50 to 54,8th
427th,Stéphanie Elvin,2:05:08,Female 11 to 34,95th
428th,Lida Nixon,2:05:15,Female 40 to 44,28th
429th,Unathi Qubeka,2:05:21,Female 45 to 49,17th
430th,Patrick Hawkins,2:05:27,Male 45 to 49,32nd
431st,Katy Parris,2:05:28,Female 11 to 34,96th
432nd,Dick Breukink,2:05:36,Male 60 to 64,8th
433rd,Malcolm Carson,2:05:38,Male 45 to 49,33rd
434th,Kathleen Murphy,2:05:49,Female 55 to 59,5th
435th,Don Mulder,2:05:54,Male 11 to 34,104th
436th,Emily Carter,2:06:16,Female 35 to 39,24th
437th,Laura Davies,2:06:19,Female 11 to 34,97th
438th,Shaz Papesch,2:06:21,Female 11 to 34,98th
439th,Josephine Gee,2:06:22,Female 65 to 69,2nd
440th,Lindsey Brown,2:06:25,Female 35 to 39,25th
441st,Ian Knapman,2:06:35,Male 11 to 34,105th
442nd,Shahla Heard,2:06:47,Female 40 to 44,29th
443rd,Maung Mar,2:06:59,Male 11 to 34,106th
444th,Monica Holt,2:07:16,Female 40 to 44,30th
445th,Emma Sisson,2:07:45,Female 11 to 34,99th
446th,Tony Pope,2:07:45,Male 55 to 59,14th
447th,Alysha Norris,2:07:47,Female 11 to 34,100th
448th,Rosie Oliver,2:07:57,Female 11 to 34,101st
449th,Kate Williamson,2:08:04,Female 11 to 34,102nd
450th,James Kierstead,2:08:21,Male 11 to 34,107th
451st,Jamie Kneebone,2:08:25,Male 45 to 49,34th
452nd,Suzanne Patchell,2:08:38,Female 35 to 39,26th
453rd,Amelia MacDiarmid,2:08:40,Female 11 to 34,103rd
454th,Kiri Grace,2:08:41,Female 35 to 39,27th
455th,Darrell Holt,2:08:41,Male 55 to 59,15th
456th,Jo Buckley,2:08:47,Female 40 to 44,31st
457th,Robert Wynn,2:08:56,Male 75 to 79,1st
458th,Dylan Brett,2:09:11,Male 11 to 34,108th
459th,Bruce Nixon,2:09:16,Male 50 to 54,24th
460th,Will Duadua,2:09:28,Male 11 to 34,109th
461st,Susan Kidston,2:09:29,Female 55 to 59,6th
462nd,Jayne Furlong,2:09:44,Female 45 to 49,18th
463rd,Emily Stonehouse,2:09:54,Female 11 to 34,104th
464th,Gary Fieldes,2:10:00,Male 60 to 64,9th
465th,Hannah Cross,2:10:08,Female 40 to 44,32nd
466th,Coby Archer,2:10:09,Female 40 to 44,33rd
