Position,Name,Bib,Time,Category,Category Position,Gender,Gender Position,Run
110,KENNETH JEPSEN,2325,13:44:40,40-49,31,Male,85,13:44:40
111,MICHA? LATAK,2359,13:46:46,40-49,32,Male,86,13:46:46
112,AARON SHASKEY,2532,13:48:28,30-39,38,Male,87,13:48:28
113,JnRGEN FAIS,2191,13:49:09,50-59,4,Male,88,13:49:09
114,HARRY LOUISON,2378,13:50:48,50-59,5,Male,89,13:50:48
115,JULIEN CHABLE,2119,13:51:26,30-39,39,Male,90,13:51:26
116,QUENTIN HOFFMANN,2289,13:52:46,18-29,14,Male,91,13:52:46
117,KIRSTY IRETON,2315,13:56:34,30-39,17,Female,26,13:56:34
118,JASON PHILLIPS,2490,13:58:52,40-49,33,Male,92,13:58:52
119,TAKAAKI HATANAKA,2269,14:07:12,40-49,34,Male,93,14:07:12
120,SUSAN MARSHALL,2399,14:09:12,30-39,18,Female,27,14:09:12
121,PAUL MCCLYMONT,2409,14:10:34,40-49,35,Male,94,14:10:34
122,CALUM JOHNSTON,2327,14:11:53,18-29,15,Male,95,14:11:53
123,ISABELLA BASAGLIA,2062,14:13:36,18-29,6,Female,28,14:13:36
124,SARA WINTER,2631,14:14:01,40-49,5,Female,29,14:14:01
125,ED WHITING,2626,14:14:08,40-49,36,Male,96,14:14:08
126,TIM GRAMMER,2237,14:14:37,50-59,6,Male,97,14:14:37
127,MITSUJI KONOSHITA,2346,14:15:08,50-59,7,Male,98,14:15:08
128,SARA GEORGE,2224,14:16:12,18-29,7,Female,30,14:16:12
129,MICHAEL BILBOE,2073,14:16:16,40-49,37,Male,99,14:16:16
130,CHRIS SMITH,2551,14:16:48,30-39,40,Male,100,14:16:48
131,JAIMEE PHILLIPS,2489,14:18:09,30-39,19,Female,31,14:18:09
132,LIZANI GRANT,2238,14:18:54,30-39,20,Female,32,14:18:54
133,DEVILLIERS MALAN,2392,14:20:43,30-39,41,Male,101,14:20:43
134,JUN SAT,2529,14:21:56,30-39,42,Male,102,14:21:56
135,DAMIEN GRINSELL,2246,14:22:19,40-49,38,Male,103,14:22:19
136,ROSS MCMULLAN,2418,14:24:45,30-39,43,Male,104,14:24:45
137,AENSLEE TANNER,2579,14:26:35,30-39,21,Female,33,14:26:35
138,JANE PARRETT,2477,14:26:59,50-59,1,Female,34,14:26:59
139,BENJAMIN DIGGINS,2161,14:27:11,30-39,44,Male,105,14:27:11
140,JAMIE MACKIE,2388,14:27:53,40-49,39,Male,106,14:27:53
141,NORBERT IDELON,2313,14:28:50,50-59,8,Male,107,14:28:50
142,RYAN BOLTON,2079,14:29:48,18-29,16,Male,108,14:29:48
143,ASHLEY LANE,2357,14:30:38,40-49,40,Male,109,14:30:38
144,TANIA MATHESON,2404,14:33:52,40-49,6,Female,35,14:33:52
145,ROBERT STARUCH,2564,14:36:02,30-39,45,Male,110,14:36:02
146,JOSEPH PEACOCK,2481,14:36:41,18-29,17,Male,111,14:36:41
147,JB MARTENET,2400,14:37:11,30-39,46,Male,112,14:37:11
148,DANIELLE FORBES,2206,14:37:20,40-49,7,Female,36,14:37:20
149,FRASER TOULMIN,2595,14:39:45,30-39,47,Male,113,14:39:45
150,NICKY DUNN,2169,14:40:09,30-39,22,Female,37,14:40:09
151,PETER GRUNOW,2248,14:40:39,30-39,48,Male,114,14:40:39
152,AMANDA GREEN,2241,14:40:51,30-39,23,Female,38,14:40:51
153,RORY FARROW,2194,14:41:59,40-49,41,Male,115,14:41:59
154,MICHAEL BURNS,2105,14:43:41,40-49,42,Male,116,14:43:41
155,CRAIG TOOMEY,2591,14:43:41,40-49,43,Male,117,14:43:41
156,LESLEY TURNER HALL,2600,14:44:19,40-49,8,Female,39,14:44:19
157,VICTOR YEE,2639,14:45:35,30-39,49,Male,118,14:45:35
158,JOE BENBOW,2067,14:46:02,40-49,44,Male,119,14:46:02
159,SIMON CHEEL,2126,14:46:14,40-49,45,Male,120,14:46:14
160,BEN WOOD,2632,14:47:53,30-39,50,Male,121,14:47:53
161,BRENDAN HAUGH,2270,14:48:20,50-59,9,Male,122,14:48:20
162,GLENN BLOMFIELD,2654,14:48:20,40-49,46,Male,123,14:48:20
163,BRYAN ROPER,2521,14:48:21,50-59,10,Male,124,14:48:21
164,GILLES GUETEMME,2249,14:50:17,40-49,47,Male,125,14:50:17
165,EDWARD THOMAS,2586,14:52:05,40-49,48,Male,126,14:52:05
166,ANDREA LOPEZ,2376,14:52:34,30-39,24,Female,40,14:52:34
167,YANNICK GUITARD,2250,14:53:27,40-49,49,Male,127,14:53:27
168,AMIRIA MACBETH,2387,14:53:39,30-39,25,Female,41,14:53:39
169,STEVEN BLACKBURN,2075,14:53:44,40-49,50,Male,128,14:53:44
170,BRENDON PASCOE,2478,14:54:40,40-49,51,Male,129,14:54:40
171,NICOLAS CAILLE,2109,14:55:38,50-59,11,Male,130,14:55:38
172,JANE MCALPINE,2406,14:55:44,40-49,9,Female,42,14:55:44
173,KEVIN MURDOCK,2445,14:56:33,50-59,12,Male,131,14:56:33
174,STU GATIE,2217,14:56:54,40-49,52,Male,132,14:56:54
175,JACKSON GRIGG,2245,14:59:04,18-29,18,Male,133,14:59:04
176,MALCOLM HEWIN,2278,14:59:45,50-59,13,Male,134,14:59:45
177,DAIRE MCGEE,2412,15:02:10,30-39,51,Male,135,15:02:10
178,JOSEPH DONNELLY,2165,15:02:10,30-39,52,Male,136,15:02:10
179,DAVID HORNE,2298,15:03:16,40-49,53,Male,137,15:03:16
180,CRAIG BARTH,2060,15:04:41,40-49,54,Male,138,15:04:41
181,CANDICE DE KNOP,2159,15:05:01,30-39,26,Female,43,15:05:01
182,ROWAN MILLER,2423,15:05:07,50-59,14,Male,139,15:05:07
183,STEPHEN JACKSON,2320,15:05:07,40-49,55,Male,140,15:05:07
184,MATTHEW SHEPHEARD,2535,15:07:04,30-39,53,Male,141,15:07:04
185,MATHEW DARCY,2155,15:08:51,30-39,54,Male,142,15:08:51
186,CHARLOTTE MITCHELL,2432,15:13:23,40-49,10,Female,44,15:13:23
187,REBEKAH ANDERSON,2043,15:13:52,18-29,8,Female,45,15:13:52
188,BEN ACKERMAN,2036,15:14:18,40-49,56,Male,143,15:14:18
189,GARETH HICKS,2280,15:15:16,40-49,57,Male,144,15:15:16
190,ROSS GEARING,2221,15:16:36,30-39,55,Male,145,15:16:36
191,STANISLAS EBRARD,2175,15:16:53,30-39,56,Male,146,15:16:53
192,KOSTYA PENKOV,2486,15:17:20,40-49,58,Male,147,15:17:20
193,ROBERT COUP,2146,15:19:00,50-59,15,Male,148,15:19:00
194,ANDREW CORKILL,2144,15:19:47,30-39,57,Male,149,15:19:47
195,BRYCE KELLIHER,2337,15:22:11,30-39,58,Male,150,15:22:11
196,GRAHAM JAGO,2321,15:22:18,30-39,59,Male,151,15:22:18
197,ANGELIQUE TOSTEE,2594,15:23:43,40-49,11,Female,46,15:23:43
198,TRIONA BURTON,2106,15:23:43,40-49,12,Female,47,15:23:43
199,CONON FORD,2207,15:24:28,50-59,16,Male,152,15:24:28
200,DAVE NUNEZ,2461,15:24:58,50-59,17,Male,153,15:24:58
201,MELISSA WHITE,2624,15:25:10,40-49,13,Female,48,15:25:10
202,CRAIG R DOHE,2503,15:25:52,40-49,59,Male,154,15:25:52
203,DAN HODGSON,2287,15:28:44,30-39,60,Male,155,15:28:44
204,BEC WILLIAMS,2629,15:29:41,40-49,14,Female,49,15:29:41
205,JODIE CUMNER,2151,15:29:41,40-49,15,Female,50,15:29:41
206,PATRICK GEARY,2222,15:29:55,30-39,61,Male,156,15:29:55
207,SAMUEL PENDREIGH,2485,15:30:44,18-29,19,Male,157,15:30:44
208,ROBERT PODLES,2492,15:31:15,50-59,18,Male,158,15:31:15
209,JOSEPH EDMONDSON,2178,15:31:49,30-39,62,Male,159,15:31:49
210,LUKE GODSALL,2231,15:31:58,30-39,63,Male,160,15:31:58
211,SCOTT NEAL,2449,15:32:58,40-49,60,Male,161,15:32:58
212,SEAN DOUCHAY,2167,15:33:06,30-39,64,Male,162,15:33:06
213,GUDRUN BARTH,2059,15:33:14,40-49,16,Female,51,15:33:14
214,SOOYONG CHAE,2121,15:33:44,18-29,20,Male,163,15:33:44
215,JACQUES BOTHA,2082,15:33:53,30-39,65,Male,164,15:33:53
216,YOLANDE WILLEMSE,2628,15:33:54,30-39,27,Female,52,15:33:54
217,JUNKO IWAKABE,2319,15:34:26,50-59,2,Female,53,15:34:26
218,MARC ANTHONY BORLAS,2081,15:34:35,40-49,61,Male,165,15:34:35
219,SIVA GOVENDER,2234,15:35:03,50-59,19,Male,166,15:35:03
220,ADAM CZEGLEDI,2152,15:36:10,30-39,66,Male,167,15:36:10
221,JOHN REI,2509,15:37:05,50-59,20,Male,168,15:37:05
222,DAVID ISON,2317,15:37:19,40-49,62,Male,169,15:37:19
223,NICHOLAS HOWARD-BATH,2302,15:39:20,18-29,21,Male,170,15:39:20
224,TIM HOLBROOK,2290,15:39:20,18-29,22,Male,171,15:39:20
225,GREGORY LE DORZE,2360,15:39:45,30-39,67,Male,172,15:39:45
226,JOHN WHITE,2623,15:39:56,18-29,23,Male,173,15:39:56
227,RENATO FONTANA,2205,15:40:43,50-59,21,Male,174,15:40:43
228,JAMES EASON,2174,15:42:57,30-39,68,Male,175,15:42:57
229,CAMERON STUBBS,2569,15:46:25,30-39,69,Male,176,15:46:25
230,AMANDA BIRD,2074,15:49:37,50-59,3,Female,54,15:49:37
231,PHILIP MORREAU,2439,15:49:40,50-59,22,Male,177,15:49:40
232,BENJAMIN VALLAT,2607,15:50:07,18-29,24,Male,178,15:50:07
233,SIMON BARTLEY,2061,15:50:31,40-49,63,Male,179,15:50:31
234,EDDIE YAP,2638,15:51:06,30-39,70,Male,180,15:51:06
235,ANDREW SMITH,2549,15:51:07,50-59,23,Male,181,15:51:07
236,DONNA MADSEN,2390,15:51:47,40-49,17,Female,55,15:51:47
237,THIRAJIT BOONSAEN,2080,15:55:38,30-39,28,Female,56,15:55:38
238,JOHN VAN EKRIS,2609,15:56:44,50-59,24,Male,182,15:56:44
239,ISAAC CHANG,2125,15:58:17,18-29,25,Male,183,15:58:17
240,NIKOLA MARINCIC,2397,15:58:17,50-59,25,Male,184,15:58:17
241,PAUL GRIFFITHS,2244,15:58:27,30-39,71,Male,185,15:58:27
242,BRODY CLARKE,2133,15:59:01,30-39,72,Male,186,15:59:01
243,ANGELA TOKLEY,2590,16:01:17,40-49,18,Female,57,16:01:17
244,DARREN BOX,2086,16:02:50,40-49,64,Male,187,16:02:50
245,RICHARD HOLTZ,2293,16:05:13,40-49,65,Male,188,16:05:13
246,CHERYL SYMONS,2575,16:05:28,40-49,19,Female,58,16:05:28
247,MARK BLAKE,2076,16:05:55,50-59,26,Male,189,16:05:55
248,JAMES BRENNAN,2090,16:06:47,30-39,73,Male,190,16:06:47
249,SCOTT MCKAY,2414,16:07:10,40-49,66,Male,191,16:07:10
250,FRANCISCO SOARES,2555,16:10:03,18-29,26,Male,192,16:10:03
251,HUI HUANG,2305,16:10:06,18-29,9,Female,59,16:10:06
252,KIERAN RICH,2511,16:11:08,30-39,74,Male,193,16:11:08
253,TAYLOR BROWNING,2101,16:14:38,30-39,75,Male,194,16:14:38
254,MALCOLM PEACOCK,2480,16:18:06,50-59,27,Male,195,16:18:06
255,PIERRE-EMMANUEL SPASIC,2557,16:20:11,30-39,76,Male,196,16:20:11
256,BRUCE HANNAH,2261,16:21:39,40-49,67,Male,197,16:21:39
257,RAYMOND LIM CHAN MING,2124,16:24:20,30-39,77,Male,198,16:24:20
258,MOHD ADHARI BELAL DIN,2066,16:24:21,40-49,68,Male,199,16:24:21
259,HELENA KIRKHAM,2344,16:24:33,40-49,20,Female,60,16:24:33
260,MAKIKO SHIMOI,2536,16:25:03,40-49,21,Female,61,16:25:03
261,JAYBIE DE GUZMAN,2158,16:25:59,18-29,27,Male,200,16:25:59
262,JODIE NICHOLLS,2456,16:26:33,40-49,22,Female,62,16:26:33
263,MURRAY TAYLOR,2580,16:26:57,40-49,69,Male,201,16:26:57
264,SARNIA HOBSON,2286,16:28:54,40-49,23,Female,63,16:28:54
265,DAVID GUY,2253,16:29:53,60-69,2,Male,202,16:29:53
266,ADAM FITZGERALD,2201,16:29:55,30-39,78,Male,203,16:29:55
267,JUNE HARDACRE,2262,16:30:10,30-39,29,Female,64,16:30:10
268,STEVE O'CONNOR,2464,16:30:10,30-39,79,Male,204,16:30:10
269,DAVID SLAVEC,2546,16:31:48,50-59,28,Male,205,16:31:48
270,QUENTIN CLAVEL,2135,16:32:57,18-29,28,Male,206,16:32:57
271,TOUMAII PAUTU,2479,16:33:10,40-49,70,Male,207,16:33:10
272,GLEN BROWNE,2100,16:33:31,40-49,71,Male,208,16:33:31
273,JO THROP,2588,16:34:21,40-49,24,Female,65,16:34:21
274,MYLFNE PELINI,2484,16:37:21,18-29,10,Female,66,16:37:21
275,RAPHA?LE IBOS,2312,16:37:23,40-49,25,Female,67,16:37:23
276,JOSH TE AOMARERE,2582,16:38:57,30-39,80,Male,209,16:38:57
277,WENWEI XU,2637,16:39:28,40-49,72,Male,210,16:39:28
278,CHAR KUPERSTEIN,2354,16:39:54,30-39,30,Female,68,16:39:54
279,TIM SIEGENBEEK VAN HEUKELOM,2539,16:40:08,30-39,81,Male,211,16:40:08
280,CHRISTOPHE HENRIET,2275,16:42:11,40-49,73,Male,212,16:42:11
281,BEN HANCOCK,2260,16:43:40,30-39,82,Male,213,16:43:40
282,CHRIS WHEATLEY,2622,16:44:04,30-39,83,Male,214,16:44:04
283,ZOE REDMOND,2507,16:44:13,18-29,11,Female,69,16:44:13
284,ELENA MILLER,2425,16:44:46,18-29,12,Female,70,16:44:46
285,RANO LEALUGA,2361,16:45:29,30-39,84,Male,215,16:45:29
286,BENNY THOMPSON,2587,16:45:41,18-29,29,Male,216,16:45:41
287,DEBBIE PONT,2494,16:45:44,50-59,4,Female,71,16:45:44
288,AMANDA HUTCHEON,2311,16:46:07,50-59,5,Female,72,16:46:07
289,SHONA BURTON,2107,16:46:09,40-49,26,Female,73,16:46:09
290,SHOICHI ARAKAWA,2048,16:47:47,40-49,74,Male,217,16:47:47
291,CONNOR BROUGHTON,2094,16:48:28,18-29,30,Male,218,16:48:28
292,STEVE HODSON,2288,16:52:37,40-49,75,Male,219,16:52:37
293,MICHAEL ADDIDLE,2037,16:53:31,40-49,76,Male,220,16:53:31
294,DENNIS YUILE,2641,16:56:49,30-39,85,Male,221,16:56:49
295,NATALIA SALMINEN,2527,16:57:38,30-39,31,Female,74,16:57:38
296,MARK MORGAN,2438,16:57:50,50-59,29,Male,222,16:57:50
297,DAVE KELLER,2336,16:59:39,40-49,77,Male,223,16:59:39
298,GEORGE PRINGLE,2499,17:02:53,30-39,86,Male,224,17:02:53
299,PAUL MUDGE,2443,17:02:55,40-49,78,Male,225,17:02:55
300,BEX HOWELLS,2304,17:04:13,18-29,13,Female,75,17:04:13
301,FELICE CROFT,2150,17:04:21,30-39,32,Female,76,17:04:21
302,DANIEL HILL,2283,17:08:25,30-39,87,Male,226,17:08:25
303,LUKAS TRAVNICEK,2596,17:09:56,40-49,79,Male,227,17:09:56
304,BILL HUANG,2306,17:11:42,40-49,80,Male,228,17:11:42
305,JORGE PRECIADO RODRIGUEZ,2497,17:12:14,30-39,88,Male,229,17:12:14
306,ADAM ALLEN,2041,17:15:17,30-39,89,Male,230,17:15:17
307,GUY MOTHERSOLE,2442,17:15:18,30-39,90,Male,231,17:15:18
308,FRED NEEDHAM,2451,17:16:54,70-79,1,Male,232,17:16:54
309,ANDREAS HOPPE,2297,17:19:22,50-59,30,Male,233,17:19:22
310,ALEX YEONG,2640,17:19:40,50-59,31,Male,234,17:19:40
311,RICHARD THOMAS,2585,17:20:00,40-49,81,Male,235,17:20:00
312,MIKE FAIR,2650,17:20:09,40-49,82,Male,236,17:20:09
313,ANDRE CAMILLERI,2110,17:23:40,50-59,32,Male,237,17:23:40
314,RICK FEDERKEIL,2196,17:26:20,30-39,91,Male,238,17:26:20
315,JOHN LAM,2355,17:29:04,40-49,83,Male,239,17:29:04
316,DAVID GORDON ELDOR,2182,17:33:41,50-59,33,Male,240,17:33:41
317,RAYMOND CATABUI,2117,17:33:42,30-39,92,Male,241,17:33:42
318,NIGEL VAEA,2605,17:33:42,40-49,84,Male,242,17:33:42
319,DARIUSZ CHMIELEWSKI,2130,17:35:03,50-59,34,Male,243,17:35:03
320,SARAH TWYFORD,2601,17:36:57,18-29,14,Female,77,17:36:57
321,PENNY OXLEY,2470,17:38:09,40-49,27,Female,78,17:38:09
322,VISHAL GUPTA,2251,17:38:31,40-49,85,Male,244,17:38:31
323,THOMAS DURET,2171,17:38:47,30-39,93,Male,245,17:38:47
324,SARAH GAWITH,2220,17:39:42,40-49,28,Female,79,17:39:42
325,JEFF SMITH,2553,17:41:25,50-59,35,Male,246,17:41:25
326,CARL WOU,2635,17:41:29,40-49,86,Male,247,17:41:29
327,JUN HOE LEE,2363,17:44:50,18-29,31,Male,248,17:44:50
328,JAMIE ALLEN,2040,17:45:25,40-49,87,Male,249,17:45:25
329,CRAIG MACRAE,2389,17:46:22,30-39,94,Male,250,17:46:22
330,NADIA BRESIL,2651,17:46:58,30-39,33,Female,80,17:46:58
331,CHRISTOPHE BRESIL,2660,17:46:58,40-49,88,Male,251,17:46:58
332,LAURENT MAILLOT,2391,17:46:58,40-49,89,Male,252,17:46:58
333,MIKE MONASTRA,2435,17:47:15,18-29,32,Male,253,17:47:15
334,SCOTT MARGETTS,2395,17:50:52,30-39,95,Male,254,17:50:52
335,SANDRA WHARERAU,2621,17:51:05,40-49,29,Female,81,17:51:05
336,ALEKS CAREY,2112,17:51:08,18-29,15,Female,82,17:51:08
337,KYLIE DALE,2154,17:52:50,30-39,34,Female,83,17:52:50
338,JOSHUA DOAK,2667,17:53:23,18-29,33,Male,255,17:53:23
339,HENDRY FRANKENFELD,2212,17:54:30,40-49,90,Male,256,17:54:30
340,ISABELLE LANCE,2356,17:59:52,30-39,35,Female,84,17:59:52
341,NADINE SCHUURMAN,2530,18:00:57,50-59,6,Female,85,18:00:57
342,JACOB CLARKE,2134,18:05:43,18-29,34,Male,257,18:05:43
343,DAVID ST LAURENT,2561,18:06:10,50-59,36,Male,258,18:06:10
344,DEE RICHARDS,2512,18:07:23,40-49,30,Female,86,18:07:23
345,CHRIS SPECK,2559,18:10:45,30-39,96,Male,259,18:10:45
346,ERIKA HIENUKI-COXSEN,2281,18:20:07,40-49,31,Female,87,18:20:07
347,TIM CRAIG,2149,18:21:24,50-59,37,Male,260,18:21:24
348,EMERSON DA ROSA,2153,18:21:37,40-49,91,Male,261,18:21:37
349,ANDREW PRENTICE,2656,18:21:40,30-39,97,Male,262,18:21:40
350,CHRIS JOUBERT,2330,18:23:31,40-49,92,Male,263,18:23:31
351,LEANNE HERRETT,2277,18:24:00,40-49,32,Female,88,18:24:00
352,PAVAN KUMAR RAMARAPU,2505,18:25:00,40-49,93,Male,264,18:25:00
353,NANCY MILLER,2426,18:27:32,50-59,7,Female,89,18:27:32
354,AIMEE HARRIS,2266,18:28:58,30-39,36,Female,90,18:28:58
