Position,Name,Bib,Time,Category,Category Position,Gender,Gender Position,col9
1,KIERAN HEDLEY,03068,00:36:05,MOPEN,1,M,1,view
2,TOM MORRISH,00440,00:39:06,MOPEN,2,M,2,view
3,NATHAN HAYHURST,03065,00:40:31,MOPEN,3,M,3,view
4,HAGON ROUSE,05037,00:41:14,MVET,1,M,4,view
5,LOUIS FLAVELL-BIRCH,02393,00:43:40,MOPEN,4,M,5,view
6,CHARLIE MCCURDY,02059,00:44:14,FVET,1,F,1,view
7,DOMINIQUE KLUTS,00146,00:45:30,FVET,2,F,2,view
8,KATIE BABBOTT,03007,00:45:46,FOPEN,1,F,3,view
9,LOES ST ATHER,03156,00:46:20,FOPEN,2,F,4,view
10,ANDREW C,05006,00:46:47,MVET,2,M,6,view
11,STEPHEN MAYNARD,00174,00:47:34,MVET,3,M,7,view
12,AARON CHAN,05007,00:48:29,MOPEN,5,M,8,view
13,NICOLE FAIRLESS,03048,00:48:42,FOPEN,3,F,5,view
14,CHRIS VERNON,00294,00:51:13,MVET,4,M,9,view
15,KRISTAL REIHANA,00786,00:51:14,FVET,3,F,6,view
16,CHRIS CASEY,00039,00:51:45,MOPEN,6,M,10,view
17,LISA ENSOR,00080,00:52:22,FVET,4,F,7,view
18,ANDREW DILLON,00069,00:52:50,MOPEN,7,M,11,view
19,HIROMI IWASAKI,03081,00:53:04,FVET,5,F,8,view
20,PAUL BOOTH,00024,00:53:38,MVET,5,M,12,view
21,BRUCE COLLOFF,00052,00:53:57,MVET,6,M,13,view
22,ZACH WISEMAN,03181,00:54:05,MOPEN,8,M,14,view
23,CAITLIN LEES,00433,00:54:07,FOPEN,4,F,9,view
24,JESSEE MAYHEW,02057,00:54:28,FOPEN,5,F,10,view
25,MIKE HAIMES,03062,00:55:10,MOPEN,9,M,15,view
26,CHRIS BIRCH,03190,00:55:11,MVET,7,M,16,view
27,RYAN ESCOBAR,03192,00:55:59,MVET,8,M,17,view
28,MICHAEL PHILLIPS,03136,00:56:00,MOPEN,10,M,18,view
29,NICOLA NEWMAN,00782,00:56:01,FOPEN,6,F,11,view
30,SHANNON POWELL,05034,00:56:29,FOPEN,7,F,12,view
31,AOIFE O?SHEA,05030,00:56:30,FOPEN,8,F,13,view
32,KARLA LARA,03093,00:56:49,FOPEN,9,F,14,view
33,SCOTT LONGSON,00165,00:56:50,MVET,9,M,19,view
34,SHANNON WHITTA,00451,00:57:06,FVET,6,F,15,view
35,THIRI HOLEBROOK,00129,00:57:07,FVET,7,F,16,view
36,LOUIS PATTERSON,05032,00:57:30,MOPEN,11,M,20,view
37,GEORGIA RUDD,00253,00:57:37,FOPEN,10,F,17,view
38,MAIA STONE,03157,00:57:53,FOPEN,11,F,18,view
39,COLIN BABBOTT,02005,00:57:54,MOPEN,12,M,21,view
40,LIAM GOLDFINCH,05016,00:57:58,MOPEN,13,M,22,view
41,THOMAS RICHARDSON,03144,00:58:12,MOPEN,14,M,23,view
