Position,Name,Bib,Time,Nationality,Category,Category Position,Gender,Gender Position,Run
1,MATT URBANSKI,4,18:04:34,USA,40-49,1,Male,1,17:58:05
2,DOUG MOORE,8,19:11:33,NZL,30-39,1,Male,2,19:05:02
3,LOUIS SCHINDLER,1153,19:42:54,NZL,40-49,2,Male,3,19:36:01
4,ANDREW RUTHERDALE,1152,20:07:03,GBR,30-39,2,Male,4,20:00:30
5,KATIE WRIGHT,24,20:19:19,NZL,30-39,1,Female,1,20:12:21
6,FIONA HAYVICE,26,20:20:42,NZL,40-49,1,Female,2,20:13:45
7,GREG MCNEIL,1116,20:37:01,NZL,30-39,3,Male,5,20:30:07
8,JEREMY MOODY,1127,20:50:31,NZL,40-49,3,Male,6,20:41:08
9,JAMES BRYANT BLAND,1019,21:04:29,NZL,30-39,4,Male,7,20:57:24
10,SCOTTY THORNTON,1179,21:17:05,NZL,30-39,5,Male,8,21:10:12
11,DAWN TUFFERY,25,22:28:55,NZL,30-39,2,Female,3,22:21:52
12,ANDY TAYLOR,1175,22:29:07,NZL,40-49,4,Male,9,22:20:40
13,BEVAN LITTLER,1106,22:35:59,NZL,40-49,5,Male,10,22:29:00
14,ERIN VAUGHAN,1187,23:02:26,NZL,30-39,3,Female,4,22:54:31
15,SCOTT HOTHAM,1079,23:17:02,NZL,40-49,6,Male,11,23:09:57
16,BRENT MARSHALL,1213,23:22:30,NZL,40-49,7,Male,12,23:15:21
17,ANDREW STANLEY,1167,23:43:40,NZL,50-59,1,Male,13,23:34:59
18,RICHARD NOTTAGE,1134,23:46:02,NZL,40-49,8,Male,14,23:36:44
19,SARAH HEALY,1070,23:50:30,NZL,40-49,2,Female,5,23:41:03
20,STUART MEIKLEJOHN,1120,23:51:30,NZL,40-49,9,Male,15,23:41:30
21,SARA WINTER,1203,24:05:42,NZL,40-49,3,Female,6,23:56:12
22,JOSH HOWELL,1081,24:35:29,NZL,30-39,6,Male,16,24:25:51
23,ANDY CROSLAND,1033,24:40:49,NZL,40-49,10,Male,17,24:31:44
24,TIM MULLINER,1129,25:26:17,NZL,40-49,11,Male,18,25:17:57
25,SY CHAE,1029,25:27:48,NZL,18-29,1,Male,19,25:17:18
26,CHRISSI FABER,1047,25:29:04,NZL,30-39,4,Female,7,25:21:10
27,SHAWN O'LEARY,1137,25:39:47,NZL,40-49,12,Male,20,25:31:31
28,KIERAN RICH,1211,25:40:15,NZL,30-39,7,Male,21,25:31:43
29,IAN FEARNSIDE,1048,25:41:38,NZL,50-59,2,Male,22,25:33:41
30,STEFFAN MCKINLEY,1115,25:59:03,NZL,40-49,13,Male,23,25:51:40
31,ALEX HEAD,1069,26:36:55,NZL,40-49,14,Male,24,26:28:34
32,PHIL CALDER,1024,26:43:48,NZL,40-49,15,Male,25,26:34:15
33,FRANCES MILLS,1122,26:47:00,NZL,40-49,4,Female,8,26:38:04
34,NICK TWEED,1186,26:47:01,NZL,18-29,2,Male,26,26:38:31
35,NIGEL WILSON,1200,26:51:14,NZL,50-59,3,Male,27,26:42:15
36,TONY DAVIS,1037,26:53:42,NZL,40-49,16,Male,28,26:44:14
37,KAREN ROWAN,1150,27:04:54,NZL,50-59,1,Female,9,26:55:38
38,RICH BARTER,1011,27:05:24,NZL,40-49,17,Male,29,26:54:44
39,RYO MIYANAMI,1125,27:08:08,NZL,40-49,18,Male,30,27:00:00
40,CAMERON TOOMEY,1181,27:10:34,NZL,40-49,19,Male,31,27:01:51
41,JOHN MOLLOY,1126,27:18:27,NZL,30-39,8,Male,32,27:09:45
42,SARA GEORGE,1056,27:20:00,NZL,18-29,1,Female,10,27:11:49
43,JAIMEE PHILLIPS,1219,27:28:13,NZL,30-39,5,Female,11,27:20:20
44,ELIZABETH PALMER,1142,27:31:00,NZL,40-49,5,Female,12,27:21:45
45,SAM YEOMAN,1207,27:37:06,NZL,40-49,20,Male,33,27:29:08
46,RUSSELL PERRY,1210,27:41:17,NZL,30-39,9,Male,34,27:32:14
47,TOM IGUSA,1083,28:16:13,NZL,40-49,21,Male,35,28:08:30
48,HELENA KIRKHAM,1096,28:28:41,NZL,40-49,6,Female,13,28:18:09
49,KIRSTY HAMLIN,1066,28:38:41,NZL,50-59,2,Female,14,28:28:59
50,GARETH CLENDINNING,1032,28:41:04,GBR,30-39,10,Male,36,28:32:14
51,ED WHITING,1194,28:43:34,NZL,40-49,22,Male,37,28:34:10
52,DAVE KELLER,1089,28:51:43,NZL,40-49,23,Male,38,28:42:11
53,ANDREW RODGER,1148,28:59:34,NZL,60-69,1,Male,39,28:51:44
54,SIMON BARTLEY,1012,29:13:32,NZL,40-49,24,Male,40,29:02:50
55,THOMAS LAYDEN,1104,29:18:43,USA,30-39,11,Male,41,29:09:23
56,QUINTIN MEADS,1119,29:20:04,NZL,40-49,25,Male,42,29:12:14
57,ANNA O'BRIEN,1136,29:24:38,NZL,40-49,7,Female,15,29:15:13
58,TANIA MATHESON,1110,29:41:58,NZL,40-49,8,Female,16,29:31:26
59,MGCINI MASUKU,1109,29:43:49,NZL,40-49,26,Male,43,29:34:09
60,SARAH GREEN,1063,30:04:01,NZL,40-49,9,Female,17,29:54:40
61,CARL ARMSTRONG,1005,30:25:56,NZL,40-49,27,Male,44,30:15:26
62,GRAHAM OÆNEILL,1135,30:25:56,NZL,50-59,4,Male,45,30:15:27
63,JOHN KENDALL,1090,30:25:56,NZL,50-59,5,Male,46,30:15:25
64,IRENE FOX,1053,30:25:56,NZL,50-59,3,Female,18,30:15:27
65,SANDRA ASHWORTH,1006,30:30:44,NZL,40-49,10,Female,19,30:22:21
66,DANIELLE FORBES,1051,30:46:53,NZL,40-49,11,Female,20,30:36:04
67,NIGEL RICHARDSON,1145,30:49:45,NZL,40-49,28,Male,47,30:42:47
68,LASZLO BOKANY,1018,31:05:17,NZL,50-59,6,Male,48,30:57:21
69,STEVEN GRAY,1061,31:08:30,NZL,30-39,12,Male,49,30:59:32
70,CHRIS HERBERT,1072,31:10:36,USA,40-49,29,Male,50,31:00:26
71,JAMES THOMPSON,1177,31:13:22,NZL,40-49,30,Male,51,31:04:39
72,LUIS BAHAMONDE,1007,31:15:00,NZL,40-49,31,Male,52,31:05:35
73,SALLY AITKEN,1002,31:30:04,NZL,50-59,4,Female,21,31:20:32
74,EVA SERES,1157,31:31:34,NZL,30-39,6,Female,22,31:20:59
75,ALEKSANDR STAPRANS,1168,31:33:52,USA,18-29,3,Male,53,31:24:20
76,KETINA CHIVASA,1031,31:36:22,NZL,30-39,7,Female,23,31:26:09
77,PHIL GERARD,1057,31:37:14,NZL,50-59,7,Male,54,31:27:42
78,JAKE TRINDER,1183,31:40:31,GBR,18-29,4,Male,55,31:30:46
79,AMANDA HAYNES,1068,31:40:32,USA,30-39,8,Female,24,31:30:48
80,SANDRA GREY,1216,31:45:25,NZL,50-59,5,Female,25,31:35:52
81,DANY DENTITH,1039,31:48:09,NZL,30-39,13,Male,56,31:37:37
82,CHARLOTTE EVANS,1046,31:49:52,NZL,30-39,9,Female,26,31:40:17
83,TOM WIGRAM,1196,31:50:27,NZL,40-49,32,Male,57,31:40:00
84,LUCAS GROSSI,1064,31:55:00,NZL,30-39,14,Male,58,31:46:39
85,JESPER FUHLENDORFF,1054,32:05:40,NZL,40-49,33,Male,59,31:55:56
86,MODECAI NKHWAZI,1133,32:07:12,NZL,18-29,5,Male,60,31:57:10
87,SEAN KINSELLA,1095,32:07:24,NZL,30-39,15,Male,61,31:58:17
88,JONATHAN SCOTT,1154,32:07:24,NZL,40-49,34,Male,62,31:57:03
89,ANNABELLE LATZ,1102,32:07:41,NZL,30-39,10,Female,27,31:58:43
90,GLEN STRONG,1172,32:09:29,NZL,40-49,35,Male,63,31:58:53
91,TOM HIRST,1075,32:12:08,NZL,50-59,8,Male,64,32:02:58
92,KEITH GILCHRIST,1058,32:20:02,NZL,50-59,9,Male,65,32:10:37
93,JOHN GRAY,1062,32:23:07,USA,50-59,10,Male,66,32:12:10
94,BRYONY SHAW,1158,32:27:58,NZL,50-59,6,Female,28,32:17:48
95,ALLISTER KILPATRICK,1093,32:34:39,NZL,40-49,36,Male,67,32:24:05
96,BENJAMIN EITELBERG,1045,32:35:05,NZL,40-49,37,Male,68,32:27:05
